onset	duration	trial_type	response_time	sample	value
126.4023437500	n/a	stimulus	n/a	32359	128
291.8906250000	n/a	stimulus	n/a	74724	128
295.1367187500	n/a	response	n/a	75555	4
298.1953125000	n/a	response	n/a	76338	2
331.5156250000	n/a	stimulus	n/a	84868	128
335.0781250000	n/a	response	n/a	85780	2
337.2656250000	n/a	response	n/a	86340	2
409.7929687500	n/a	stimulus	n/a	104907	128
412.4414062500	n/a	response	n/a	105585	4
417.7500000000	n/a	response	n/a	106944	2
572.7617187500	n/a	stimulus	n/a	146627	128
575.3750000000	n/a	response	n/a	147296	4
579.7968750000	n/a	response	n/a	148428	2
698.8085937500	n/a	stimulus	n/a	178895	128
701.4375000000	n/a	response	n/a	179568	2
703.5859375000	n/a	response	n/a	180118	2
706.0390625000	n/a	response	n/a	180746	2
850.0507812500	n/a	stimulus	n/a	217613	128
852.7148437500	n/a	response	n/a	218295	2
854.9101562500	n/a	response	n/a	218857	4
857.3164062500	n/a	response	n/a	219473	2
983.3242187500	n/a	stimulus	n/a	251731	128
990.5351562500	n/a	response	n/a	253577	4
992.8281250000	n/a	response	n/a	254164	2
1095.8320312500	n/a	stimulus	n/a	280533	128
1099.2773437500	n/a	response	n/a	281415	2
1101.4218750000	n/a	response	n/a	281964	4
1103.5937500000	n/a	response	n/a	282520	2
1154.5976562500	n/a	stimulus	n/a	295577	128
1157.9609375000	n/a	response	n/a	296438	2
1164.1484375000	n/a	response	n/a	298022	2
1289.1523437500	n/a	stimulus	n/a	330023	128
1296.6718750000	n/a	response	n/a	331948	4
1299.8593750000	n/a	response	n/a	332764	2
