name	x	y	z
g1	34.132	70.125	-19.314
g2	29.179	73.983	5.218
g3	18.962	76.359	29.782
g4	24.839	77.575	54.343
g5	55.761	69.456	-22.264
g6	47.1	75.46	4.052
g7	42.373	74.965	29.312
g8	50.755	75.022	50.641
g9	72.731	63.301	2.891
g10	73.041	59.419	27.531
g11	82.454	64.023	53.288
g12	90.514	50.408	37.485
g13	104.548	44.761	50.938
g14	107.441	23.28	32.256
g15	118.604	9.984	48.759
g16	76.106	36.205	-32.046
g17	117.671	-21.866	44.266
g18	107.697	-17.452	20.98
g19	102.93	-49.944	46.309
g20	91.219	-48.282	20.353
g21	81.252	-69.704	41.596
g22	63.688	-62.624	17.037
g23	65.307	-62.808	-5.285
g24	53.463	-77.326	42.039
g25	35.771	-78.21	18.519
g26	43.212	-72.199	-4.493
g27	50.102	-62.955	-34.871
g28	23.628	-86.413	45.221
g29	11.478	-82.6	18.885
g30	18.658	-77.95	-7.489
g31	14.844	-73.132	-27.258
g32	79.04	-19.135	-34.78
y1	8.564	80.625	85.012
y2	28.054	66.342	107.079
y3	13.806	45.101	129.289
y4	0.453	16.339	144.354
y5	36.167	77.885	79.88
y6	55.186	56.465	104.13
y7	39.561	42.235	124.393
y8	29.708	20.499	140.118
y9	65.244	69.17	78.009
y10	90.16	50.297	79.445
y11	77.15	42.54	102.061
y12	61.948	22.549	124.12
y13	104.375	26.127	77.716
y14	92.854	14.439	103.936
y15	112.227	-2.075	74.477
y16	73.488	-3.798	121.937
y17	95.332	-20.175	100.52
y18	106.5	-31.238	71.012
y19	47.271	-5.234	136.964
y20	63.131	-33.382	120.683
y21	80.29	-50.833	95.105
y22	89.686	-57.603	69.888
y23	66.151	-74.69	67.59
y24	32.351	-32.842	135.895
y25	42.947	-53.425	116.831
y26	56.236	-68.296	94.345
y27	38.666	-84.968	65.12
y28	-9.51	-10.016	148.812
y29	4.137	-37.503	140.786
y30	16.756	-63.14	121.524
y31	30.693	-79.622	95.406
y32	12.36	-89.827	66.898
r1	-35.356	78.354	32.946
r2	-14.635	82.359	59.45
r3	-40.722	74.072	63.197
r4	-66.388	58.778	69.017
r5	-84.451	41.077	72.711
r6	-20.64	76.868	86.726
r7	-50.914	63.449	95.522
r8	-69.326	45.506	99.012
r9	-83.453	19.513	106.637
r10	-1.535	68.744	112.286
r11	-30.698	57.609	118.813
r12	-50.544	39.047	123.514
r13	-64.046	6.521	128.398
r14	-11.054	42.407	134.5
r15	-33.705	20.666	140.762
r16	-40.547	-8.33	142.645
r17	-32.328	-35.12	140.219
r18	-10.001	-55.731	131.914
r19	-64.928	-21.708	125.315
r20	-50.673	-53.298	121.015
r21	-30.946	-68.784	113.626
r22	-3.894	-78.961	105.012
r23	-88.328	-4.885	105.152
r24	-82.778	-36.691	101.855
r25	-66.045	-60.862	95.511
r26	-41.418	-76.477	87.988
r27	-16.24	-85.011	78.733
r28	-81.384	-55.163	72.894
r29	-59.029	-72.412	65.851
r30	-37.592	-80.029	60.109
r31	-9.762	-85.608	51.816
r32	-23.617	-80.641	28.02
w1	-43.37	70.627	-9.2
w2	-64.678	56.912	-2.855
w3	-84.06	38.934	5.919
w4	-96.538	16.754	6.338
w5	-44.174	75.28	12.934
w6	-60.999	65.571	17.696
w7	-77.487	50.318	24.683
w8	-87.269	35.809	30.085
w9	-96.002	10.727	25.247
w10	-53.01	71.519	44.998
w11	-73.328	54.1	49.326
w12	-88.639	34.792	51.067
w13	-98.689	11.934	50.685
w14	-94.334	13.565	79.134
w15	-95.669	-11.154	77.231
w16	-91.961	-36.576	74.973
w17	-100.961	-6.246	55.549
w18	-95.715	-34.431	48.642
w19	-81.793	-56.084	41.234
w20	-64.026	-69.658	36.104
w21	-40.128	-79.3	31.652
w22	-2.791	-78.156	105.307
w23	-94.697	-29.176	23.551
w24	-81.338	-52.963	21.375
w25	-65.909	-63.697	15.39
w26	-46.333	-72.735	6.915
w27	-31.895	-75.752	-1.352
w28	-98.027	-4.418	1.866
w29	-89.644	-31.21	3.145
w30	-69.471	-52.799	-4.216
w31	-51.97	-59.45	-18.651
w32	-31.576	-67.348	-22.791
n1	-40.403	59.108	-68.263
n2	-63.253	60.635	-46.816
n3	-87.033	43.17	-26.363
n4	-101.665	7.157	-21.436
n5	-92.844	-15.307	-27.575
n6	-69.453	-45.397	-43.152
n7	-45.538	-57.642	-58.263
n8	-17.43	-50.789	-82.958
n9	-54.298	65.662	-67.748
n10	-80.164	52.512	-46.539
n11	-95.397	33.288	-41.917
n12	-106.508	1.02	-36.433
n13	-94.128	-29.591	-47.916
n14	-74.997	-46.186	-57.59
n15	-48.557	-53.529	-78.67
n16	-72.717	67.757	-68.77
n17	-101.691	45.221	-52.068
n18	-112.193	14.755	-51.721
n19	-109.011	-10.275	-54.099
n20	-90.641	-37.677	-63.952
n21	-62.217	-55.402	-83.026
n22	-68.813	71.275	-86.866
n23	-99.909	64	-68.297
n24	-117.618	36.06	-63.658
n25	-124.646	2.391	-61.653
n26	-113.582	-30.652	-69.17
n27	-90.555	-51.762	-77.011
n28	-63.629	-57.161	-104.496
n32	21.152	-6.178	146.62
