onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.02	6.0	rocknroll	7	3	918	0	rocknroll_004.wav	rocknroll	6	0	0.022100000000136788	2766.5467
12.0	6.0	symphonic	7	3	924	6	symphonic_001.wav	symphonic	4	0	0.0038999999997031405	2778.5466
22.01	6.0	symphonic	7	3	929	11	symphonic_000.wav	symphonic	8	1	0.008800000000064756	2788.5472
36.0	6.0	rocknroll	7	3	936	18	rocknroll_001.wav	rocknroll	4	0	0.002800000000206637	2802.5465
46.0	6.0	metal	7	3	941	23	metal_003.wav	metal	4	0	0.0034999999998035487	2812.5466
56.0	6.0	symphonic	7	3	946	28	symphonic_003.wav	symphonic	6	0	0.002800000000206637	2822.5467
68.0	6.0	country	7	3	952	34	country_002.wav	country	4	0	0.002199999999902502	2834.5465
78.01	6.0	rocknroll	7	3	957	39	rocknroll_003.wav	rocknroll	8	1	0.009900000000016007	2844.5464
92.01	6.0	country	7	3	964	46	country_000.wav	country	8	1	0.007200000000011642	2858.5468
106.0	6.0	ambient	7	3	971	53	ambient_002.wav	ambient	6	0	0.002599999999802094	2872.5466
118.0	6.0	rocknroll	7	3	977	59	rocknroll_000.wav	rocknroll	6	0	0.003999999999905413	2884.5464
130.0	6.0	ambient	7	3	983	65	ambient_000.wav	ambient	6	0	0.0034999999998035487	2896.5464
142.0	6.0	symphonic	7	3	989	71	symphonic_002.wav	symphonic	6	0	0.00430000000005748	2908.5463
154.0	6.0	metal	7	3	995	77	metal_002.wav	metal	6	0	0.002400000000307045	2920.5467
166.0	6.0	metal	7	3	1001	83	metal_001.wav	metal	6	0	0.0025000000000545697	2932.5467
178.0	6.0	ambient	7	3	1007	89	ambient_003.wav	ambient	4	0	0.0025000000000545697	2944.5471
188.0	6.0	country	7	3	1012	94	country_001.wav	country	6	0	0.002399999999852298	2954.5473
200.0	6.0	metal	7	3	1018	100	metal_000.wav	metal	6	0	0.004100000000107684	2966.5467
212.0	6.0	country	7	3	1024	106	country_003.wav	country	6	0	0.002599999999802094	2978.5466
224.0	6.0	country	7	3	1030	112	country_004.wav	country	6	0	0.004799999999704596	2990.5464
236.0	6.0	symphonic	7	3	1036	118	symphonic_004.wav	symphonic	6	0	0.0025000000000545697	3002.5474
248.01	6.0	ambient	7	3	1042	124	ambient_001.wav	ambient	8	1	0.010900000000219734	3014.5465
262.0	6.0	ambient	7	3	1049	131	ambient_004.wav	ambient	6	0	0.003999999999905413	3028.5464
274.01	6.0	metal	7	3	1055	137	metal_004.wav	metal	8	1	0.011500000000069122	3040.5467
288.0	6.0	rocknroll	7	3	1062	144	rocknroll_002.wav	rocknroll	6	0	0.002600000000256841	3054.5467
