onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.04	6.0	country	4	4	459	0	country_001.wav	country	6	0	0.040799999999990184	1699.8206
12.0	6.0	symphonic	4	4	465	6	symphonic_004.wav	symphonic	6	0	0.003899999999930515	1711.8207
24.0	6.0	metal	4	4	471	12	metal_000.wav	metal	6	0	0.003899999999930515	1723.8206
36.0	6.0	country	4	4	477	18	country_003.wav	country	6	0	0.004000000000132786	1735.8208
48.01	6.0	ambient	4	4	483	24	ambient_003.wav	ambient	8	1	0.00909999999998945	1747.8210000000001
62.0	6.0	metal	4	4	490	31	metal_003.wav	metal	6	0	0.0027000000000043656	1761.8213
74.0	6.0	symphonic	4	4	496	37	symphonic_003.wav	symphonic	6	0	0.003899999999930515	1773.8208
86.0	6.0	ambient	4	4	502	43	ambient_002.wav	ambient	6	0	0.0035000000000309233	1785.8207
98.01	6.0	symphonic	4	4	508	49	symphonic_000.wav	symphonic	8	1	0.014800000000150247	1797.8210000000001
112.0	6.0	symphonic	4	4	515	56	symphonic_002.wav	symphonic	4	0	0.0022999999998774	1811.8212
122.0	6.0	country	4	4	520	61	country_000.wav	country	6	0	0.0035000000000309233	1821.8209
134.0	6.0	metal	4	4	526	67	metal_002.wav	metal	6	0	0.002199999999902502	1833.8212
146.0	6.0	ambient	4	4	532	73	ambient_000.wav	ambient	4	0	0.0025000000000545697	1845.8208
156.0	6.0	ambient	4	4	537	78	ambient_004.wav	ambient	6	0	0.0025000000000545697	1855.8207
168.0	6.0	country	4	4	543	84	country_004.wav	country	4	0	0.003300000000081127	1867.8207
178.0	6.0	rocknroll	4	4	548	89	rocknroll_000.wav	rocknroll	4	0	0.0035000000000309233	1877.8207
188.01	6.0	metal	4	4	553	94	metal_001.wav	metal	8	1	0.010700000000042564	1887.8208
202.0	6.0	metal	4	4	560	101	metal_004.wav	metal	4	0	0.003600000000005821	1901.8208
212.0	6.0	rocknroll	4	4	565	106	rocknroll_001.wav	rocknroll	6	0	0.0025000000000545697	1911.8210000000001
224.0	6.0	rocknroll	4	4	571	112	rocknroll_004.wav	rocknroll	6	0	0.003300000000081127	1923.8210000000001
236.0	6.0	ambient	4	4	577	118	ambient_001.wav	ambient	6	0	0.003200000000106229	1935.8208
248.0	6.0	rocknroll	4	4	583	124	rocknroll_003.wav	rocknroll	6	0	0.0025000000000545697	1947.8208
260.0	6.0	symphonic	4	4	589	130	symphonic_001.wav	symphonic	6	0	0.0029999999999290594	1959.8212
272.02	6.0	rocknroll	4	4	595	136	rocknroll_002.wav	rocknroll	8	1	0.01510000000007494	1971.8211
286.01	6.0	country	4	4	602	143	country_002.wav	country	8	1	0.009500000000116415	1985.8201
