onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	1.500	failed stop	1	1	0.150	50	0.294	1	0
3.250	1.500	go	0	0	0.000	49	0.234	1	0
7.250	1.500	junk	0	0	0.000	50	0.282	0	0
9.625	1.500	go	0	1	0.000	50	0.579	1	0
12.125	1.500	go	0	0	0.000	49	0.295	1	0
14.500	1.500	go	0	1	0.000	50	0.296	1	0
19.000	1.500	successful stop	1	1	0.100	0	0.000	0	1
24.500	1.500	go	0	0	0.000	49	0.272	1	0
26.625	1.500	go	0	0	0.000	49	0.315	1	0
28.750	1.500	go	0	1	0.000	50	0.302	1	0
31.750	1.500	go	0	0	0.000	49	0.278	1	0
34.500	1.500	failed stop	1	1	0.250	49	0.320	0	0
37.375	1.500	go	0	1	0.000	50	0.325	1	0
40.875	1.500	failed stop	1	1	0.200	50	0.330	1	0
46.000	1.500	go	0	0	0.000	49	0.325	1	0
48.875	1.500	go	0	0	0.000	49	0.329	1	0
51.250	1.500	go	0	1	0.000	50	0.383	1	0
53.375	1.500	go	0	1	0.000	50	0.325	1	0
55.500	1.500	successful stop	1	0	0.100	0	0.000	0	1
57.750	1.500	go	0	0	0.000	49	0.334	1	0
60.500	1.500	go	0	1	0.000	50	0.288	1	0
64.000	1.500	successful stop	1	0	0.150	0	0.000	0	1
66.750	1.500	go	0	0	0.000	49	0.390	1	0
69.125	1.500	go	0	1	0.000	50	0.327	1	0
71.125	1.500	go	0	0	0.000	49	0.335	1	0
73.375	1.500	successful stop	1	0	0.200	0	0.000	0	1
75.375	1.500	go	0	1	0.000	50	0.365	1	0
78.125	1.500	go	0	1	0.000	50	0.359	1	0
80.625	1.500	failed stop	1	0	0.150	49	0.316	1	0
82.875	1.500	go	0	1	0.000	50	0.313	1	0
87.375	1.500	go	0	1	0.000	50	0.317	1	0
90.000	1.500	go	0	0	0.000	49	0.340	1	0
92.500	1.500	go	0	0	0.000	49	0.333	1	0
95.000	1.500	go	0	1	0.000	50	0.316	1	0
97.000	1.500	go	0	0	0.000	49	0.316	1	0
99.625	1.500	failed stop	1	1	0.150	50	0.299	1	0
104.375	1.500	go	0	0	0.000	49	0.325	1	0
107.000	1.500	go	0	1	0.000	50	0.300	1	0
109.625	1.500	successful stop	1	1	0.100	0	0.000	0	1
112.375	1.500	go	0	0	0.000	49	0.309	1	0
115.250	1.500	go	0	0	0.000	49	0.346	1	0
118.000	1.500	failed stop	1	1	0.200	50	0.340	1	0
121.625	1.500	go	0	1	0.000	50	0.323	1	0
123.625	1.500	go	0	0	0.000	49	0.299	1	0
125.750	1.500	go	0	0	0.000	49	0.302	1	0
128.500	1.500	go	0	0	0.000	49	0.320	1	0
130.625	1.500	go	0	1	0.000	50	0.315	1	0
133.375	1.500	failed stop	1	1	0.250	50	0.357	1	0
135.875	1.500	go	0	1	0.000	50	0.342	1	0
138.500	1.500	go	0	0	0.000	49	0.320	1	0
142.375	1.500	go	0	0	0.000	49	0.357	1	0
144.375	1.500	successful stop	1	1	0.150	0	0.000	0	1
147.625	1.500	failed stop	1	1	0.150	50	0.307	1	0
149.875	1.500	go	0	0	0.000	49	0.329	1	0
152.000	1.500	go	0	0	0.000	49	0.356	1	0
155.500	1.500	go	0	1	0.000	50	0.320	1	0
158.000	1.500	go	0	1	0.000	50	0.348	1	0
162.125	1.500	go	0	0	0.000	49	0.279	1	0
165.750	1.500	successful stop	1	1	0.100	0	0.000	0	1
168.000	1.500	go	0	0	0.000	49	0.324	1	0
170.500	1.500	failed stop	1	1	0.200	50	0.296	1	0
173.000	1.500	go	0	0	0.000	49	0.300	1	0
175.875	1.500	go	0	1	0.000	50	0.289	1	0
178.000	1.500	go	0	0	0.000	49	0.260	1	0
181.875	1.500	go	0	1	0.000	50	0.310	1	0
185.125	1.500	failed stop	1	0	0.150	49	0.295	1	0
190.500	1.500	go	0	1	0.000	50	0.304	1	0
192.750	1.500	go	0	0	0.000	49	0.358	1	0
195.375	1.500	go	0	1	0.000	50	0.301	1	0
198.250	1.500	go	0	1	0.000	50	0.346	1	0
200.500	1.500	go	0	0	0.000	49	0.336	1	0
202.750	1.500	successful stop	1	0	0.200	0	0.000	0	1
204.750	1.500	successful stop	1	0	0.150	0	0.000	0	1
206.875	1.500	go	0	1	0.000	50	0.361	1	0
209.000	1.500	go	0	0	0.000	49	0.340	1	0
212.000	1.500	go	0	1	0.000	50	0.276	1	0
214.000	1.500	go	0	0	0.000	49	0.300	1	0
216.875	1.500	go	0	1	0.000	50	0.289	1	0
219.500	1.500	go	0	1	0.000	50	0.344	1	0
223.500	1.500	successful stop	1	0	0.100	0	0.000	0	1
226.000	1.500	failed stop	1	1	0.150	50	0.321	1	0
228.375	1.500	go	0	1	0.000	50	0.349	1	0
231.375	1.500	go	0	0	0.000	49	0.325	1	0
234.125	1.500	go	0	0	0.000	49	0.287	1	0
236.750	1.500	go	0	0	0.000	49	0.398	1	0
238.875	1.500	go	0	0	0.000	49	0.289	1	0
242.875	1.500	successful stop	1	1	0.100	0	0.000	0	1
246.375	1.500	go	0	1	0.000	50	0.349	1	0
248.875	1.500	go	0	1	0.000	50	0.345	1	0
251.875	1.500	go	0	0	0.000	49	0.321	1	0
255.125	1.500	failed stop	1	1	0.200	50	0.304	1	0
258.500	1.500	go	0	0	0.000	49	0.360	1	0
263.000	1.500	failed stop	1	1	0.250	50	0.341	1	0
265.375	1.500	go	0	0	0.000	49	0.341	1	0
267.500	1.500	go	0	1	0.000	50	0.352	1	0
271.250	1.500	go	0	0	0.000	49	0.346	1	0
273.250	1.500	go	0	0	0.000	49	0.336	1	0
275.625	1.500	go	0	0	0.000	49	0.299	1	0
280.375	1.500	successful stop	1	1	0.150	0	0.000	0	1
282.875	1.500	go	0	1	0.000	50	0.369	1	0
285.000	1.500	successful stop	1	1	0.100	0	0.000	0	1
287.875	1.500	go	0	0	0.000	49	0.345	1	0
290.000	1.500	go	0	0	0.000	49	0.340	1	0
292.250	1.500	go	0	1	0.000	50	0.338	1	0
295.625	1.500	go	0	0	0.000	49	0.334	1	0
297.750	1.500	go	0	1	0.000	50	0.343	1	0
300.125	1.500	go	0	0	0.000	49	0.303	1	0
302.125	1.500	successful stop	1	1	0.200	0	0.000	0	1
304.875	1.500	go	0	1	0.000	50	0.361	1	0
307.875	1.500	go	0	0	0.000	49	0.338	1	0
311.625	1.500	successful stop	1	1	0.150	0	0.000	0	1
313.625	1.500	go	0	0	0.000	49	0.387	1	0
315.875	1.500	go	0	1	0.000	50	0.367	1	0
318.250	1.500	go	0	0	0.000	49	0.403	1	0
322.750	1.500	successful stop	1	0	0.150	0	0.000	0	1
325.000	1.500	go	0	1	0.000	50	0.452	1	0
328.000	1.500	go	0	1	0.000	50	0.420	1	0
331.875	1.500	go	0	1	0.000	50	0.345	1	0
334.625	1.500	failed stop	1	0	0.200	49	0.300	1	0
337.375	1.500	go	0	0	0.000	49	0.333	1	0
340.250	1.500	go	0	0	0.000	49	0.387	1	0
343.125	1.500	failed stop	1	0	0.250	49	0.319	1	0
345.375	1.500	go	0	1	0.000	50	0.374	1	0
347.750	1.500	go	0	1	0.000	50	0.390	1	0
351.250	1.500	failed stop	1	0	0.200	49	0.346	1	0
354.000	1.500	go	0	0	0.000	49	0.412	1	0
356.625	1.500	go	0	1	0.000	50	0.332	1	0
359.125	1.500	go	0	1	0.000	50	0.351	1	0
