onset	duration	trial_type	Response	Stimulus	response_time
5.117	0.200	visual standard stimulus presentation	n/a	n/a	n/a
7.733	0.200	visual standard stimulus presentation	n/a	n/a	n/a
10.744	0.200	visual oddball stimulus presentation	1.000	target	n/a
10.744	0.434	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
13.540	0.200	visual standard stimulus presentation	0.000	standard	n/a
15.740	0.200	visual oddball stimulus presentation	1.000	target	n/a
15.740	0.442	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
17.742	0.200	visual oddball stimulus presentation	1.000	target	n/a
17.742	0.339	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
19.943	0.200	visual standard stimulus presentation	0.000	standard	n/a
22.541	0.200	visual standard stimulus presentation	0.000	standard	n/a
25.536	0.200	visual standard stimulus presentation	0.000	standard	n/a
28.134	0.200	visual standard stimulus presentation	0.000	standard	n/a
30.930	0.200	visual oddball stimulus presentation	1.000	target	n/a
30.930	0.312	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
33.925	0.200	visual standard stimulus presentation	0.000	standard	n/a
36.324	0.370	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
36.324	0.200	visual oddball stimulus presentation	1.000	target	n/a
38.724	0.200	visual standard stimulus presentation	0.000	standard	n/a
41.122	0.200	visual standard stimulus presentation	0.000	standard	n/a
43.919	0.200	visual standard stimulus presentation	0.000	standard	n/a
46.319	0.200	visual standard stimulus presentation	0.000	standard	n/a
49.115	0.200	visual standard stimulus presentation	0.000	standard	n/a
51.712	0.351	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
51.712	0.200	visual oddball stimulus presentation	1.000	target	n/a
54.708	0.370	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
54.708	0.200	visual oddball stimulus presentation	1.000	target	n/a
56.710	0.200	visual standard stimulus presentation	0.000	standard	n/a
59.108	0.200	visual standard stimulus presentation	0.000	standard	n/a
61.310	0.200	visual standard stimulus presentation	0.000	standard	n/a
64.304	0.200	visual oddball stimulus presentation	1.000	target	n/a
64.304	0.358	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
