onset	duration	trial_type	easy_par	hard_par
16.001	2.114	easy_par	-35.833	n/a
21.262	2.360	easy_par	-93.833	n/a
31.767	1.571	easy_par	-35.833	n/a
37.012	0.914	easy_par	-93.833	n/a
42.256	1.140	hard_par	n/a	-93.833
47.517	1.511	hard_par	n/a	-74.833
52.761	1.037	easy_par	-93.833	n/a
58.005	0.925	easy_par	24.167	n/a
63.266	1.377	hard_par	n/a	269.167
68.510	0.720	hard_par	n/a	-74.833
73.755	1.122	easy_par	24.167	n/a
79.016	0.884	hard_par	n/a	-88.833
84.260	0.974	easy_par	-74.833	n/a
89.504	0.833	hard_par	n/a	269.167
94.765	0.701	easy_par	-93.833	n/a
105.254	1.158	hard_par	n/a	269.167
110.514	0.915	hard_par	n/a	-74.833
115.758	0.759	hard_par	n/a	-88.833
121.003	1.184	easy_par	-93.833	n/a
126.264	0.716	hard_par	n/a	-88.833
131.508	0.710	hard_par	n/a	-74.833
136.752	0.892	hard_par	n/a	-35.833
142.013	0.881	hard_par	n/a	-93.833
147.257	0.683	hard_par	n/a	-88.833
152.502	0.984	hard_par	n/a	24.167
157.763	1.099	hard_par	n/a	269.167
163.007	0.615	easy_par	24.167	n/a
168.251	0.706	easy_par	-88.833	n/a
178.756	0.655	easy_par	-35.833	n/a
184.017	1.193	easy_par	-35.833	n/a
189.262	1.197	hard_par	n/a	24.167
194.506	0.682	easy_par	-93.833	n/a
199.767	0.627	hard_par	n/a	24.167
205.011	1.937	hard_par	n/a	-93.833
210.255	1.103	hard_par	n/a	269.167
215.516	0.730	hard_par	n/a	-93.833
220.760	0.634	hard_par	n/a	-74.833
226.005	0.816	easy_par	-88.833	n/a
231.265	0.772	hard_par	n/a	-35.833
236.510	4.500	junk	n/a	n/a
241.754	2.355	hard_par	n/a	24.167
252.259	1.130	easy_par	24.167	n/a
257.503	0.758	hard_par	n/a	-88.833
262.764	0.606	hard_par	n/a	-93.833
268.009	0.650	hard_par	n/a	-88.833
273.253	0.576	hard_par	n/a	-88.833
278.514	0.746	hard_par	n/a	-93.833
283.758	1.069	hard_par	n/a	-35.833
289.002	1.164	easy_par	-88.833	n/a
294.263	0.811	easy_par	269.167	n/a
299.507	0.583	hard_par	n/a	-74.833
304.752	1.339	hard_par	n/a	269.167
310.012	0.785	hard_par	n/a	-35.833
315.257	0.651	easy_par	-88.833	n/a
325.762	0.827	easy_par	-74.833	n/a
331.006	0.749	easy_par	-74.833	n/a
336.267	0.713	hard_par	n/a	-74.833
341.511	0.795	hard_par	n/a	24.167
346.756	0.617	hard_par	n/a	-35.833
352.017	0.555	easy_par	-88.833	n/a
357.261	0.926	easy_par	24.167	n/a
362.505	2.634	easy_par	24.167	n/a
367.766	0.693	hard_par	n/a	-35.833
373.010	0.928	easy_par	269.167	n/a
378.254	0.612	easy_par	-35.833	n/a
383.515	2.841	hard_par	n/a	24.167
388.760	0.718	easy_par	-74.833	n/a
399.265	0.677	easy_par	-93.833	n/a
404.509	1.022	hard_par	n/a	269.167
409.753	1.899	hard_par	n/a	24.167
415.014	1.108	easy_par	-88.833	n/a
420.258	1.161	easy_par	269.167	n/a
425.503	1.816	easy_par	24.167	n/a
430.764	0.815	easy_par	-74.833	n/a
436.008	0.691	easy_par	-88.833	n/a
441.252	0.873	easy_par	269.167	n/a
446.513	0.537	easy_par	24.167	n/a
451.757	0.689	hard_par	n/a	24.167
457.002	0.827	easy_par	-74.833	n/a
462.262	1.094	easy_par	269.167	n/a
472.751	0.676	hard_par	n/a	-93.833
478.012	1.622	easy_par	-35.833	n/a
483.256	0.674	easy_par	-35.833	n/a
488.517	1.001	easy_par	-74.833	n/a
493.761	0.700	hard_par	n/a	-35.833
499.005	0.692	hard_par	n/a	-88.833
504.266	0.543	easy_par	-93.833	n/a
509.511	0.531	hard_par	n/a	-74.833
514.755	0.751	hard_par	n/a	-35.833
520.016	1.044	easy_par	269.167	n/a
525.260	3.318	easy_par	-74.833	n/a
530.504	0.628	hard_par	n/a	-93.833
535.765	1.637	easy_par	-35.833	n/a
546.254	0.900	easy_par	-88.833	n/a
551.515	0.607	easy_par	269.167	n/a
556.759	2.244	hard_par	n/a	269.167
