onset	duration	trial_type	easy_par	hard_par
16.001	4.500	hard_par	n/a	96.375
21.262	4.500	easy_par	-3.479	n/a
26.506	4.500	hard_par	n/a	-2.625
37.011	4.500	easy_par	-4.479	n/a
42.255	4.500	easy_par	-4.479	n/a
47.516	4.500	hard_par	n/a	-2.625
52.761	4.500	easy_par	94.521	n/a
58.005	4.500	easy_par	94.521	n/a
63.266	4.500	hard_par	n/a	-1.625
68.510	4.500	easy_par	-4.479	n/a
73.754	4.500	easy_par	-4.479	n/a
79.015	4.500	easy_par	-3.479	n/a
84.260	4.500	hard_par	n/a	-1.625
89.504	4.500	easy_par	-3.479	n/a
94.765	4.500	hard_par	n/a	-1.625
100.009	4.500	easy_par	-3.479	n/a
110.514	4.500	hard_par	n/a	-2.625
115.758	4.500	hard_par	n/a	-2.625
121.003	4.500	easy_par	-3.479	n/a
126.263	4.500	easy_par	-3.479	n/a
131.508	4.500	hard_par	n/a	-1.625
136.752	4.500	hard_par	n/a	-1.625
142.013	4.500	easy_par	-4.479	n/a
147.257	4.500	easy_par	-4.479	n/a
152.501	4.500	easy_par	-4.479	n/a
157.762	4.500	hard_par	n/a	-1.625
163.007	4.500	easy_par	-4.479	n/a
168.251	4.500	easy_par	-4.479	n/a
173.512	4.500	hard_par	n/a	-2.625
184.017	4.500	hard_par	n/a	-2.625
189.261	4.500	easy_par	-4.479	n/a
194.505	4.500	easy_par	-4.479	n/a
199.766	4.500	easy_par	-4.479	n/a
205.011	4.500	hard_par	n/a	-1.625
210.255	4.500	hard_par	n/a	-2.625
215.516	4.500	easy_par	-3.479	n/a
220.760	4.500	hard_par	n/a	-2.625
226.004	4.500	hard_par	n/a	-2.625
231.265	4.500	easy_par	-4.479	n/a
236.509	4.500	hard_par	n/a	-1.625
241.754	4.500	easy_par	-3.479	n/a
247.014	4.500	easy_par	-4.479	n/a
257.503	4.500	hard_par	n/a	-1.625
262.764	4.500	easy_par	-4.479	n/a
268.008	4.500	easy_par	-4.479	n/a
273.252	4.500	easy_par	-3.479	n/a
278.513	4.500	hard_par	n/a	-1.625
283.757	4.500	easy_par	-4.479	n/a
289.002	4.500	hard_par	n/a	-1.625
294.263	4.500	hard_par	n/a	-1.625
299.507	4.500	hard_par	n/a	-1.625
304.752	4.500	easy_par	-3.479	n/a
310.012	4.500	hard_par	n/a	-1.625
315.256	4.500	easy_par	-3.479	n/a
320.517	4.500	easy_par	-4.479	n/a
331.006	4.500	hard_par	n/a	-2.625
336.267	4.500	hard_par	n/a	-1.625
341.511	4.500	hard_par	n/a	-1.625
346.755	4.500	hard_par	n/a	-1.625
352.016	4.500	hard_par	n/a	-1.625
357.260	4.500	easy_par	-4.479	n/a
362.505	4.500	easy_par	-3.479	n/a
367.765	4.500	hard_par	n/a	-2.625
373.010	4.500	hard_par	n/a	-2.625
378.254	4.500	easy_par	-4.479	n/a
383.515	4.500	hard_par	n/a	-2.625
388.759	4.500	easy_par	-3.479	n/a
394.003	4.500	hard_par	n/a	-1.625
404.509	4.500	hard_par	n/a	-2.625
409.753	4.500	hard_par	n/a	-1.625
415.014	4.500	easy_par	-4.479	n/a
420.258	4.500	easy_par	-4.479	n/a
425.502	4.500	hard_par	n/a	-1.625
430.763	4.500	hard_par	n/a	-2.625
436.007	4.500	easy_par	-3.479	n/a
441.252	4.500	hard_par	n/a	-2.625
446.513	4.500	easy_par	-4.479	n/a
451.757	4.500	easy_par	-4.479	n/a
457.001	4.500	easy_par	-4.479	n/a
462.262	4.500	hard_par	n/a	-2.625
467.506	4.500	hard_par	n/a	-1.625
478.011	4.500	hard_par	n/a	-1.625
483.256	4.500	easy_par	-3.479	n/a
488.517	4.500	hard_par	n/a	-1.625
493.761	4.500	easy_par	-4.479	n/a
499.005	4.500	easy_par	-4.479	n/a
504.266	4.500	hard_par	n/a	-2.625
509.510	4.500	hard_par	n/a	-1.625
514.755	4.500	easy_par	-3.479	n/a
520.015	4.500	easy_par	-3.479	n/a
525.260	4.500	easy_par	-4.479	n/a
530.504	4.500	hard_par	n/a	-1.625
535.765	4.500	hard_par	n/a	-1.625
541.009	4.500	easy_par	-4.479	n/a
551.514	4.500	hard_par	n/a	-2.625
556.758	4.500	hard_par	n/a	-2.625
