onset	duration	trial_type	response_time	sample	value
138.9414062500	n/a	stimulus	n/a	35569.0000000000	128
142.6015625000	n/a	response	n/a	36506.0000000000	2
146.6601562500	n/a	response	n/a	37545.0000000000	4
270.5234375000	n/a	stimulus	n/a	69254.0000000000	128
274.2070312500	n/a	response	n/a	70197.0000000000	4
277.5039062500	n/a	response	n/a	71041.0000000000	2
309.8164062500	n/a	stimulus	n/a	79313.0000000000	128
312.8125000000	n/a	response	n/a	80080.0000000000	2
315.3671875000	n/a	response	n/a	80734.0000000000	4
475.5703125000	n/a	stimulus	n/a	121746.0000000000	128
478.2148437500	n/a	response	n/a	122423.0000000000	4
480.7031250000	n/a	response	n/a	123060.0000000000	2
618.3906250000	n/a	stimulus	n/a	158308.0000000000	128
621.0468750000	n/a	response	n/a	158988.0000000000	4
623.1601562500	n/a	response	n/a	159529.0000000000	2
714.7929687500	n/a	stimulus	n/a	182987.0000000000	128
718.0234375000	n/a	response	n/a	183814.0000000000	4
720.1796875000	n/a	response	n/a	184366.0000000000	2
778.3828125000	n/a	stimulus	n/a	199266.0000000000	128
781.5859375000	n/a	response	n/a	200086.0000000000	4
783.8359375000	n/a	response	n/a	200662.0000000000	2
821.3632812500	n/a	stimulus	n/a	210269.0000000000	128
824.3632812500	n/a	response	n/a	211037.0000000000	2
826.5507812500	n/a	response	n/a	211597.0000000000	4
931.8046875000	n/a	stimulus	n/a	238542.0000000000	128
935.3125000000	n/a	response	n/a	239440.0000000000	4
937.4335937500	n/a	response	n/a	239983.0000000000	2
1030.8085937500	n/a	stimulus	n/a	263887.0000000000	128
1033.6601562500	n/a	response	n/a	264617.0000000000	2
1035.8125000000	n/a	response	n/a	265168.0000000000	4
1135.0507812500	n/a	stimulus	n/a	290573.0000000000	128
1138.7890625000	n/a	response	n/a	291530.0000000000	4
1142.0742187500	n/a	response	n/a	292371.0000000000	4
1285.6171875000	n/a	stimulus	n/a	329118.0000000000	128
1288.5664062500	n/a	response	n/a	329873.0000000000	4
1291.5351562500	n/a	response	n/a	330633.0000000000	4
1447.8515625000	n/a	stimulus	n/a	370650.0000000000	128
1450.5546875000	n/a	response	n/a	371342.0000000000	4
1453.1484375000	n/a	response	n/a	372006.0000000000	2
1562.3671875000	n/a	stimulus	n/a	399966.0000000000	128
1565.8476562500	n/a	response	n/a	400857.0000000000	2
1571.6562500000	n/a	response	n/a	402344.0000000000	2
1676.8750000000	n/a	stimulus	n/a	429280.0000000000	128
1679.9218750000	n/a	response	n/a	430060.0000000000	4
1682.0742187500	n/a	response	n/a	430611.0000000000	4
1813.3085937500	n/a	stimulus	n/a	464207.0000000000	128
1816.0117187500	n/a	response	n/a	464899.0000000000	4
1818.6757812500	n/a	response	n/a	465581.0000000000	2
1847.7578125000	n/a	stimulus	n/a	473026.0000000000	128
1852.0273437500	n/a	response	n/a	474119.0000000000	4
1854.2851562500	n/a	response	n/a	474697.0000000000	2
1857.5078125000	n/a	response	n/a	475522.0000000000	2
2012.4843750000	n/a	stimulus	n/a	515196.0000000000	128
2015.9218750000	n/a	response	n/a	516076.0000000000	4
2018.8125000000	n/a	response	n/a	516816.0000000000	4
2022.7304687500	n/a	response	n/a	517819.0000000000	2
2039.7304687500	n/a	stimulus	n/a	522171.0000000000	128
2042.4843750000	n/a	response	n/a	522876.0000000000	2
2044.9765625000	n/a	response	n/a	523514.0000000000	4
2048.0507812500	n/a	response	n/a	524301.0000000000	2
2150.0546875000	n/a	stimulus	n/a	550414.0000000000	128
2154.2500000000	n/a	response	n/a	551488.0000000000	4
2157.2070312500	n/a	response	n/a	552245.0000000000	2
2160.2656250000	n/a	response	n/a	553028.0000000000	2
2273.2734375000	n/a	stimulus	n/a	581958.0000000000	128
2277.2539062500	n/a	response	n/a	582977.0000000000	4
2279.4179687500	n/a	response	n/a	583531.0000000000	4
2282.1328125000	n/a	response	n/a	584226.0000000000	2
2310.1367187500	n/a	stimulus	n/a	591395.0000000000	128
2312.8007812500	n/a	response	n/a	592077.0000000000	2
2315.1445312500	n/a	response	n/a	592677.0000000000	4
2318.0507812500	n/a	response	n/a	593421.0000000000	2
2457.0625000000	n/a	stimulus	n/a	629008.0000000000	128
2462.0820312500	n/a	response	n/a	630293.0000000000	2
2465.5742187500	n/a	response	n/a	631187.0000000000	4
2468.6523437500	n/a	response	n/a	631975.0000000000	4
2549.6484375000	n/a	stimulus	n/a	652710.0000000000	128
2552.3476562500	n/a	response	n/a	653401.0000000000	2
2554.9218750000	n/a	response	n/a	654060.0000000000	4
2557.4179687500	n/a	response	n/a	654699.0000000000	4
2688.4179687500	n/a	stimulus	n/a	688235.0000000000	128
2693.5039062500	n/a	response	n/a	689537.0000000000	2
2696.7304687500	n/a	response	n/a	690363.0000000000	4
2698.9218750000	n/a	response	n/a	690924.0000000000	4
