onset	trial_type	eventcode
27259	unfamiliar_new	13
28120	response	0
30732	unfamiliar_new	13
31504	response	0
34298	unfamiliar_new	13
34937	response	0
37991	scrambled_new	17
38794	response	0
41391	scrambled_second_early	18
42034	response	0
44790	scrambled_new	17
45582	response	0
48208	scrambled_second_early	18
49107	response	0
51680	unfamiliar_new	13
52413	response	0
55098	unfamiliar_second_early	14
55883	response	0
58627	unfamiliar_second_late	15
59265	response	0
62100	famous_new	5
63070	response	0
65720	famous_second_early	6
66314	response	0
69303	unfamiliar_second_late	15
69987	response	0
72813	famous_new	5
73588	response	0
76414	famous_second_early	6
76965	response	0
79850	unfamiliar_second_late	15
80640	response	0
83434	unfamiliar_new	13
84061	response	0
86925	unfamiliar_second_early	14
87426	response	0
90435	scrambled_new	17
91034	response	0
94036	scrambled_second_early	18
94655	response	0
97528	unfamiliar_new	13
98493	response	0
100873	famous_new	5
101637	response	0
104382	unfamiliar_new	13
105065	response	0
107837	unfamiliar_second_early	14
108485	response	0
111273	scrambled_new	17
112360	response	0
114709	unfamiliar_new	13
115450	response	0
118311	unfamiliar_new	13
119054	response	0
121876	unfamiliar_second_early	14
122550	response	0
125330	unfamiliar_second_late	15
125923	response	0
128785	famous_new	5
129476	response	0
132478	famous_second_late	7
133058	response	0
135915	unfamiliar_new	13
136517	response	0
139277	famous_new	5
140012	response	0
142806	scrambled_second_late	19
143448	response	0
146168	famous_new	5
146752	response	0
149623	famous_second_early	6
150212	response	0
152931	unfamiliar_second_late	15
153571	response	0
156348	unfamiliar_new	13
157046	response	0
159821	famous_new	5
160651	response	0
163203	famous_second_late	7
163969	response	0
166841	scrambled_new	17
167582	response	0
170167	unfamiliar_second_late	15
170761	response	0
173695	famous_new	5
174446	response	0
177187	famous_second_early	6
177784	response	0
180678	famous_second_late	7
181259	response	0
184279	unfamiliar_new	13
185187	response	0
187661	unfamiliar_second_early	14
188310	response	0
191097	famous_new	5
191809	response	0
194643	unfamiliar_second_late	15
195258	response	0
198227	unfamiliar_new	13
198871	response	0
201755	unfamiliar_second_early	14
202317	response	0
205356	famous_second_late	7
206254	response	0
209013	scrambled_new	17
209653	response	0
212486	scrambled_second_early	18
213049	response	0
216069	scrambled_second_late	19
216752	response	0
219689	unfamiliar_new	13
220497	response	0
223218	unfamiliar_second_early	14
223738	response	0
226727	famous_new	5
227437	response	0
230366	famous_second_early	6
231067	response	0
233839	famous_new	5
234659	response	0
237312	famous_second_early	6
237757	response	0
240693	famous_second_late	7
241337	response	0
244147	scrambled_new	17
245021	response	0
247676	famous_new	5
248433	response	0
251075	famous_second_early	6
251809	response	0
254419	scrambled_new	17
255312	response	0
257856	scrambled_second_early	18
258713	response	0
261292	unfamiliar_new	13
262199	response	0
264802	famous_new	5
265656	response	0
268367	unfamiliar_new	13
269025	response	0
271840	scrambled_second_late	19
272543	response	0
275295	scrambled_new	17
276132	response	0
278749	scrambled_new	17
279580	response	0
282424	scrambled_new	17
283285	response	0
285898	unfamiliar_second_late	15
286522	response	0
289278	famous_new	5
290077	response	0
292861	famous_second_early	6
294234	response	0
296316	famous_second_late	7
297046	response	0
299734	famous_new	5
300664	response	0
303023	unfamiliar_second_late	15
303732	response	0
306551	scrambled_new	17
307159	response	0
310079	scrambled_second_late	19
310709	response	0
313608	scrambled_new	17
314268	response	0
316952	scrambled_second_late	19
317696	response	0
320535	famous_new	5
321168	response	0
324082	famous_second_early	6
324632	response	0
327628	scrambled_second_late	19
328400	response	0
331083	unfamiliar_new	13
331923	response	0
334537	unfamiliar_second_early	14
335302	response	0
337974	scrambled_new	17
338674	response	0
341428	famous_second_late	7
342186	response	0
345012	scrambled_new	17
345785	response	0
348650	scrambled_second_early	18
349268	response	0
352270	scrambled_second_late	19
353278	response	0
355945	scrambled_new	17
356547	response	0
359291	scrambled_second_early	18
359976	response	0
362689	scrambled_second_late	19
363351	response	0
366254	unfamiliar_new	13
367159	response	0
369745	unfamiliar_new	13
370489	response	0
373218	famous_new	5
373957	response	0
376820	scrambled_second_late	19
377758	response	0
380164	scrambled_new	17
381062	response	0
383472	scrambled_second_early	18
384183	response	0
386853	scrambled_new	17
387688	response	0
390326	unfamiliar_new	13
