onset	duration	trial_type	cash_demean	control_pumps_demean	explode_demean	pumps_demean
0.057999999999999996	1.15	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
0.057999999999999996	0.772	pumps_demean	n/a	n/a	n/a	-1.5
4.152	0.625	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
4.152	0.772	pumps_demean	n/a	n/a	n/a	-0.5
7.209	0.88	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
7.209	0.772	pumps_demean	n/a	n/a	n/a	0.5
9.828	1.268	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
9.828	0.772	pumps_demean	n/a	n/a	n/a	1.5
12.808	0.772	cash_demean	0.16699999999999998	n/a	n/a	n/a
12.808	1.176	cash_fixed_real_RT	n/a	n/a	n/a	n/a
17.294	0.938	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
17.294	0.772	control_pumps_demean	n/a	-3.0	n/a	n/a
20.03	0.586	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
20.03	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
22.933000000000003	0.444	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
22.933000000000003	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
25.252	1.2209999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
25.252	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
28.634	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
28.634	0.447	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
30.531	0.878	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
30.531	0.772	control_pumps_demean	n/a	2.0	n/a	n/a
33.809	0.632	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
33.809	0.772	control_pumps_demean	n/a	3.0	n/a	n/a
44.278999999999996	0.617	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
44.278999999999996	0.772	pumps_demean	n/a	n/a	n/a	-2.5
47.023999999999994	0.772	pumps_demean	n/a	n/a	n/a	-1.5
47.023999999999994	0.593	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
50.688	0.772	pumps_demean	n/a	n/a	n/a	-0.5
50.688	1.1520000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
54.382	0.772	pumps_demean	n/a	n/a	n/a	0.5
54.382	1.011	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
56.989	0.772	pumps_demean	n/a	n/a	n/a	1.5
56.989	1.252	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
60.273999999999994	0.772	pumps_demean	n/a	n/a	n/a	2.5
60.273999999999994	1.015	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
64.238	0.684	cash_fixed_real_RT	n/a	n/a	n/a	n/a
64.238	0.772	cash_demean	2.167	n/a	n/a	n/a
77.083	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
77.083	0.99	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
79.488	1.745	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
79.488	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
82.725	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
82.725	0.7879999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
84.81	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
84.81	1.023	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
87.014	0.772	control_pumps_demean	n/a	2.0	n/a	n/a
87.014	1.7630000000000001	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
102.725	0.725	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
102.725	0.772	pumps_demean	n/a	n/a	n/a	-1.0
106.458	0.772	pumps_demean	n/a	n/a	n/a	0.0
106.458	0.575	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
108.661	1.14	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
108.661	0.772	pumps_demean	n/a	n/a	n/a	1.0
112.541	0.772	explode_demean	n/a	n/a	0.667	n/a
119.634	0.7829999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
119.634	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
