onset	duration	trial_type	0	1	2	3
0.120	2.000	English-Spanish-Concrete-Novel	lobster	ESCn_25	1984	91
2.120	2.000	English-Spanish-Abstract-Novel	nonsense	ESAn_25	1984	5
4.120	2.000	Spanish-English-Abstract-Novel	b�squeda	SEAn_25	2984	15
7.120	2.000	English-Spanish-Abstract-Repeat	tonter�as	ESAr_25	3984	5
11.120	2.000	Spanish-Spanish-Abstract-Novel	mes	SSAn_25	1984	5
13.120	2.000	English-English-Concrete-Novel	house	EECn_25	2984	48
16.120	2.000	Spanish-Spanish-Abstract-Repeat	mes	SSAr_25	2984	5
19.120	2.000	Spanish-English-Abstract-Repeat	quest	SEAr_25	1984	15
21.120	2.000	Spanish-Spanish-Concrete-Novel	guante	SSCn_25	14984	19
36.120	2.000	Spanish-English-Abstract-Novel	maldici�n	SEAn_26	3984	79
40.120	2.000	Spanish-Spanish-Concrete-Repeat	guante	SSCr_25	6984	19
47.120	2.000	Spanish-English-Concrete-Novel	hoja	SECn_25	1984	10
49.120	2.000	Spanish-Spanish-Abstract-Novel	carrera	SSAn_26	2984	22
52.120	2.000	English-English-Abstract-Novel	advice	EEAn_25	4984	81
57.120	2.000	Spanish-English-Concrete-Repeat	leaf	SECr_25	3984	10
61.120	2.000	English-English-Concrete-Repeat	house	EECr_25	3984	48
65.120	2.000	English-Spanish-Abstract-Novel	miracle	ESAn_26	5984	59
71.120	2.000	Spanish-Spanish-Abstract-Repeat	carrera	SSAr_26	6984	22
78.120	2.000	Spanish-Spanish-Concrete-Novel	repollo	SSCn_26	4984	9
83.120	2.000	Spanish-English-Concrete-Novel	beb�	SECn_26	3984	19
87.120	2.000	Spanish-Spanish-Concrete-Repeat	repollo	SSCr_26	1984	9
89.120	2.000	Spanish-Spanish-Concrete-Novel	codo	SSCn_27	1984	20
91.120	2.000	English-Spanish-Concrete-Repeat	langosta	ESCr_25	4984	91
96.120	2.000	English-Spanish-Concrete-Novel	banker	ESCn_26	1984	2
98.120	2.000	English-Spanish-Concrete-Repeat	banquero	ESCr_26	3984	2
102.120	2.000	Spanish-English-Concrete-Repeat	baby	SECr_26	2984	19
105.120	2.000	Spanish-Spanish-Abstract-Novel	rencor	SSAn_27	1984	118
107.120	2.000	English-English-Concrete-Novel	fabric	EECn_26	1984	13
109.120	2.000	Spanish-Spanish-Concrete-Repeat	codo	SSCr_27	5984	20
115.120	2.000	Spanish-English-Abstract-Repeat	curse	SEAr_26	4984	79
120.120	2.000	English-English-Concrete-Repeat	fabric	EECr_26	3984	13
124.120	2.000	English-Spanish-Abstract-Repeat	milagro	ESAr_26	3984	59
128.120	2.000	English-English-Concrete-Novel	chisel	EECn_27	4984	11
133.120	2.000	English-English-Abstract-Repeat	advice	EEAr_25	2984	81
136.120	2.000	Spanish-English-Concrete-Novel	barbilla	SECn_27	2984	8
139.120	2.000	English-English-Concrete-Repeat	chisel	EECr_27	2984	11
142.120	2.000	English-Spanish-Abstract-Novel	burden	ESAn_27	1984	48
144.120	2.000	Spanish-English-Concrete-Repeat	chin	SECr_27	1984	8
146.120	2.000	Spanish-English-Abstract-Novel	fuerza	SEAn_27	8984	81
155.120	2.000	Spanish-English-Concrete-Novel	ropa	SECn_28	1984	8
157.120	2.000	English-Spanish-Concrete-Novel	battle	ESCn_27	1984	11
159.120	2.000	English-English-Abstract-Novel	shame	EEAn_26	1984	2
161.120	2.000	English-English-Abstract-Repeat	shame	EEAr_26	1984	2
163.120	2.000	Spanish-English-Concrete-Repeat	clothing	SECr_28	4984	8
168.120	2.000	English-Spanish-Concrete-Repeat	batalla	ESCr_27	6984	11
175.120	2.000	English-English-Abstract-Novel	pretence	EEAn_27	2984	9
178.120	2.000	Spanish-Spanish-Concrete-Novel	sueldo	SSCn_28	3984	99
182.120	2.000	Spanish-English-Concrete-Novel	ni�os	SECn_29	1984	12
184.120	2.000	English-English-Abstract-Repeat	pretence	EEAr_27	5984	9
190.120	2.000	English-Spanish-Abstract-Repeat	carga	ESAr_27	3984	48
194.120	2.000	Spanish-English-Concrete-Repeat	children	SECr_29	6984	12
201.120	2.000	English-English-Concrete-Novel	cattle	EECn_28	8984	74
210.120	2.000	English-English-Abstract-Novel	method	EEAn_28	3984	35
214.120	2.000	English-Spanish-Concrete-Novel	market	ESCn_28	8984	22
223.120	2.000	Spanish-Spanish-Abstract-Repeat	rencor	SSAr_27	3984	118
227.120	2.000	Spanish-English-Abstract-Repeat	strength	SEAr_27	6984	81
234.120	2.000	Spanish-Spanish-Abstract-Novel	edad	SSAn_28	1984	9
236.120	2.000	English-Spanish-Concrete-Repeat	mercado	ESCr_28	3984	22
240.120	2.000	Spanish-English-Concrete-Novel	libro	SECn_30	2984	96
243.120	2.000	Spanish-Spanish-Abstract-Repeat	edad	SSAr_28	1984	9
245.120	2.000	English-English-Abstract-Repeat	method	EEAr_28	5984	35
251.120	2.000	English-English-Abstract-Novel	death	EEAn_29	2984	73
254.120	2.000	English-Spanish-Abstract-Novel	freedom	ESAn_28	3984	27
258.120	2.000	Spanish-English-Abstract-Novel	verdad	SEAn_28	5984	31
264.120	2.000	English-Spanish-Concrete-Novel	foam	ESCn_29	7984	8
272.120	2.000	English-Spanish-Concrete-Repeat	espuma	ESCr_29	2984	8
275.120	2.000	English-English-Concrete-Repeat	cattle	EECr_28	1984	74
277.120	2.000	Spanish-Spanish-Concrete-Repeat	sueldo	SSCr_28	3984	99
281.120	2.000	English-Spanish-Abstract-Repeat	libertad	ESAr_28	2984	27
284.120	2.000	English-Spanish-Abstract-Novel	dismissal	ESAn_29	4984	63
289.120	2.000	Spanish-English-Abstract-Repeat	truth	SEAr_28	1984	31
291.120	2.000	Spanish-Spanish-Abstract-Novel	estragos	SSAn_29	3984	7
295.120	2.000	English-English-Concrete-Novel	skin	EECn_29	2984	9
298.120	2.000	Spanish-Spanish-Abstract-Repeat	estragos	SSAr_29	5984	7
304.120	2.000	English-English-Concrete-Repeat	skin	EECr_29	3984	9
308.120	2.000	Spanish-Spanish-Concrete-Novel	frijol	SSCn_29	10984	37
319.120	2.000	English-Spanish-Concrete-Novel	orange	ESCn_30	2984	3
322.120	2.000	English-Spanish-Concrete-Repeat	naranja	ESCr_30	1984	3
324.120	2.000	English-English-Abstract-Repeat	death	EEAr_29	3984	73
328.120	2.000	Spanish-English-Abstract-Novel	alivio	SEAn_29	4984	5
333.120	2.000	Spanish-English-Abstract-Repeat	relief	SEAr_29	2984	5
336.120	2.000	Spanish-English-Concrete-Repeat	book	SECr_30	5984	96
342.120	2.000	Spanish-Spanish-Abstract-Novel	enmienda	SSAn_30	2984	33
345.120	2.000	Spanish-Spanish-Concrete-Repeat	frijol	SSCr_29	1984	37
347.120	2.000	English-Spanish-Abstract-Repeat	despido	ESAr_29	5984	63
353.120	2.000	English-Spanish-Abstract-Novel	delight	ESAn_30	5984	9
359.120	2.000	Spanish-Spanish-Concrete-Novel	cuerno	SSCn_30	2984	5
362.120	2.000	English-Spanish-Abstract-Repeat	deleite	ESAr_30	1984	9
364.120	2.000	Spanish-Spanish-Concrete-Repeat	cuerno	SSCr_30	6984	5
371.120	2.000	English-English-Concrete-Novel	cow	EECn_30	3984	14
375.120	2.000	Spanish-Spanish-Abstract-Repeat	enmienda	SSAr_30	4984	33
380.120	2.000	Spanish-English-Abstract-Novel	desprecio	SEAn_30	4984	8
385.120	2.000	English-English-Concrete-Repeat	cow	EECr_30	2984	14
388.120	2.000	Spanish-English-Abstract-Repeat	scorn	SEAr_30	2984	8
391.120	2.000	English-English-Abstract-Novel	slavery	EEAn_30	5984	6
397.120	2.000	English-English-Abstract-Repeat	slavery	EEAr_30	2984	6
