onset	duration	trial_type	0	1	2	3
0.120	2.000	English-English-Abstract-Novel	dream	EEAn_43	2984	67
3.120	2.000	English-Spanish-Concrete-Novel	spear	ESCn_43	3984	12
7.120	2.000	Spanish-English-Concrete-Novel	pusgo	SECn_43	3984	4
11.120	2.000	Spanish-English-Concrete-Repeat	moss	SECr_43	3984	4
15.120	2.000	English-Spanish-Concrete-Repeat	lanza	ESCr_43	5984	12
21.120	2.000	Spanish-Spanish-Abstract-Novel	codicia	SSAn_43	1984	10
23.120	2.000	Spanish-English-Concrete-Novel	madre	SECn_44	2984	41
26.120	2.000	English-Spanish-Concrete-Novel	milk	ESCn_44	4984	33
31.120	2.000	Spanish-Spanish-Abstract-Repeat	codicia	SSAr_43	5984	10
37.120	2.000	Spanish-English-Abstract-Novel	oferta	SEAn_43	6984	70
44.120	2.000	English-English-Concrete-Novel	sword	EECn_43	7984	18
52.120	2.000	Spanish-Spanish-Concrete-Novel	cuna	SSCn_43	1984	23
54.120	2.000	English-Spanish-Abstract-Novel	mercy	ESAn_43	4984	56
59.120	2.000	English-Spanish-Concrete-Repeat	leche	ESCr_44	2984	33
62.120	2.000	English-English-Concrete-Repeat	sword	EECr_43	1984	18
64.120	2.000	Spanish-English-Concrete-Repeat	mother	SECr_44	2984	41
67.120	2.000	English-English-Abstract-Repeat	dream	EEAr_43	7984	67
75.120	2.000	Spanish-Spanish-Concrete-Repeat	cuna	SSCr_43	1984	23
77.120	2.000	English-Spanish-Concrete-Novel	mirror	ESCn_45	2984	21
80.120	2.000	English-English-Abstract-Novel	instance	EEAn_44	1984	70
82.120	2.000	English-English-Concrete-Novel	banana	EECn_44	2984	45
85.120	2.000	Spanish-Spanish-Abstract-Novel	inquietud	SSAn_44	4984	32
90.120	2.000	Spanish-English-Concrete-Novel	ara�a	SECn_45	2984	111
93.120	2.000	Spanish-Spanish-Concrete-Novel	dinero	SSCn_44	4984	9
98.120	2.000	English-Spanish-Concrete-Repeat	espejo	ESCr_45	3984	21
102.120	2.000	Spanish-Spanish-Concrete-Repeat	dinero	SSCr_44	2984	9
105.120	2.000	Spanish-Spanish-Concrete-Novel	madera	SSCn_45	1984	55
107.120	2.000	Spanish-English-Abstract-Repeat	bid	SEAr_43	2984	70
110.120	2.000	English-Spanish-Abstract-Repeat	misericordia	ESAr_43	2984	56
113.120	2.000	English-Spanish-Abstract-Novel	luxury	ESAn_44	3984	11
117.120	2.000	Spanish-Spanish-Abstract-Repeat	inquietud	SSAr_44	3984	32
121.120	2.000	Spanish-English-Abstract-Novel	rapto	SEAn_44	2984	26
124.120	2.000	English-Spanish-Abstract-Repeat	lujo	ESAr_44	2984	11
127.120	2.000	English-English-Concrete-Repeat	banana	EECr_44	3984	45
131.120	2.000	English-English-Concrete-Novel	broom	EECn_45	3984	4
135.120	2.000	English-English-Concrete-Repeat	broom	EECr_45	6984	4
142.120	2.000	Spanish-Spanish-Abstract-Novel	mejora	SSAn_45	4984	20
147.120	2.000	Spanish-English-Abstract-Repeat	abduction	SEAr_44	2984	26
150.120	2.000	English-English-Abstract-Repeat	instance	EEAr_44	1984	70
152.120	2.000	English-Spanish-Concrete-Novel	mud	ESCn_46	4984	15
157.120	2.000	English-English-Concrete-Novel	fountain	EECn_46	2984	13
160.120	2.000	Spanish-Spanish-Concrete-Repeat	madera	SSCr_45	1984	55
162.120	2.000	Spanish-Spanish-Abstract-Repeat	mejora	SSAr_45	1984	20
164.120	2.000	Spanish-English-Abstract-Novel	a�o	SEAn_45	2984	11
167.120	2.000	English-Spanish-Concrete-Repeat	lodo	ESCr_46	2984	15
170.120	2.000	English-English-Concrete-Repeat	fountain	EECr_46	2984	13
173.120	2.000	English-Spanish-Abstract-Novel	sorrow	ESAn_45	1984	14
175.120	2.000	Spanish-English-Abstract-Repeat	year	SEAr_45	2984	11
178.120	2.000	Spanish-Spanish-Concrete-Novel	bandera	SSCn_46	8984	30
187.120	2.000	English-Spanish-Abstract-Repeat	pena	ESAr_45	5984	14
193.120	2.000	Spanish-Spanish-Abstract-Novel	a�adidura	SSAn_46	2984	25
196.120	2.000	English-Spanish-Abstract-Novel	mind	ESAn_46	4984	26
201.120	2.000	Spanish-English-Concrete-Repeat	spider	SECr_45	2984	111
204.120	2.000	Spanish-English-Concrete-Novel	matorral	SECn_46	1984	50
206.120	2.000	English-Spanish-Concrete-Novel	flood	ESCn_47	1984	80
208.120	2.000	Spanish-Spanish-Concrete-Repeat	bandera	SSCr_46	7984	30
216.120	2.000	English-English-Abstract-Novel	budget	EEAn_45	1984	30
218.120	2.000	Spanish-Spanish-Abstract-Repeat	a�adidura	SSAr_46	3984	25
222.120	2.000	English-Spanish-Abstract-Repeat	mente	ESAr_46	2984	26
225.120	2.000	Spanish-English-Abstract-Novel	pasado	SEAn_46	10984	40
236.120	2.000	Spanish-Spanish-Abstract-Novel	fin	SSAn_47	2984	33
