onset	duration	trial_type	0	1	2	3
0.12	2.0	Spanish-English-Abstract-Novel	medida	SEAn_01	1984	41
2.12	2.0	English-English-Abstract-Novel	jargon	EEAn_01	4984	28
7.12	2.0	Spanish-Spanish-Abstract-Novel	canje	SSAn_01	1984	9
9.12	2.0	English-Spanish-Concrete-Novel	coin	ESCn_01	4984	45
14.12	2.0	English-Spanish-Abstract-Novel	amazement	ESAn_01	1984	29
16.12	2.0	Spanish-Spanish-Abstract-Repeat	canje	SSAr_01	3984	9
20.12	2.0	Spanish-Spanish-Abstract-Novel	resta	SSAn_02	6984	7
27.12	2.0	Spanish-Spanish-Abstract-Repeat	resta	SSAr_02	2984	7
30.12	2.0	English-English-Abstract-Repeat	jargon	EEAr_01	5984	28
36.12	2.0	English-English-Concrete-Novel	fight	EECn_01	2984	16
39.12	2.0	Spanish-Spanish-Concrete-Novel	granero	SSCn_01	1984	24
41.12	2.0	Spanish-English-Abstract-Repeat	measure	SEAr_01	1984	41
43.12	2.0	English-Spanish-Abstract-Repeat	asombro	ESAr_01	1984	29
45.12	2.0	Spanish-English-Abstract-Novel	apuro	SEAn_02	3984	30
49.12	2.0	English-English-Abstract-Novel	profit	EEAn_02	2984	51
52.12	2.0	English-English-Concrete-Repeat	fight	EECr_01	1984	16
54.12	2.0	English-Spanish-Concrete-Repeat	moneda	ESCr_01	2984	45
57.12	2.0	English-English-Concrete-Novel	icicle	EECn_02	5984	8
63.12	2.0	Spanish-Spanish-Concrete-Repeat	granero	SSCr_01	1984	24
65.12	2.0	English-English-Concrete-Repeat	icicle	EECr_02	1984	8
67.12	2.0	English-Spanish-Concrete-Novel	squirrel	ESCn_02	3984	21
71.12	2.0	Spanish-Spanish-Abstract-Novel	conjetura	SSAn_03	3984	8
75.12	2.0	Spanish-English-Abstract-Repeat	predicament	SEAr_02	3984	30
79.12	2.0	Spanish-Spanish-Abstract-Repeat	conjetura	SSAr_03	2984	8
82.12	2.0	Spanish-English-Concrete-Novel	escuela	SECn_01	5984	10
88.12	2.0	English-Spanish-Concrete-Repeat	ardilla	ESCr_02	1984	21
90.12	2.0	Spanish-Spanish-Abstract-Novel	amistad	SSAn_04	1984	30
92.12	2.0	Spanish-English-Concrete-Repeat	school	SECr_01	5984	10
98.12	2.0	English-Spanish-Abstract-Novel	loan	ESAn_02	1984	6
100.12	2.0	English-English-Abstract-Repeat	profit	EEAr_02	3984	51
104.12	2.0	English-Spanish-Abstract-Repeat	préstamo	ESAr_02	3984	6
108.12	2.0	English-Spanish-Concrete-Novel	bullet	ESCn_03	2984	69
111.12	2.0	Spanish-English-Abstract-Novel	prisa	SEAn_03	8984	26
120.12	2.0	Spanish-Spanish-Abstract-Repeat	amistad	SSAr_04	5984	30
126.12	2.0	English-Spanish-Abstract-Novel	sin	ESAn_03	2984	3
129.12	2.0	English-Spanish-Abstract-Repeat	pecado	ESAr_03	4984	3
134.12	2.0	Spanish-Spanish-Concrete-Novel	garra	SSCn_02	2984	38
137.12	2.0	Spanish-English-Abstract-Repeat	haste	SEAr_03	5984	26
143.12	2.0	Spanish-English-Concrete-Novel	lana	SECn_02	4984	13
148.12	2.0	Spanish-Spanish-Abstract-Novel	daño	SSAn_05	3984	39
152.12	2.0	English-English-Concrete-Novel	champion	EECn_03	3984	16
156.12	2.0	Spanish-English-Concrete-Repeat	wool	SECr_02	1984	13
158.12	2.0	Spanish-English-Concrete-Novel	cohete	SECn_03	4984	31
163.12	2.0	English-English-Abstract-Novel	beginning	EEAn_03	4984	16
168.12	2.0	English-English-Concrete-Repeat	champion	EECr_03	3984	16
172.12	2.0	Spanish-Spanish-Concrete-Repeat	garra	SSCr_02	4984	38
177.12	2.0	English-Spanish-Concrete-Repeat	bala	ESCr_03	1984	69
179.12	2.0	English-English-Abstract-Repeat	beginning	EEAr_03	1984	16
181.12	2.0	Spanish-Spanish-Concrete-Novel	hacha	SSCn_03	5984	11
187.12	2.0	Spanish-Spanish-Abstract-Repeat	daño	SSAr_05	1984	39
189.12	2.0	Spanish-English-Concrete-Repeat	rocket	SECr_03	2984	31
192.12	2.0	Spanish-Spanish-Concrete-Repeat	hacha	SSCr_03	5984	11
198.12	2.0	English-English-Concrete-Novel	fever	EECn_04	5984	80
204.12	2.0	English-Spanish-Abstract-Novel	height	ESAn_04	2984	9
207.12	2.0	Spanish-English-Concrete-Novel	espina	SECn_04	5984	23
213.12	2.0	English-Spanish-Abstract-Repeat	altura	ESAr_04	2984	9
216.12	2.0	Spanish-Spanish-Concrete-Novel	franja	SSCn_04	3984	25
220.12	2.0	English-English-Abstract-Novel	transfer	EEAn_04	6984	7
227.12	2.0	English-English-Abstract-Repeat	transfer	EEAr_04	2984	7
230.12	2.0	Spanish-English-Concrete-Repeat	thorn	SECr_04	2984	23
233.12	2.0	Spanish-English-Abstract-Novel	cariño	SEAn_04	3984	14
237.12	2.0	Spanish-English-Concrete-Novel	ensayo	SECn_05	3984	51
241.12	2.0	Spanish-Spanish-Concrete-Repeat	franja	SSCr_04	5984	25
247.12	2.0	Spanish-English-Abstract-Repeat	affection	SEAr_04	3984	14
251.12	2.0	English-English-Abstract-Novel	extent	EEAn_05	8984	12
260.12	2.0	Spanish-Spanish-Concrete-Novel	camarón	SSCn_05	2984	57
263.12	2.0	English-English-Abstract-Repeat	extent	EEAr_05	1984	12
265.12	2.0	English-English-Abstract-Novel	resumption	EEAn_06	3984	99
269.12	2.0	English-Spanish-Abstract-Novel	advantage	ESAn_05	1984	6
271.12	2.0	Spanish-Spanish-Abstract-Novel	negocios	SSAn_06	3984	97
275.12	2.0	English-Spanish-Abstract-Repeat	ventaja	ESAr_05	2984	6
278.12	2.0	English-English-Concrete-Repeat	fever	EECr_04	9984	80
288.12	2.0	Spanish-English-Concrete-Repeat	essay	SECr_05	4984	51
293.12	2.0	English-English-Concrete-Novel	sponge	EECn_05	3984	9
297.12	2.0	English-Spanish-Concrete-Novel	caterpillar	ESCn_04	4984	35
302.12	2.0	English-English-Concrete-Repeat	sponge	EECr_05	3984	9
306.12	2.0	Spanish-English-Concrete-Novel	médico	SECn_06	5984	45
312.12	2.0	English-Spanish-Abstract-Novel	purpose	ESAn_06	4984	59
317.12	2.0	Spanish-Spanish-Concrete-Repeat	camarón	SSCr_05	4984	57
322.12	2.0	Spanish-English-Abstract-Novel	juramento	SEAn_05	6984	14
329.12	2.0	Spanish-Spanish-Concrete-Novel	ternero	SSCn_06	2984	65
332.12	2.0	English-Spanish-Concrete-Repeat	oruga	ESCr_04	3984	35
336.12	2.0	Spanish-English-Abstract-Repeat	oath	SEAr_05	14984	14
351.12	2.0	Spanish-English-Concrete-Repeat	doctor	SECr_06	1984	45
353.12	2.0	English-English-Concrete-Novel	pig	EECn_06	3984	38
357.12	2.0	English-Spanish-Concrete-Novel	window	ESCn_05	1984	22
359.12	2.0	Spanish-English-Abstract-Novel	tamaño	SEAn_06	4984	37
364.12	2.0	English-English-Abstract-Repeat	resumption	EEAr_06	3984	99
368.12	2.0	Spanish-Spanish-Abstract-Repeat	negocios	SSAr_06	2984	97
371.12	2.0	English-Spanish-Abstract-Repeat	propósito	ESAr_06	7984	59
379.12	2.0	English-Spanish-Concrete-Repeat	ventana	ESCr_05	4984	22
384.12	2.0	English-Spanish-Concrete-Novel	basement	ESCn_06	6984	14
391.12	2.0	English-English-Concrete-Repeat	pig	EECr_06	2984	38
394.12	2.0	Spanish-Spanish-Concrete-Repeat	ternero	SSCr_06	1984	65
396.12	2.0	Spanish-English-Abstract-Repeat	size	SEAr_06	1984	37
398.12	2.0	English-Spanish-Concrete-Repeat	sótano	ESCr_06	1984	14
