onset	duration	trial_type	0	1	2	3
0.120	2.000	Spanish-English-Concrete-Novel	hueso	SECn_31	2984	3
3.120	2.000	Spanish-English-Concrete-Repeat	bone	SECr_31	2984	3
6.120	2.000	English-English-Abstract-Novel	compliment	EEAn_31	2984	17
9.120	2.000	Spanish-English-Abstract-Novel	mito	SEAn_31	2984	17
12.120	2.000	Spanish-Spanish-Concrete-Novel	puente	SSCn_31	1984	4
14.120	2.000	English-Spanish-Concrete-Novel	bird	ESCn_31	1984	32
16.120	2.000	Spanish-Spanish-Concrete-Repeat	puente	SSCr_31	6984	4
23.120	2.000	English-English-Abstract-Repeat	compliment	EEAr_31	2984	17
26.120	2.000	Spanish-English-Abstract-Repeat	myth	SEAr_31	3984	17
30.120	2.000	English-English-Abstract-Novel	revenge	EEAn_32	1984	26
32.120	2.000	English-Spanish-Abstract-Novel	soul	ESAn_31	2984	27
35.120	2.000	Spanish-English-Abstract-Novel	ni�ez	SEAn_32	5984	19
41.120	2.000	Spanish-English-Concrete-Novel	bebida	SECn_32	1984	36
43.120	2.000	English-English-Concrete-Novel	rabbit	EECn_31	2984	49
46.120	2.000	English-Spanish-Concrete-Repeat	p�jaro	ESCr_31	7984	32
54.120	2.000	Spanish-English-Abstract-Repeat	childhood	SEAr_32	1984	19
56.120	2.000	English-English-Abstract-Repeat	revenge	EEAr_32	2984	26
59.120	2.000	English-Spanish-Abstract-Repeat	alma	ESAr_31	2984	27
62.120	2.000	Spanish-Spanish-Concrete-Novel	maquina	SSCn_32	3984	6
66.120	2.000	English-Spanish-Abstract-Novel	betrayal	ESAn_32	1984	8
68.120	2.000	Spanish-Spanish-Concrete-Repeat	maquina	SSCr_32	1984	6
70.120	2.000	Spanish-English-Abstract-Novel	querido	SEAn_33	3984	77
74.120	2.000	English-Spanish-Abstract-Repeat	traici�n	ESAr_32	2984	8
77.120	2.000	Spanish-English-Concrete-Repeat	beverage	SECr_32	2984	36
80.120	2.000	English-English-Abstract-Novel	half	EEAn_33	1984	9
82.120	2.000	English-Spanish-Concrete-Novel	bottle	ESCn_32	3984	39
86.120	2.000	Spanish-Spanish-Abstract-Novel	sabidur�a	SSAn_31	2984	17
89.120	2.000	English-English-Abstract-Repeat	half	EEAr_33	2984	9
92.120	2.000	English-English-Concrete-Repeat	rabbit	EECr_31	4984	49
97.120	2.000	English-English-Abstract-Novel	enterprise	EEAn_34	5984	38
103.120	2.000	Spanish-Spanish-Abstract-Repeat	sabidur�a	SSAr_31	1984	17
105.120	2.000	English-Spanish-Abstract-Novel	admission	ESAn_33	3984	4
109.120	2.000	English-Spanish-Abstract-Repeat	ingreso	ESAr_33	5984	4
115.120	2.000	Spanish-Spanish-Abstract-Novel	locura	SSAn_32	3984	22
119.120	2.000	English-English-Concrete-Novel	iodine	EECn_32	1984	12
121.120	2.000	English-Spanish-Concrete-Repeat	botella	ESCr_32	3984	39
125.120	2.000	Spanish-Spanish-Concrete-Novel	mantequilla	SSCn_33	2984	15
128.120	2.000	English-Spanish-Concrete-Novel	gold	ESCn_33	2984	34
131.120	2.000	English-English-Concrete-Repeat	iodine	EECr_32	3984	12
135.120	2.000	English-English-Abstract-Repeat	enterprise	EEAr_34	1984	38
137.120	2.000	Spanish-Spanish-Abstract-Repeat	locura	SSAr_32	2984	22
140.120	2.000	Spanish-Spanish-Concrete-Repeat	mantequilla	SSCr_33	6984	15
147.120	2.000	Spanish-English-Abstract-Repeat	beloved	SEAr_33	3984	77
151.120	2.000	Spanish-Spanish-Abstract-Novel	negaci�n	SSAn_33	4984	71
156.120	2.000	Spanish-English-Concrete-Novel	cereza	SECn_33	5984	26
162.120	2.000	English-Spanish-Concrete-Repeat	oro	ESCr_33	1984	34
164.120	2.000	Spanish-English-Abstract-Novel	aprobaci�n	SEAn_34	2984	3
167.120	2.000	Spanish-English-Abstract-Repeat	approval	SEAr_34	2984	3
170.120	2.000	English-Spanish-Concrete-Novel	student	ESCn_34	4984	34
175.120	2.000	Spanish-Spanish-Concrete-Novel	bistec	SSCn_34	6984	15
182.120	2.000	Spanish-English-Concrete-Repeat	cherry	SECr_33	2984	26
185.120	2.000	English-English-Concrete-Novel	blanket	EECn_33	4984	34
190.120	2.000	Spanish-Spanish-Concrete-Repeat	bistec	SSCr_34	7984	15
198.120	2.000	Spanish-Spanish-Concrete-Novel	escritorio	SSCn_35	2984	27
201.120	2.000	Spanish-English-Abstract-Novel	peligro	SEAn_35	2984	29
204.120	2.000	English-Spanish-Concrete-Repeat	estudiante	ESCr_34	6984	34
211.120	2.000	English-Spanish-Concrete-Novel	passenger	ESCn_35	7984	51
219.120	2.000	English-English-Concrete-Repeat	blanket	EECr_33	2984	34
222.120	2.000	Spanish-Spanish-Abstract-Repeat	negaci�n	SSAr_33	2984	71
225.120	2.000	Spanish-Spanish-Concrete-Repeat	escritorio	SSCr_35	4984	27
230.120	2.000	Spanish-English-Abstract-Repeat	danger	SEAr_35	6984	29
237.120	2.000	Spanish-Spanish-Abstract-Novel	aburrimiento	SSAn_34	3984	78
241.120	2.000	English-Spanish-Abstract-Novel	success	ESAn_34	7984	16
249.120	2.000	Spanish-English-Abstract-Novel	desastre	SEAn_36	3984	72
253.120	2.000	English-English-Concrete-Novel	tower	EECn_34	3984	17
257.120	2.000	English-Spanish-Abstract-Repeat	�xito	ESAr_34	4984	16
262.120	2.000	English-Spanish-Concrete-Repeat	pasajero	ESCr_35	7984	51
270.120	2.000	English-English-Concrete-Repeat	tower	EECr_34	2984	17
273.120	2.000	English-English-Abstract-Novel	truce	EEAn_35	2984	45
276.120	2.000	English-Spanish-Concrete-Novel	cider	ESCn_36	1984	7
278.120	2.000	English-English-Concrete-Novel	painter	EECn_35	4984	70
283.120	2.000	English-Spanish-Concrete-Repeat	sidra	ESCr_36	5984	7
289.120	2.000	English-Spanish-Abstract-Novel	envy	ESAn_35	4984	14
294.120	2.000	Spanish-English-Concrete-Novel	cobre	SECn_34	4984	5
299.120	2.000	Spanish-English-Concrete-Repeat	copper	SECr_34	3984	5
303.120	2.000	English-Spanish-Abstract-Repeat	envidia	ESAr_35	6984	14
310.120	2.000	Spanish-English-Concrete-Novel	marfil	SECn_35	4984	13
315.120	2.000	Spanish-Spanish-Abstract-Repeat	aburrimiento	SSAr_34	2984	78
318.120	2.000	English-English-Abstract-Repeat	truce	EEAr_35	2984	45
321.120	2.000	Spanish-English-Abstract-Repeat	disaster	SEAr_36	1984	72
323.120	2.000	Spanish-English-Concrete-Repeat	ivory	SECr_35	3984	13
327.120	2.000	Spanish-Spanish-Abstract-Novel	arreglo	SSAn_35	1984	30
329.120	2.000	English-Spanish-Abstract-Novel	anger	ESAn_36	6984	65
336.120	2.000	English-English-Abstract-Novel	omen	EEAn_36	5984	60
342.120	2.000	Spanish-Spanish-Concrete-Novel	m�rmol	SSCn_36	3984	37
346.120	2.000	Spanish-English-Concrete-Novel	cerebro	SECn_36	1984	14
348.120	2.000	English-English-Concrete-Repeat	painter	EECr_35	8984	70
357.120	2.000	Spanish-Spanish-Abstract-Repeat	arreglo	SSAr_35	2984	30
360.120	2.000	Spanish-English-Concrete-Repeat	brain	SECr_36	11984	14
372.120	2.000	English-English-Concrete-Novel	forest	EECn_36	2984	20
375.120	2.000	Spanish-Spanish-Abstract-Novel	amor	SSAn_36	3984	11
379.120	2.000	Spanish-Spanish-Concrete-Repeat	m�rmol	SSCr_36	6984	37
386.120	2.000	Spanish-Spanish-Abstract-Repeat	amor	SSAr_36	5984	11
392.120	2.000	English-English-Concrete-Repeat	forest	EECr_36	1984	20
394.120	2.000	English-Spanish-Abstract-Repeat	enojo	ESAr_36	1984	65
396.120	2.000	English-English-Abstract-Repeat	omen	EEAr_36	3984	60
