onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.278	2.000	feedback	0.120	1	2	13	L	1.291	1	L
4.613	2.000	feedback	0.120	2	2	10	L	1.197	1	L
9.108	2.000	feedback	0.120	3	2	7	L	1.175	1	L
13.614	2.000	feedback	0.120	4	2	9	R	1.373	1	R
18.088	2.000	feedback	0.120	5	2	4	L	0.800	1	L
22.671	n/a	n/a	n/a	6	2	0	R	0.460	-	-
27.170	n/a	n/a	n/a	7	2	0	R	0.372	-	-
31.671	n/a	n/a	n/a	8	2	0	R	0.348	-	-
36.109	2.000	feedback	0.120	9	2	5	R	2.276	1	R
40.609	2.000	feedback	0.120	10	2	10	L	1.281	1	L
45.112	2.000	feedback	0.120	11	2	10	L	1.543	1	L
49.588	2.000	feedback	0.120	12	2	3	R	0.797	1	R
54.088	2.000	feedback	0.120	13	2	1	L	0.697	1	L
58.670	n/a	n/a	n/a	14	2	0	R	0.647	-	-
63.165	n/a	n/a	n/a	15	2	0	R	0.495	-	-
67.662	n/a	n/a	n/a	16	2	0	R	0.395	-	-
72.086	2.000	feedback	0.120	17	2	4	L	0.813	1	L
76.611	2.000	feedback	0.120	18	2	7	L	0.807	1	L
81.087	2.000	feedback	0.120	19	2	4	L	0.644	1	L
85.588	2.000	feedback	0.120	20	2	3	R	0.607	1	R
90.088	2.000	feedback	0.120	21	2	2	R	0.954	1	R
94.670	n/a	n/a	n/a	22	2	0	R	0.647	-	-
99.169	n/a	n/a	n/a	23	2	0	R	0.342	-	-
103.662	n/a	n/a	n/a	24	2	0	R	0.279	-	-
108.184	2.000	feedback	0.120	25	2	11	R	1.238	1	R
112.609	2.000	feedback	0.120	26	2	10	L	1.379	1	L
117.087	2.000	feedback	0.120	27	2	1	L	0.797	1	L
121.686	2.000	feedback	-1.880	28	2	12	L	1.885	0	R
126.111	2.000	feedback	0.120	29	2	9	R	1.531	1	R
130.671	n/a	n/a	n/a	30	2	0	R	0.640	-	-
135.171	n/a	n/a	n/a	31	2	0	R	0.372	-	-
139.670	n/a	n/a	n/a	32	2	0	R	0.345	-	-
144.113	2.000	feedback	0.120	33	2	10	L	1.113	1	L
148.613	2.000	feedback	0.120	34	2	10	L	1.311	1	L
153.182	2.000	feedback	0.120	35	2	12	R	1.276	1	R
157.608	2.000	feedback	0.120	36	2	10	L	1.201	1	L
162.186	2.000	feedback	-1.880	37	2	13	R	1.668	0	L
166.670	n/a	n/a	n/a	38	2	0	R	0.682	-	-
171.170	n/a	n/a	n/a	39	2	0	R	0.431	-	-
175.669	n/a	n/a	n/a	40	2	0	R	0.508	-	-
180.088	2.000	feedback	0.120	41	2	2	R	1.397	1	R
184.611	2.000	feedback	0.120	42	2	5	R	1.490	1	R
189.189	2.000	feedback	0.120	43	2	11	R	1.497	1	R
193.597	2.000	feedback	0.120	44	2	1	L	0.895	1	L
198.115	2.000	feedback	0.120	45	2	6	L	1.446	1	L
202.677	n/a	n/a	n/a	46	2	0	R	2.900	-	-
207.170	n/a	n/a	n/a	47	2	0	R	0.400	-	-
211.670	n/a	n/a	n/a	48	2	0	R	0.396	-	-
216.112	2.000	feedback	0.120	49	2	9	R	0.942	1	R
220.610	2.000	feedback	0.120	50	2	10	L	1.047	1	L
225.088	2.000	feedback	0.120	51	2	1	L	0.863	1	L
229.613	2.000	feedback	0.120	52	2	7	L	1.130	1	L
234.113	2.000	feedback	0.120	53	2	5	R	1.014	1	R
238.671	n/a	n/a	n/a	54	2	0	R	0.765	-	-
243.165	n/a	n/a	n/a	55	2	0	R	0.438	-	-
247.669	n/a	n/a	n/a	56	2	0	R	0.390	-	-
252.185	2.000	feedback	0.120	57	2	12	R	1.730	1	R
256.613	2.000	feedback	0.120	58	2	9	R	1.002	1	R
261.109	2.000	feedback	0.120	59	2	6	L	1.174	1	L
265.588	2.000	feedback	0.120	60	2	2	R	0.828	1	R
270.087	2.000	feedback	0.120	61	2	2	R	0.669	1	R
274.671	n/a	n/a	n/a	62	2	0	R	0.677	-	-
279.170	n/a	n/a	n/a	63	2	0	R	0.386	-	-
283.671	n/a	n/a	n/a	64	2	0	R	0.477	-	-
288.116	2.000	feedback	0.120	65	2	6	L	1.249	1	L
292.687	2.000	feedback	-1.880	66	2	13	R	1.123	0	L
297.188	2.000	feedback	0.120	67	2	13	L	1.685	1	L
301.612	2.000	feedback	0.120	68	2	7	L	1.109	1	L
306.087	2.000	feedback	0.120	69	2	4	L	0.848	1	L
310.670	n/a	n/a	n/a	70	2	0	R	0.423	-	-
315.172	n/a	n/a	n/a	71	2	0	R	0.402	-	-
319.670	n/a	n/a	n/a	72	2	0	R	0.386	-	-
324.189	2.000	feedback	0.120	73	2	11	R	1.292	1	R
328.588	2.000	feedback	0.120	74	2	4	L	0.999	1	L
333.113	2.000	feedback	0.120	75	2	7	L	0.906	1	L
337.588	2.000	feedback	0.120	76	2	4	L	0.726	1	L
342.110	2.000	feedback	0.120	77	2	8	R	1.096	1	R
346.668	n/a	n/a	n/a	78	2	0	R	0.715	-	-
351.170	n/a	n/a	n/a	79	2	0	R	0.533	-	-
355.670	n/a	n/a	n/a	80	2	0	R	0.665	-	-
