onset	duration	trial_type	trial_phase	trial_num	filt_type	noise_stim	stim_file
0.11	1.0279999999999998	bad	n/a	n/a	n/a	none	n/a
162.844	6.065000000000026	bad	n/a	n/a	n/a	none	n/a
659.1	1.5	bad	n/a	n/a	n/a	none	n/a
179.1	3.0	bad	n/a	n/a	n/a	none	n/a
370.1	9.0	bad	n/a	n/a	n/a	none	n/a
653.1	2.0	bad	n/a	n/a	n/a	none	n/a
19.469125	3.1744375000000034	trial	mid	-1.0	norm	none	jh19_audio.wav
26.3279375	3.1744375	trial	mid	-1.0	norm	none	jh19_audio.wav
33.3181875	3.1744374999999962	trial	mid	-1.0	norm	none	jh19_audio.wav
38.1611875	3.456000000000003	trial	mid	-1.0	norm	none	jh19_audio.wav
43.4065625	3.456000000000003	trial	mid	-1.0	norm	none	jh19_audio.wav
50.57875	3.456000000000003	trial	mid	-1.0	norm	none	jh19_audio.wav
56.87125	2.3808124999999976	trial	bef	1.0	temp	none	jh19_audio.wav
61.8138125	2.3808125000000047	trial	mid	1.0	norm	none	jh19_audio.wav
67.033875	2.3808125000000047	trial	aft	1.0	temp	none	jh19_audio.wav
72.933125	2.2592499999999944	trial	bef	2.0	freq	none	jh19_audio.wav
77.8470625	2.2592499999999944	trial	mid	2.0	norm	none	jh19_audio.wav
81.7208125	2.2592500000000086	trial	aft	2.0	freq	none	jh19_audio.wav
86.41625	3.609624999999994	trial	bef	3.0	freq	none	jh19_audio.wav
92.4214375	3.6096250000000083	trial	mid	3.0	norm	none	jh19_audio.wav
99.9561875	3.6096250000000083	trial	aft	3.0	freq	none	jh19_audio.wav
106.4925	2.1952499999999873	trial	bef	4.0	freq	none	jh19_audio.wav
111.8021875	2.1952500000000015	trial	mid	4.0	norm	none	jh19_audio.wav
117.176125	2.1952500000000015	trial	aft	4.0	freq	none	jh19_audio.wav
121.4620625	2.393625	trial	bef	5.0	temp	none	jh19_audio.wav
126.465625	2.393625	trial	mid	5.0	norm	none	jh19_audio.wav
131.5515625	2.3936250000000143	trial	aft	5.0	temp	none	jh19_audio.wav
135.5054375	2.892812499999991	trial	bef	6.0	temp	none	jh19_audio.wav
141.1229375	2.892812499999991	trial	mid	6.0	norm	none	jh19_audio.wav
147.1208125	2.892812499999991	trial	aft	6.0	temp	none	jh19_audio.wav
152.3406875	2.367999999999995	trial	bef	7.0	temp	none	jh19_audio.wav
158.2548125	2.367999999999995	trial	mid	7.0	norm	none	jh19_audio.wav
163.83475	2.367999999999995	trial	aft	7.0	temp	none	jh19_audio.wav
168.358625	2.5024375000000134	trial	bef	8.0	temp	none	jh19_audio.wav
173.2683125	2.502437499999985	trial	mid	8.0	norm	none	jh19_audio.wav
177.9446875	2.5024375000000134	trial	aft	8.0	temp	none	jh19_audio.wav
183.8268125	2.6240000000000236	trial	bef	9.0	temp	none	jh19_audio.wav
189.691375	2.6239999999999952	trial	mid	9.0	norm	none	jh19_audio.wav
194.6228125	2.6239999999999952	trial	aft	9.0	temp	none	jh19_audio.wav
200.3724375	2.592000000000013	trial	bef	10.0	temp	none	jh19_audio.wav
206.82325	2.5919999999999845	trial	mid	10.0	norm	none	jh19_audio.wav
212.7749375	2.592000000000013	trial	aft	10.0	temp	none	jh19_audio.wav
218.54625	3.270437500000014	trial	bef	11.0	freq	none	jh19_audio.wav
223.175875	3.270437500000014	trial	mid	11.0	norm	none	jh19_audio.wav
228.6354375	3.270437500000014	trial	aft	11.0	freq	none	jh19_audio.wav
234.754125	3.507249999999999	trial	bef	12.0	freq	none	jh19_audio.wav
240.7185	3.507249999999999	trial	mid	12.0	norm	none	jh19_audio.wav
245.3866875	3.507249999999999	trial	aft	12.0	freq	none	jh19_audio.wav
250.6289375	2.982437500000003	trial	bef	13.0	freq	none	jh19_audio.wav
257.1629375	2.982437500000003	trial	mid	13.0	norm	none	jh19_audio.wav
261.215375	2.982437500000003	trial	aft	13.0	freq	none	jh19_audio.wav
267.835	3.212812500000041	trial	bef	14.0	temp	none	jh19_audio.wav
272.332125	3.212812499999984	trial	mid	14.0	norm	none	jh19_audio.wav
278.575625	3.212812499999984	trial	aft	14.0	temp	none	jh19_audio.wav
284.3546875	2.3104374999999777	trial	bef	15.0	freq	none	jh19_audio.wav
288.3525	2.3104374999999777	trial	mid	15.0	norm	none	jh19_audio.wav
293.3888125	2.3104375000000346	trial	aft	15.0	freq	none	jh19_audio.wav
297.1143125	3.680000000000007	trial	bef	16.0	freq	none	jh19_audio.wav
303.855625	3.680000000000007	trial	mid	16.0	norm	none	jh19_audio.wav
310.35975	3.680000000000007	trial	aft	16.0	freq	none	jh19_audio.wav
379.9075625	3.00162499999999	trial	bef	17.0	temp	none	jh19_audio.wav
384.122375	3.001625000000047	trial	mid	17.0	norm	none	jh19_audio.wav
388.613625	3.00162499999999	trial	aft	17.0	temp	none	jh19_audio.wav
392.7356875	3.0912500000000023	trial	bef	18.0	freq	none	jh19_audio.wav
398.162875	3.0912500000000023	trial	mid	18.0	norm	none	jh19_audio.wav
404.755375	3.0912500000000023	trial	aft	18.0	freq	none	jh19_audio.wav
