onset	duration	label	channels
n/a	n/a	chan_manual	["EEG009","EEG010","EEG011","EEG012","EEG014","EEG015","EEG023","EEG024","EEG025","EEG026","EEG032","EEG036","EEG037","EEG042","EEG094","EEG095","EEG097","EEG098","EEG117","EEG119","EEG120","EEG123","EEG124","EEG125","EEG126","EEG127","EEG128"]
n/a	n/a	chan_ch_sd	["EEG023","EEG024","EEG042","EEG117","EEG119","EEG120","EEG123","EEG124","EEG125","EEG126"]
n/a	n/a	chan_low_r	["EEG032"]
n/a	n/a	chan_bridge	["EEG009","EEG010","EEG011","EEG012","EEG014","EEG015","EEG025","EEG026","EEG036","EEG037","EEG094","EEG095","EEG097","EEG098","EEG127","EEG128"]
n/a	n/a	chan_rank	["EEG118"]
n/a	n/a	comp_manual	["ICA002","ICA011","ICA012","ICA015","ICA016","ICA018","ICA019","ICA020","ICA023","ICA024","ICA026","ICA027","ICA028","ICA031","ICA032","ICA034","ICA035","ICA036","ICA038","ICA039","ICA040","ICA041","ICA044","ICA046","ICA048","ICA051","ICA052","ICA053","ICA054","ICA056","ICA057","ICA060","ICA061","ICA062","ICA065","ICA066","ICA067","ICA073","ICA077","ICA090","ICA091","ICA092","ICA093","ICA096","ICA097","ICA098","ICA099","ICA100"]
n/a	n/a	comp_ic_rt	["ICA004","ICA014","ICA017","ICA021","ICA022","ICA025","ICA029","ICA030","ICA032","ICA033","ICA037","ICA041","ICA042","ICA044","ICA045","ICA047","ICA049","ICA050","ICA054","ICA055","ICA058","ICA059","ICA060","ICA061","ICA063","ICA064","ICA065","ICA068","ICA069","ICA070","ICA071","ICA072","ICA073","ICA074","ICA075","ICA076","ICA078","ICA079","ICA080","ICA081","ICA082","ICA083","ICA084","ICA085","ICA086","ICA087","ICA088","ICA089","ICA090","ICA092","ICA094","ICA095","ICA096","ICA097","ICA098"]
n/a	n/a	comp_brain	["ICA001","ICA003","ICA004","ICA005","ICA006","ICA007","ICA008","ICA009","ICA010","ICA013","ICA014","ICA017","ICA021","ICA025","ICA029","ICA033"]
n/a	n/a	comp_eye	["ICA002","ICA053"]
n/a	n/a	comp_chan_noise	["ICA011","ICA012","ICA015","ICA016","ICA018","ICA019","ICA020","ICA023","ICA024","ICA026","ICA027","ICA031","ICA032","ICA034","ICA035","ICA036","ICA039","ICA041","ICA044","ICA048","ICA054","ICA056","ICA060","ICA061","ICA065","ICA066","ICA073","ICA077","ICA090","ICA093","ICA096","ICA098","ICA099","ICA100"]
n/a	n/a	comp_other	["ICA022","ICA028","ICA030","ICA037","ICA038","ICA040","ICA042","ICA043","ICA045","ICA046","ICA047","ICA049","ICA050","ICA051","ICA052","ICA055","ICA057","ICA058","ICA059","ICA062","ICA063","ICA064","ICA067","ICA068","ICA069","ICA070","ICA071","ICA072","ICA074","ICA075","ICA076","ICA078","ICA079","ICA080","ICA081","ICA082","ICA083","ICA084","ICA085","ICA086","ICA087","ICA088","ICA089","ICA091","ICA092","ICA094","ICA095","ICA097"]
0.0039062	18.6484	out_task	n/a
17.6484	8.0039	in_leadup_fhbc_onset	n/a
18.6523	268.1562	in_task_fhbc_onset	n/a
286.8086	34.6836	out_task	n/a
320.4844	8.0078	in_leadup_fhbc_onset	n/a
321.4922	270.9531	in_task_fhbc_onset	n/a
592.4453	31.2812	out_task	n/a
622.7227	8.0039	in_leadup_fhbc_onset	n/a
623.7266	268.1406	in_task_fhbc_onset	n/a
891.8672	30.5508	out_task	n/a
921.4102	8.0078	in_leadup_fhbc_onset	n/a
922.418	269.9375	in_task_fhbc_onset	n/a
1192.3555	8.6484	out_task	n/a
