name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	55.55040404	44.05169745	110.9107257	n/a	n/a	n/a
Rx1	detector	34.16004788	62.06781419	105.9632798	n/a	n/a	n/a
Rx4	detector	37.73134197	16.85193757	142.2821302	n/a	n/a	n/a
Rx3	detector	4.969548609	40.8863748	136.7909023	n/a	n/a	n/a
Rx6	detector	-32.90064656	64.60140977	88.73731487	n/a	n/a	n/a
Rx5	detector	65.71760795	66.90892504	36.84314376	n/a	n/a	n/a
Rx8	detector	-47.15054927	40.93422932	120.458333	n/a	n/a	n/a
Rx7	detector	50.73160699	71.04387852	68.5634136	n/a	n/a	n/a
Rx9	detector	72.1735883	-61.45701808	38.33537739	n/a	n/a	n/a
Rx11	detector	53.53284119	-66.74506461	64.42388897	n/a	n/a	n/a
Rx10	detector	-25.33388766	-77.49710641	82.9503814	n/a	n/a	n/a
Rx12	detector	-40.5884657	-59.30509194	112.0291485	n/a	n/a	n/a
Tx1a	source	64.35466365	42.1255241	105.1716786	n/a	n/a	n/a
Tx4	source	61.50430512	18.19479434	126.1166656	n/a	n/a	n/a
Tx1b	source	41.66203908	61.33536799	99.12568395	n/a	n/a	n/a
Tx3	source	32.00740712	44.23084896	127.6119648	n/a	n/a	n/a
Tx1c	source	39.31066581	7.940858444	142.233682	n/a	n/a	n/a
Tx2	source	7.193133908	62.80891	115.6823466	n/a	n/a	n/a
Tx5	source	14.47722309	10.68250098	145.8704691	n/a	n/a	n/a
Tx1d	source	-3.696068001	39.52175334	138.8010001	n/a	n/a	n/a
Tx6a	source	-27.89759268	69.11419354	81.57272631	n/a	n/a	n/a
Tx9	source	-60.52158094	49.51339535	93.03145658	n/a	n/a	n/a
Tx6b	source	70.71212272	62.40033946	28.84041343	n/a	n/a	n/a
Tx8	source	34.4752047	75.46889364	43.70202962	n/a	n/a	n/a
Tx6c	source	-48.24349619	34.0920266	124.2736626	n/a	n/a	n/a
Tx7	source	75.59078843	58.78849874	64.26996655	n/a	n/a	n/a
Tx10	source	-22.43374661	58.2931803	118.4948229	n/a	n/a	n/a
Tx6d	source	44.07705443	70.41911044	78.25346955	n/a	n/a	n/a
Tx12	source	44.93885739	-72.89124568	37.07343685	n/a	n/a	n/a
Tx13	source	81.54950859	-50.76740811	62.70502273	n/a	n/a	n/a
Tx14	source	-53.92016999	-65.92388192	84.40302386	n/a	n/a	n/a
Tx15	source	-12.33684566	-70.49055592	108.2120579	n/a	n/a	n/a
Tx11a	source	75.11689296	-55.14804567	27.86695423	n/a	n/a	n/a
Tx11b	source	-20.72883193	-79.41796422	74.21484803	n/a	n/a	n/a
Tx11c	source	47.79221535	-68.44050105	72.07181705	n/a	n/a	n/a
Tx11d	source	-46.37367479	-50.48243132	117.7509032	n/a	n/a	n/a
