onset	duration	onset_sample	stim_type	trigger	stim_file
23.7173	0	26089	Scrambled	17	meg/s041.bmp
26.7582	0	29434	Famous	5	meg/f146.bmp
29.9318	0	32925	Unfamiliar	13	meg/u124.bmp
33.0727	0	36380	Unfamiliar	13	meg/u149.bmp
36.2627	0	39889	Unfamiliar	14	meg/u149.bmp
39.4873	0	43436	Scrambled	17	meg/s104.bmp
42.6609	0	46927	Scrambled	18	meg/s104.bmp
45.9518	0	50547	Unfamiliar	13	meg/u019.bmp
49.0764	0	53984	Scrambled	19	meg/s041.bmp
52.25	0	57475	Famous	5	meg/f091.bmp
55.3236	0	60856	Famous	6	meg/f091.bmp
58.4309	0	64274	Famous	7	meg/f146.bmp
61.5545	0	67710	Scrambled	17	meg/s047.bmp
64.6455	0	71110	Unfamiliar	15	meg/u124.bmp
67.97	0	74767	Famous	5	meg/f106.bmp
71.0764	0	78184	Famous	6	meg/f106.bmp
74.2009	0	81621	Famous	5	meg/f054.bmp
77.3745	0	85112	Unfamiliar	13	meg/u109.bmp
80.6491	0	88714	Unfamiliar	14	meg/u109.bmp
83.9064	0	92297	Unfamiliar	15	meg/u019.bmp
87.03	0	95733	Famous	5	meg/f055.bmp
90.2209	0	99243	Famous	6	meg/f055.bmp
93.3782	0	102716	Unfamiliar	13	meg/u079.bmp
96.6191	0	106281	Unfamiliar	14	meg/u079.bmp
99.6927	0	109662	Scrambled	19	meg/s047.bmp
102.866	0	113153	Scrambled	17	meg/s075.bmp
106.107	0	116718	Unfamiliar	13	meg/u100.bmp
109.282	0	120210	Famous	7	meg/f054.bmp
112.489	0	123738	Unfamiliar	13	meg/u047.bmp
115.746	0	127321	Unfamiliar	14	meg/u047.bmp
118.887	0	130776	Unfamiliar	13	meg/u057.bmp
121.911	0	134102	Scrambled	17	meg/s024.bmp
125.001	0	137501	Scrambled	18	meg/s024.bmp
128.308	0	141139	Scrambled	17	meg/s072.bmp
131.399	0	144539	Scrambled	19	meg/s075.bmp
134.69	0	148159	Famous	5	meg/f129.bmp
137.897	0	151687	Famous	6	meg/f129.bmp
141.122	0	155234	Unfamiliar	15	meg/u100.bmp
144.363	0	158799	Unfamiliar	13	meg/u011.bmp
147.586	0	162345	Scrambled	17	meg/s093.bmp
150.56	0	165616	Unfamiliar	15	meg/u057.bmp
153.901	0	169291	Scrambled	17	meg/s006.bmp
157.092	0	172801	Scrambled	17	meg/s073.bmp
160.165	0	176182	Scrambled	18	meg/s073.bmp
163.239	0	179563	Scrambled	19	meg/s072.bmp
166.496	0	183146	Famous	5	meg/f141.bmp
169.771	0	186748	Famous	6	meg/f141.bmp
