onset	duration	trial_type	Object_Cond	Validity_Cond	Obj_Accuracy	Obj_Acc_RT	Subseq_Recog	Subseq_Recog_RT	Subseq_Source_Mem_Acc	Subseq_Source_Mem_Acc_RT
4.001	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	 1.2734	UT	UT	UT	UT
10.001	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	 1.2734	UT	UT	UT	UT
12.057	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	 1.6514	LC-MISS	  1.626	UT	UT
14.057	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	 1.6514	LC-MISS	  1.626	UT	UT
16.093	1.000	Valid Other Obj Cue: valid cue where following stimulus was an untested or no response object	OBJ	V	1	 0.9801	UT	UT	UT	UT
20.093	0.500	Valid Other Obj: stimulus that was an untested or no response object and that followed a valid cue	OBJ	V	1	 0.9801	UT	UT	UT	UT
22.133	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	0.90368	HC-MISS	 1.0104	UT	UT
24.133	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	0.90368	HC-MISS	 1.0104	UT	UT
30.170	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	 1.3966	LC-MISS	 1.7001	UT	UT
34.170	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	 1.3966	LC-MISS	 1.7001	UT	UT
36.214	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.85728	LC-MISS	 2.6949	UT	UT
42.214	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.85728	LC-MISS	 2.6949	UT	UT
46.256	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	  0.906	UT	UT	UT	UT
48.256	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	  0.906	UT	UT	UT	UT
50.296	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.89499	HC-MISS	 1.4648	UT	UT
56.296	0.500	Valid Miss Obj: object that was a subsequent miss and that followed a valid cue	OBJ	V	1	0.89499	HC-MISS	 1.4648	UT	UT
58.337	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	0.90112	UT	UT	UT	UT
64.338	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	0.90112	UT	UT	UT	UT
66.379	1.000	Valid Other Greeble Cue: valid cue where following stimulus was an untested or no response greeble	GRE	V	1	 1.1082	UT	UT	UT	UT
72.379	0.500	Valid Other Greeble: stimulus that was an untested or no response greeble and that followed a valid cue	GRE	V	1	 1.1082	UT	UT	UT	UT
76.421	1.000	Invalid Miss Cue: invalid cue where following object was a subsequent miss	OBJ	NV	1	  0.882	HC-MISS	 1.6105	UT	UT
80.421	0.500	Invalid Miss Obj: object that was a subsequent miss and that followed an invalid cue	OBJ	NV	1	  0.882	HC-MISS	 1.6105	UT	UT
82.463	1.000	Valid Miss Cue: valid cue where following object was a subsequent miss	OBJ	V	1	0.80902	LC-MISS	  1.492	UT	UT
