onset	duration	trial_type	response_time	sample	value
79.9453125000	n/a	stimulus	n/a	20466.0000000000	128
84.2851562500	n/a	response	n/a	21577.0000000000	4
86.6718750000	n/a	response	n/a	22188.0000000000	2
165.6328125000	n/a	stimulus	n/a	42402.0000000000	128
174.1523437500	n/a	response	n/a	44583.0000000000	4
256.2617187500	n/a	stimulus	n/a	65603.0000000000	128
260.5117187500	n/a	response	n/a	66691.0000000000	8
334.8828125000	n/a	stimulus	n/a	85730.0000000000	128
338.4335937500	n/a	response	n/a	86639.0000000000	8
340.8281250000	n/a	response	n/a	87252.0000000000	2
552.4531250000	n/a	stimulus	n/a	141428.0000000000	128
556.2968750000	n/a	response	n/a	142412.0000000000	4
559.0117187500	n/a	response	n/a	143107.0000000000	2
561.9609375000	n/a	response	n/a	143862.0000000000	2
613.9531250000	n/a	stimulus	n/a	157172.0000000000	128
618.5976562500	n/a	response	n/a	158361.0000000000	4
620.9648437500	n/a	response	n/a	158967.0000000000	2
623.9101562500	n/a	response	n/a	159721.0000000000	2
639.8867187500	n/a	stimulus	n/a	163811.0000000000	128
642.5703125000	n/a	response	n/a	164498.0000000000	8
683.4414062500	n/a	stimulus	n/a	174961.0000000000	128
687.6132812500	n/a	response	n/a	176029.0000000000	8
689.7460937500	n/a	response	n/a	176575.0000000000	2
804.0898437500	n/a	stimulus	n/a	205847.0000000000	128
807.0078125000	n/a	response	n/a	206594.0000000000	8
809.2578125000	n/a	response	n/a	207170.0000000000	2
812.1796875000	n/a	response	n/a	207918.0000000000	2
899.1757812500	n/a	stimulus	n/a	230189.0000000000	128
902.2109375000	n/a	response	n/a	230966.0000000000	4
904.3593750000	n/a	response	n/a	231516.0000000000	2
931.9492187500	n/a	stimulus	n/a	238579.0000000000	128
935.2734375000	n/a	response	n/a	239430.0000000000	4
937.3984375000	n/a	response	n/a	239974.0000000000	2
939.9453125000	n/a	response	n/a	240626.0000000000	2
1097.9570312500	n/a	stimulus	n/a	281077.0000000000	128
1102.4023437500	n/a	response	n/a	282215.0000000000	2
1111.5625000000	n/a	response	n/a	284560.0000000000	4
1127.5625000000	n/a	stimulus	n/a	288656.0000000000	128
1130.7226562500	n/a	response	n/a	289465.0000000000	4
1235.0625000000	n/a	stimulus	n/a	316176.0000000000	128
1237.9492187500	n/a	response	n/a	316915.0000000000	4
1240.3125000000	n/a	response	n/a	317520.0000000000	2
1242.6914062500	n/a	response	n/a	318129.0000000000	2
1313.6953125000	n/a	stimulus	n/a	336306.0000000000	128
1316.4570312500	n/a	response	n/a	337013.0000000000	8
1385.0351562500	n/a	stimulus	n/a	354569.0000000000	128
1387.7187500000	n/a	response	n/a	355256.0000000000	8
1496.4179687500	n/a	stimulus	n/a	383083.0000000000	128
1499.0468750000	n/a	response	n/a	383756.0000000000	4
1502.1367187500	n/a	response	n/a	384547.0000000000	2
1504.3554687500	n/a	response	n/a	385115.0000000000	2
1655.3671875000	n/a	stimulus	n/a	423774.0000000000	128
1658.1015625000	n/a	response	n/a	424474.0000000000	4
1667.5625000000	n/a	response	n/a	426896.0000000000	2
1670.0195312500	n/a	response	n/a	427525.0000000000	2
1712.0117187500	n/a	stimulus	n/a	438275.0000000000	128
1715.2578125000	n/a	response	n/a	439106.0000000000	4
1718.0312500000	n/a	response	n/a	439816.0000000000	2
1796.5429687500	n/a	stimulus	n/a	459915.0000000000	128
1800.2851562500	n/a	response	n/a	460873.0000000000	8
1862.7109375000	n/a	stimulus	n/a	476854.0000000000	128
1867.1445312500	n/a	response	n/a	477989.0000000000	4
1869.2851562500	n/a	response	n/a	478537.0000000000	2
2045.0781250000	n/a	stimulus	n/a	523540.0000000000	128
2048.6601562500	n/a	response	n/a	524457.0000000000	4
2078.6601562500	n/a	response	n/a	532137.0000000000	2
2119.6562500000	n/a	stimulus	n/a	542632.0000000000	128
2122.5703125000	n/a	response	n/a	543378.0000000000	8
2189.5117187500	n/a	stimulus	n/a	560515.0000000000	128
2192.2812500000	n/a	response	n/a	561224.0000000000	8
2194.8476562500	n/a	response	n/a	561881.0000000000	2
2278.1914062500	n/a	stimulus	n/a	583217.0000000000	128
2281.0820312500	n/a	response	n/a	583957.0000000000	8
2415.9687500000	n/a	stimulus	n/a	618488.0000000000	128
2419.0000000000	n/a	response	n/a	619264.0000000000	4
2421.8671875000	n/a	response	n/a	619998.0000000000	2
2424.1601562500	n/a	response	n/a	620585.0000000000	2
2457.1601562500	n/a	stimulus	n/a	629033.0000000000	128
2459.7968750000	n/a	response	n/a	629708.0000000000	4
2468.4140625000	n/a	response	n/a	631914.0000000000	2
2470.6328125000	n/a	response	n/a	632482.0000000000	2
2615.8398437500	n/a	stimulus	n/a	669655.0000000000	128
2619.3710937500	n/a	response	n/a	670559.0000000000	8
