onset	duration	sample	type	value
0.0689997833030295	0	70	Markers	Stim-NOTshown
0.588998150224411	0	590	Markers	Stim-NOTshown
1.10899651714579	0	1110	Markers	Stim-NOTshown
1.62899488406718	0	1630	Markers	Stim-NOTshown
2.14799325412909	0	2149	Markers	Stim-NOTshown
2.66899161790994	0	2670	Markers	Stim-NOTshown
3.18898998483132	0	3190	Markers	Stim-NOTshown
3.7089883517527	0	3710	Markers	Stim-NOTshown
4.22898671867408	0	4230	Markers	Stim-NOTshown
4.74898508559547	0	4750	Markers	Stim-NOTshown
5.26898345251685	0	5270	Markers	Stim-NOTshown
5.78898181943823	0	5790	Markers	Stim-NOTshown
6.30898018635961	0	6310	Markers	Stim-NOTshown
6.82897855328099	0	6830	Markers	Stim-NOTshown
7.47497652449486	0	7476	Markers	Stim-NOTshown
7.99497489141625	0	7996	Markers	Stim-NOTshown
8.51497325833763	0	8516	Markers	Stim-NOTshown
9.03497162525901	0	9036	Markers	Stim-NOTshown
9.55496999218039	0	9556	Markers	Stim-NOTshown
10.0749683591018	0	10076	Markers	Stim-NOTshown
10.5159669741255	0	10517	Markers	BASE-START
10.5939667291637	0	10595	Markers	Stim-NOTshown
11.1139650960851	0	11115	Markers	Stim-NOTshown
11.6339634630065	0	11635	Markers	Stim-NOTshown
12.1539618299278	0	12155	Markers	Stim-NOTshown
12.6739601968492	0	12675	Markers	Stim-NOTshown
13.1939585637706	0	13195	Markers	Stim-NOTshown
13.7129569338325	0	13714	Markers	Stim-NOTshown
14.2339552976134	0	14235	Markers	Stim-NOTshown
14.7539536645347	0	14755	Markers	Stim-NOTshown
15.2739520314561	0	15275	Markers	Stim-NOTshown
15.792950401518	0	15794	Markers	Stim-NOTshown
16.3129487684394	0	16314	Markers	Stim-NOTshown
16.8329471353608	0	16834	Markers	Stim-NOTshown
17.3529455022822	0	17354	Markers	Stim-NOTshown
17.8719438723441	0	17873	Markers	Stim-NOTshown
18.392942236125	0	18394	Markers	Stim-NOTshown
18.9129406030463	0	18914	Markers	Stim-NOTshown
19.4349389636866	0	19436	Markers	Stim-NOTshown
19.954937330608	0	19956	Markers	Stim-NOTshown
20.4749356975294	0	20476	Markers	Stim-NOTshown
20.9949340644508	0	20996	Markers	Stim-NOTshown
21.5149324313722	0	21516	Markers	Stim-NOTshown
22.0349307982936	0	22036	Markers	Stim-NOTshown
22.5549291652149	0	22556	Markers	Stim-NOTshown
23.0759275289958	0	23077	Markers	Stim-NOTshown
23.5959258959172	0	23597	Markers	Stim-NOTshown
24.1159242628386	0	24117	Markers	Stim-NOTshown
24.6369226266194	0	24638	Markers	Stim-NOTshown
25.1569209935408	0	25158	Markers	Stim-NOTshown
25.6769193604622	0	25678	Markers	Stim-NOTshown
26.1969177273835	0	26198	Markers	Stim-NOTshown
26.7179160911644	0	26719	Markers	Stim-NOTshown
27.2369144612263	0	27238	Markers	Stim-NOTshown
27.7569128281477	0	27758	Markers	Stim-NOTshown
28.2769111950691	0	28278	Markers	Stim-NOTshown
28.795909565131	0	28797	Markers	Stim-NOTshown
29.3169079289118	0	29318	Markers	Stim-NOTshown
29.8369062958332	0	29838	Markers	Stim-NOTshown
30.3569046627546	0	30358	Markers	Stim-NOTshown
30.8759030328165	0	30877	Markers	Stim-NOTshown
31.3709014782513	0	31372	Markers	BASE-END
31.3969013965974	0	31398	Markers	Stim-NOTshown
31.9158997666593	0	31917	Markers	Stim-NOTshown
32.4358981335807	0	32437	Markers	Stim-NOTshown
32.955896500502	0	32957	Markers	Stim-NOTshown
33.474894870564	0	33476	Markers	Stim-NOTshown
33.9948932374853	0	33996	Markers	Stim-NOTshown
34.5148916044067	0	34516	Markers	Stim-NOTshown
35.0348899713281	0	35036	Markers	Stim-NOTshown
35.5548883382495	0	35556	Markers	Stim-NOTshown
36.0738867083114	0	36075	Markers	Stim-NOTshown
36.5938850752328	0	36595	Markers	Stim-NOTshown
37.1138834421542	0	37115	Markers	Stim-NOTshown
37.6338818090755	0	37635	Markers	Stim-NOTshown
38.1528801791375	0	38154	Markers	Stim-NOTshown
38.6728785460588	0	38674	Markers	Stim-NOTshown
39.1928769129802	0	39194	Markers	Stim-NOTshown
39.7138752767611	0	39715	Markers	Stim-NOTshown
40.2338736436825	0	40235	Markers	Stim-NOTshown
40.7538720106038	0	40755	Markers	Stim-NOTshown
41.2728703806658	0	41274	Markers	Stim-NOTshown
41.7938687444466	0	41795	Markers	Stim-NOTshown
42.3128671145085	0	42314	Markers	Stim-NOTshown
42.8328654814299	0	42834	Markers	Stim-NOTshown
43.3528638483513	0	43354	Markers	Stim-NOTshown
43.8728622152727	0	43874	Markers	Stim-NOTshown
44.392860582194	0	44394	Markers	Stim-NOTshown
44.911858952256	0	44913	Markers	Stim-NOTshown
45.4318573191773	0	45433	Markers	Stim-NOTshown
45.9518556860987	0	45953	Markers	Stim-NOTshown
46.4718540530201	0	46473	Markers	Stim-NOTshown
46.9918524199415	0	46993	Markers	Stim-NOTshown
47.5118507868629	0	47513	Markers	Stim-NOTshown
48.0318491537843	0	48033	Markers	Stim-NOTshown
48.5518475207056	0	48553	Markers	Stim-NOTshown
49.071845887627	0	49073	Markers	Stim-NOTshown
49.5908442576889	0	49592	Markers	Stim-NOTshown
50.1108426246103	0	50112	Markers	Stim-NOTshown
50.2228422728703	0	50224	Markers	BASE-START
50.6308409915317	0	50632	Markers	Stim-NOTshown
