name	electrode_name	type	units	sampling_frequency	reference	channel_id	contact_id	stream_id	file_origin	connector_id	connector_pin_id	nev_dig_factor	nb_sorted_units	nev_hi_freq_order	nev_hi_freq_type	nev_lo_freq_order	nev_lo_freq_type	nsx_hi_freq_order	nsx_lo_freq_order	nsx_hi_freq_type	nsx_lo_freq_type	nsx	low_cutoff	high_cutoff	hi_pass_order	lo_pass_order	filter_type	electrode_reject_HFC	electrode_reject_LFC	electrode_reject_IFC	connector_aligned_id	coordinates_x	coordinates_y	gain
chan92_s1	92	LFP	uV	1000	ref1	97	92.0	1	../../../sourcedata/i140703-001.ns2	3	28	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	7.0	2.4	0.0	5000
chan93_s1	93	LFP	uV	1000	ref1	98	93.0	1	../../../sourcedata/i140703-001.ns2	3	29	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	8.0	2.8	0.0	5000
chan94_s1	94	LFP	uV	1000	ref1	99	94.0	1	../../../sourcedata/i140703-001.ns2	3	30	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	18.0	2.8	0.4	5000
chan95_s1	95	LFP	uV	1000	ref1	100	95.0	1	../../../sourcedata/i140703-001.ns2	3	31	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	20.0	3.6	0.4	5000
chan96_s1	96	LFP	uV	1000	ref1	101	96.0	1	../../../sourcedata/i140703-001.ns2	3	32	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	2	0.3	250.0	1.0	4.0	Butterworth	False	False	False	9.0	3.2	0.0	5000
GFpr1_s1	n/a	BEH	mV	1000		0		1	../../../sourcedata/i140703-001.ns2	5	9	21516	0	0		0		0	0			2	n/a	n/a										5000
GFside1_s1	n/a	BEH	mV	1000		1		1	../../../sourcedata/i140703-001.ns2	5	10	21516	0	0		0		0	0			2	n/a	n/a										5000
GFpr2_s1	n/a	BEH	mV	1000		2		1	../../../sourcedata/i140703-001.ns2	5	11	21516	0	0		0		0	0			2	n/a	n/a										5000
GFside2_s1	n/a	BEH	mV	1000		3		1	../../../sourcedata/i140703-001.ns2	5	12	21516	0	0		0		0	0			2	n/a	n/a										5000
LF_s1	n/a	BEH	mV	1000		4		1	../../../sourcedata/i140703-001.ns2	5	13	21516	0	0		0		0	0			2	n/a	n/a										5000
Displ_s1	n/a	BEH	mV	1000		5		1	../../../sourcedata/i140703-001.ns2	5	15	21516	0	0		0		0	0			2	n/a	n/a										5000
chan1_s2	1	HP	uV	30000	ref1	102	1.0	2	../../../sourcedata/i140703-001.ns6	1	1	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	93.0	0.8	3.6	5000
chan2_s2	2	HP	uV	30000	ref1	103	2.0	2	../../../sourcedata/i140703-001.ns6	1	2	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	92.0	0.4	3.6	5000
chan3_s2	3	HP	uV	30000	ref1	104	3.0	2	../../../sourcedata/i140703-001.ns6	1	3	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	94.0	1.2	3.6	5000
chan4_s2	4	HP	uV	30000	ref1	105	4.0	2	../../../sourcedata/i140703-001.ns6	1	4	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	95.0	1.6	3.6	5000
chan5_s2	5	HP	uV	30000	ref1	106	5.0	2	../../../sourcedata/i140703-001.ns6	1	5	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	75.0	1.6	2.8	5000
chan6_s2	6	HP	uV	30000	ref1	107	6.0	2	../../../sourcedata/i140703-001.ns6	1	6	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	96.0	2.0	3.6	5000
chan7_s2	7	HP	uV	30000	ref1	108	7.0	2	../../../sourcedata/i140703-001.ns6	1	7	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	85.0	1.6	3.2	5000
chan8_s2	8	HP	uV	30000	ref1	109	8.0	2	../../../sourcedata/i140703-001.ns6	1	8	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	97.0	2.4	3.6	5000
chan9_s2	9	HP	uV	30000	ref1	110	9.0	2	../../../sourcedata/i140703-001.ns6	1	9	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	86.0	2.0	3.2	5000
chan10_s2	10	HP	uV	30000	ref1	111	10.0	2	../../../sourcedata/i140703-001.ns6	1	10	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	98.0	2.8	3.6	5000
chan11_s2	11	HP	uV	30000	ref1	112	11.0	2	../../../sourcedata/i140703-001.ns6	1	11	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	87.0	2.4	3.2	5000
chan12_s2	12	HP	uV	30000	ref1	113	12.0	2	../../../sourcedata/i140703-001.ns6	1	12	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	88.0	2.8	3.2	5000
chan13_s2	13	HP	uV	30000	ref1	114	13.0	2	../../../sourcedata/i140703-001.ns6	1	13	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	77.0	2.4	2.8	5000
chan14_s2	14	HP	uV	30000	ref1	115	14.0	2	../../../sourcedata/i140703-001.ns6	1	14	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	99.0	3.2	3.6	5000
chan15_s2	15	HP	uV	30000	ref1	116	15.0	2	../../../sourcedata/i140703-001.ns6	1	15	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	66.0	2.0	2.4	5000
chan16_s2	16	HP	uV	30000	ref1	117	16.0	2	../../../sourcedata/i140703-001.ns6	1	16	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	89.0	3.2	3.2	5000
chan17_s2	17	HP	uV	30000	ref1	118	17.0	2	../../../sourcedata/i140703-001.ns6	1	17	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	76.0	2.0	2.8	5000
chan18_s2	18	HP	uV	30000	ref1	119	18.0	2	../../../sourcedata/i140703-001.ns6	1	18	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	90.0	3.6	3.2	5000
chan19_s2	19	HP	uV	30000	ref1	120	19.0	2	../../../sourcedata/i140703-001.ns6	1	19	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	67.0	2.4	2.4	5000
chan20_s2	20	HP	uV	30000	ref1	121	20.0	2	../../../sourcedata/i140703-001.ns6	1	20	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	79.0	3.2	2.8	5000
chan21_s2	21	HP	uV	30000	ref1	122	21.0	2	../../../sourcedata/i140703-001.ns6	1	21	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	58.0	2.8	2.0	5000
chan22_s2	22	HP	uV	30000	ref1	123	22.0	2	../../../sourcedata/i140703-001.ns6	1	22	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	80.0	3.6	2.8	5000
chan23_s2	23	HP	uV	30000	ref1	124	23.0	2	../../../sourcedata/i140703-001.ns6	1	23	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	True	78.0	2.8	2.8	5000
chan24_s2	24	HP	uV	30000	ref1	125	24.0	2	../../../sourcedata/i140703-001.ns6	1	24	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	70.0	3.6	2.4	5000
chan25_s2	25	HP	uV	30000	ref1	126	25.0	2	../../../sourcedata/i140703-001.ns6	1	25	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	68.0	2.8	2.4	5000
chan26_s2	26	HP	uV	30000	ref1	127	26.0	2	../../../sourcedata/i140703-001.ns6	1	26	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	60.0	3.6	2.0	5000
chan27_s2	27	HP	uV	30000	ref1	128	27.0	2	../../../sourcedata/i140703-001.ns6	1	27	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	69.0	3.2	2.4	5000
chan28_s2	28	HP	uV	30000	ref1	129	28.0	2	../../../sourcedata/i140703-001.ns6	1	28	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	50.0	3.6	1.6	5000
chan29_s2	29	HP	uV	30000	ref1	130	29.0	2	../../../sourcedata/i140703-001.ns6	1	29	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	59.0	3.2	2.0	5000
chan30_s2	30	HP	uV	30000	ref1	131	30.0	2	../../../sourcedata/i140703-001.ns6	1	30	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	40.0	3.6	1.2	5000
chan31_s2	31	HP	uV	30000	ref1	132	31.0	2	../../../sourcedata/i140703-001.ns6	1	31	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	49.0	3.2	1.6	5000
chan32_s2	32	HP	uV	30000	ref1	133	32.0	2	../../../sourcedata/i140703-001.ns6	1	32	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	30.0	3.6	0.8	5000
chan33_s2	33	HP	uV	30000	ref1	134	33.0	2	../../../sourcedata/i140703-001.ns6	2	1	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	83.0	0.8	3.2	5000
chan34_s2	34	HP	uV	30000	ref1	135	34.0	2	../../../sourcedata/i140703-001.ns6	2	2	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	84.0	1.2	3.2	5000
chan35_s2	35	HP	uV	30000	ref1	136	35.0	2	../../../sourcedata/i140703-001.ns6	2	3	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	73.0	0.8	2.8	5000
chan36_s2	36	HP	uV	30000	ref1	137	36.0	2	../../../sourcedata/i140703-001.ns6	2	4	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	74.0	1.2	2.8	5000
chan37_s2	37	HP	uV	30000	ref1	138	37.0	2	../../../sourcedata/i140703-001.ns6	2	5	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	63.0	0.8	2.4	5000
chan38_s2	38	HP	uV	30000	ref1	139	38.0	2	../../../sourcedata/i140703-001.ns6	2	6	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	64.0	1.2	2.4	5000
chan39_s2	39	HP	uV	30000	ref1	140	39.0	2	../../../sourcedata/i140703-001.ns6	2	7	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	53.0	0.8	2.0	5000
chan40_s2	40	HP	uV	30000	ref1	141	40.0	2	../../../sourcedata/i140703-001.ns6	2	8	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	54.0	1.2	2.0	5000
chan41_s2	41	HP	uV	30000	ref1	142	41.0	2	../../../sourcedata/i140703-001.ns6	2	9	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	43.0	0.8	1.6	5000
chan42_s2	42	HP	uV	30000	ref1	143	42.0	2	../../../sourcedata/i140703-001.ns6	2	10	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	55.0	1.6	2.0	5000
chan43_s2	43	HP	uV	30000	ref1	144	43.0	2	../../../sourcedata/i140703-001.ns6	2	11	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	44.0	1.2	1.6	5000
chan44_s2	44	HP	uV	30000	ref1	145	44.0	2	../../../sourcedata/i140703-001.ns6	2	12	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	45.0	1.6	1.6	5000
chan45_s2	45	HP	uV	30000	ref1	146	45.0	2	../../../sourcedata/i140703-001.ns6	2	13	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	True	33.0	0.8	1.2	5000
chan46_s2	46	HP	uV	30000	ref1	147	46.0	2	../../../sourcedata/i140703-001.ns6	2	14	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	46.0	2.0	1.6	5000
chan47_s2	47	HP	uV	30000	ref1	148	47.0	2	../../../sourcedata/i140703-001.ns6	2	15	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	34.0	1.2	1.2	5000
chan48_s2	48	HP	uV	30000	ref1	149	48.0	2	../../../sourcedata/i140703-001.ns6	2	16	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	65.0	1.6	2.4	5000
chan49_s2	49	HP	uV	30000	ref1	150	49.0	2	../../../sourcedata/i140703-001.ns6	2	17	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	24.0	1.2	0.8	5000
chan50_s2	50	HP	uV	30000	ref1	151	50.0	2	../../../sourcedata/i140703-001.ns6	2	18	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	56.0	2.0	2.0	5000
chan51_s2	51	HP	uV	30000	ref1	152	51.0	2	../../../sourcedata/i140703-001.ns6	2	19	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	35.0	1.6	1.2	5000
chan52_s2	52	HP	uV	30000	ref1	153	52.0	2	../../../sourcedata/i140703-001.ns6	2	20	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	47.0	2.4	1.6	5000
chan53_s2	53	HP	uV	30000	ref1	154	53.0	2	../../../sourcedata/i140703-001.ns6	2	21	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	25.0	1.6	0.8	5000
chan54_s2	54	HP	uV	30000	ref1	155	54.0	2	../../../sourcedata/i140703-001.ns6	2	22	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	57.0	2.4	2.0	5000
chan55_s2	55	HP	uV	30000	ref1	156	55.0	2	../../../sourcedata/i140703-001.ns6	2	23	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	26.0	2.0	0.8	5000
chan56_s2	56	HP	uV	30000	ref1	157	56.0	2	../../../sourcedata/i140703-001.ns6	2	24	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	36.0	2.0	1.2	5000
chan57_s2	57	HP	uV	30000	ref1	158	57.0	2	../../../sourcedata/i140703-001.ns6	2	25	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	27.0	2.4	0.8	5000
chan58_s2	58	HP	uV	30000	ref1	159	58.0	2	../../../sourcedata/i140703-001.ns6	2	26	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	37.0	2.4	1.2	5000
chan59_s2	59	HP	uV	30000	ref1	160	59.0	2	../../../sourcedata/i140703-001.ns6	2	27	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	28.0	2.8	0.8	5000
chan60_s2	60	HP	uV	30000	ref1	161	60.0	2	../../../sourcedata/i140703-001.ns6	2	28	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	38.0	2.8	1.2	5000
chan61_s2	61	HP	uV	30000	ref1	162	61.0	2	../../../sourcedata/i140703-001.ns6	2	29	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	29.0	3.2	0.8	5000
chan62_s2	62	HP	uV	30000	ref1	163	62.0	2	../../../sourcedata/i140703-001.ns6	2	30	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	48.0	2.8	1.6	5000
chan63_s2	63	HP	uV	30000	ref1	164	63.0	2	../../../sourcedata/i140703-001.ns6	2	31	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	19.0	3.2	0.4	5000
chan64_s2	64	HP	uV	30000	ref1	165	64.0	2	../../../sourcedata/i140703-001.ns6	2	32	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	39.0	3.2	1.2	5000
chan65_s2	65	HP	uV	30000	ref1	166	65.0	2	../../../sourcedata/i140703-001.ns6	3	1	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	81.0	0.0	3.2	5000
chan66_s2	66	HP	uV	30000	ref1	167	66.0	2	../../../sourcedata/i140703-001.ns6	3	2	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	82.0	0.4	3.2	5000
chan67_s2	67	HP	uV	30000	ref1	168	67.0	2	../../../sourcedata/i140703-001.ns6	3	3	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	True	False	71.0	0.0	2.8	5000
chan68_s2	68	HP	uV	30000	ref1	169	68.0	2	../../../sourcedata/i140703-001.ns6	3	4	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	72.0	0.4	2.8	5000
chan69_s2	69	HP	uV	30000	ref1	170	69.0	2	../../../sourcedata/i140703-001.ns6	3	5	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	61.0	0.0	2.4	5000
chan70_s2	70	HP	uV	30000	ref1	171	70.0	2	../../../sourcedata/i140703-001.ns6	3	6	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	62.0	0.4	2.4	5000
chan71_s2	71	HP	uV	30000	ref1	172	71.0	2	../../../sourcedata/i140703-001.ns6	3	7	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	51.0	0.0	2.0	5000
chan72_s2	72	HP	uV	30000	ref1	173	72.0	2	../../../sourcedata/i140703-001.ns6	3	8	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	52.0	0.4	2.0	5000
chan73_s2	73	HP	uV	30000	ref1	174	73.0	2	../../../sourcedata/i140703-001.ns6	3	9	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	True	False	False	41.0	0.0	1.6	5000
chan74_s2	74	HP	uV	30000	ref1	175	74.0	2	../../../sourcedata/i140703-001.ns6	3	10	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	42.0	0.4	1.6	5000
chan75_s2	75	HP	uV	30000	ref1	176	75.0	2	../../../sourcedata/i140703-001.ns6	3	11	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	31.0	0.0	1.2	5000
chan76_s2	76	HP	uV	30000	ref1	177	76.0	2	../../../sourcedata/i140703-001.ns6	3	12	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	32.0	0.4	1.2	5000
chan77_s2	77	HP	uV	30000	ref1	178	77.0	2	../../../sourcedata/i140703-001.ns6	3	13	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	21.0	0.0	0.8	5000
chan78_s2	78	HP	uV	30000	ref1	179	78.0	2	../../../sourcedata/i140703-001.ns6	3	14	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	22.0	0.4	0.8	5000
chan79_s2	79	HP	uV	30000	ref1	180	79.0	2	../../../sourcedata/i140703-001.ns6	3	15	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	11.0	0.0	0.4	5000
chan80_s2	80	HP	uV	30000	ref1	181	80.0	2	../../../sourcedata/i140703-001.ns6	3	16	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	12.0	0.4	0.4	5000
chan81_s2	81	HP	uV	30000	ref1	182	81.0	2	../../../sourcedata/i140703-001.ns6	3	17	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	2.0	0.4	0.0	5000
chan82_s2	82	HP	uV	30000	ref1	183	82.0	2	../../../sourcedata/i140703-001.ns6	3	18	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	23.0	0.8	0.8	5000
chan83_s2	83	HP	uV	30000	ref1	184	83.0	2	../../../sourcedata/i140703-001.ns6	3	19	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	3.0	0.8	0.0	5000
chan84_s2	84	HP	uV	30000	ref1	185	84.0	2	../../../sourcedata/i140703-001.ns6	3	20	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	13.0	0.8	0.4	5000
chan85_s2	85	HP	uV	30000	ref1	186	85.0	2	../../../sourcedata/i140703-001.ns6	3	21	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	4.0	1.2	0.0	5000
chan86_s2	86	HP	uV	30000	ref1	187	86.0	2	../../../sourcedata/i140703-001.ns6	3	22	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	14.0	1.2	0.4	5000
chan87_s2	87	HP	uV	30000	ref1	188	87.0	2	../../../sourcedata/i140703-001.ns6	3	23	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	15.0	1.6	0.4	5000
chan88_s2	88	HP	uV	30000	ref1	189	88.0	2	../../../sourcedata/i140703-001.ns6	3	24	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	5.0	1.6	0.0	5000
chan89_s2	89	HP	uV	30000	ref1	190	89.0	2	../../../sourcedata/i140703-001.ns6	3	25	250	1	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	16.0	2.0	0.4	5000
chan90_s2	90	HP	uV	30000	ref1	191	90.0	2	../../../sourcedata/i140703-001.ns6	3	26	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	6.0	2.0	0.0	5000
chan91_s2	91	HP	uV	30000	ref1	192	91.0	2	../../../sourcedata/i140703-001.ns6	3	27	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	17.0	2.4	0.4	5000
chan92_s2	92	HP	uV	30000	ref1	193	92.0	2	../../../sourcedata/i140703-001.ns6	3	28	250	3	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	7.0	2.4	0.0	5000
chan93_s2	93	HP	uV	30000	ref1	194	93.0	2	../../../sourcedata/i140703-001.ns6	3	29	250	2	2	Butterworth	2	Butterworth	1	4	Butterworth	Butterworth	6	0.3	7500.0	1.0	3.0	Butterworth	False	False	False	8.0	2.8	0.0	5000
