onset	trial_type	eventcode
26340	unfamiliar_new	13
27318	response	0
30034	scrambled_new	17
30672	response	0
33415	scrambled_second_early	18
33930	response	0
37053	scrambled_new	17
37695	response	0
40673	scrambled_second_early	18
41170	response	0
44036	scrambled_new	17
44825	response	0
47656	scrambled_new	17
48616	response	0
51037	scrambled_second_early	18
51516	response	0
54345	scrambled_new	17
55115	response	0
57799	scrambled_second_early	18
59187	response	0
61254	unfamiliar_second_late	15
62008	response	0
64690	unfamiliar_new	13
65742	response	0
68292	unfamiliar_second_early	14
68911	response	0
71710	scrambled_new	17
72591	response	0
75091	scrambled_new	17
76009	response	0
78546	scrambled_second_early	18
79035	response	0
81982	scrambled_second_late	19
82736	response	0
85436	scrambled_new	17
86621	response	0
88946	scrambled_second_early	18
89563	response	0
92419	scrambled_new	17
93345	response	0
95800	scrambled_second_early	18
96765	response	0
99255	scrambled_new	17
100097	response	0
102801	unfamiliar_new	13
103699	response	0
106183	scrambled_second_late	19
107076	response	0
109747	famous_new	5
110457	response	0
113239	famous_new	5
113971	response	0
116804	famous_new	5
117806	response	0
120148	scrambled_new	17
121294	response	0
123658	scrambled_second_late	19
124652	response	0
127204	scrambled_new	17
128386	response	0
130751	unfamiliar_second_late	15
131443	response	0
134261	famous_new	5
135251	response	0
137752	famous_second_early	6
138318	response	0
141299	famous_second_late	7
142637	response	0
144955	scrambled_new	17
145528	response	0
148465	famous_second_late	7
149142	response	0
151846	unfamiliar_new	13
152730	response	0
155282	unfamiliar_second_early	14
155852	response	0
158902	famous_second_late	7
159929	response	0
162449	famous_new	5
163249	response	0
165977	scrambled_second_late	19
166855	response	0
169560	famous_new	5
170480	response	0
173015	famous_second_early	6
173534	response	0
176525	scrambled_second_late	19
177236	response	0
180126	unfamiliar_new	13
180887	response	0
183636	unfamiliar_second_early	14
184061	response	0
187219	unfamiliar_new	13
188244	response	0
190803	scrambled_second_late	19
191606	response	0
194368	scrambled_new	17
195218	response	0
197822	scrambled_second_early	18
198403	response	0
201405	unfamiliar_new	13
203300	response	0
204768	unfamiliar_second_early	14
205332	response	0
208186	famous_second_late	7
209006	response	0
211622	famous_new	5
212373	response	0
215206	famous_second_early	6
215835	response	0
218807	famous_new	5
219565	response	0
222299	scrambled_new	17
222935	response	0
225698	unfamiliar_second_late	15
226800	response	0
229079	famous_new	5
229802	response	0
232571	famous_second_early	6
233095	response	0
236135	famous_new	5
236900	response	0
239645	famous_second_early	6
240819	response	0
243247	famous_new	5
244020	response	0
246536	famous_new	5
247362	response	0
250083	famous_second_early	6
250620	response	0
253776	famous_second_late	7
254693	response	0
257396	famous_new	5
258409	response	0
260851	scrambled_second_late	19
261817	response	0
264324	famous_new	5
265226	response	0
267925	unfamiliar_new	13
268688	response	0
271380	unfamiliar_new	13
272094	response	0
274982	unfamiliar_second_early	14
275799	response	0
278326	famous_second_late	7
279059	response	0
281928	famous_new	5
282853	response	0
285346	unfamiliar_new	13
286398	response	0
288782	famous_second_late	7
289819	response	0
292420	scrambled_new	17
293236	response	0
295893	scrambled_second_early	18
296491	response	0
299458	famous_second_late	7
300375	response	0
303023	unfamiliar_new	13
304299	response	0
306570	unfamiliar_second_early	14
307166	response	0
