onset	duration	onset_sample	stim_type	trigger	stim_file
25.48	0	28028	Unfamiliar	13	meg/u094.bmp
28.5027	0	31353	Scrambled	17	meg/s117.bmp
31.6436	0	34808	Scrambled	18	meg/s117.bmp
34.8673	0	38354	Famous	5	meg/f113.bmp
37.9418	0	41736	Famous	6	meg/f113.bmp
41.1491	0	45264	Scrambled	17	meg/s032.bmp
44.3564	0	48792	Scrambled	18	meg/s032.bmp
47.58	0	52338	Scrambled	17	meg/s059.bmp
50.8545	0	55940	Scrambled	18	meg/s059.bmp
53.9618	0	59358	Unfamiliar	13	meg/u025.bmp
57.0018	0	62702	Unfamiliar	14	meg/u025.bmp
60.1927	0	66212	Unfamiliar	15	meg/u094.bmp
63.4173	0	69759	Unfamiliar	13	meg/u017.bmp
66.4909	0	73140	Scrambled	17	meg/s115.bmp
69.7482	0	76723	Unfamiliar	13	meg/u068.bmp
72.7718	0	80049	Unfamiliar	14	meg/u068.bmp
75.9791	0	83577	Famous	5	meg/f009.bmp
79.0864	0	86995	Unfamiliar	13	meg/u069.bmp
82.21	0	90431	Famous	5	meg/f035.bmp
85.4673	0	94014	Unfamiliar	15	meg/u017.bmp
88.7082	0	97579	Famous	5	meg/f048.bmp
91.8827	0	101071	Scrambled	19	meg/s115.bmp
95.1736	0	104691	Famous	5	meg/f040.bmp
98.3809	0	108219	Famous	6	meg/f040.bmp
101.522	0	111674	Unfamiliar	13	meg/u023.bmp
104.745	0	115220	Unfamiliar	14	meg/u023.bmp
107.936	0	118730	Famous	7	meg/f009.bmp
111.144	0	122258	Famous	5	meg/f056.bmp
114.217	0	125639	Unfamiliar	15	meg/u069.bmp
117.341	0	129075	Unfamiliar	13	meg/u013.bmp
120.532	0	132585	Famous	7	meg/f035.bmp
123.705	0	136076	Famous	5	meg/f031.bmp
126.98	0	139678	Famous	6	meg/f031.bmp
129.97	0	142967	Famous	7	meg/f048.bmp
133.228	0	146551	Scrambled	17	meg/s149.bmp
136.352	0	149987	Scrambled	18	meg/s149.bmp
139.425	0	153368	Famous	5	meg/f117.bmp
142.483	0	156731	Famous	6	meg/f117.bmp
145.556	0	160112	Scrambled	17	meg/s002.bmp
148.614	0	163475	Scrambled	18	meg/s002.bmp
151.887	0	167076	Famous	7	meg/f056.bmp
155.012	0	170513	Famous	5	meg/f060.bmp
158.102	0	173912	Unfamiliar	15	meg/u013.bmp
161.21	0	177331	Scrambled	17	meg/s080.bmp
164.45	0	180895	Famous	5	meg/f130.bmp
167.691	0	184460	Scrambled	17	meg/s049.bmp
170.747	0	187822	Unfamiliar	13	meg/u070.bmp
173.905	0	191296	Unfamiliar	14	meg/u070.bmp
177.063	0	194769	Unfamiliar	13	meg/u024.bmp
180.253	0	198278	Famous	7	meg/f060.bmp
183.344	0	201678	Scrambled	17	meg/s003.bmp
186.451	0	205096	Scrambled	18	meg/s003.bmp
189.742	0	208716	Scrambled	19	meg/s080.bmp
192.865	0	212152	Unfamiliar	13	meg/u040.bmp
196.106	0	215717	Famous	7	meg/f130.bmp
199.196	0	219116	Famous	5	meg/f098.bmp
202.237	0	222461	Famous	6	meg/f098.bmp
205.377	0	225915	Scrambled	19	meg/s049.bmp
208.752	0	229627	Scrambled	17	meg/s022.bmp
211.926	0	233119	Famous	5	meg/f071.bmp
215.084	0	236592	Famous	6	meg/f071.bmp
218.191	0	240010	Unfamiliar	15	meg/u024.bmp
221.381	0	243519	Unfamiliar	13	meg/u027.bmp
224.589	0	247048	Famous	5	meg/f028.bmp
227.796	0	250576	Unfamiliar	15	meg/u040.bmp
230.886	0	253975	Unfamiliar	13	meg/u105.bmp
233.977	0	257375	Scrambled	17	meg/s074.bmp
237.167	0	260884	Scrambled	18	meg/s074.bmp
240.325	0	264357	Scrambled	19	meg/s022.bmp
243.583	0	267941	Scrambled	17	meg/s040.bmp
246.807	0	271488	Scrambled	18	meg/s040.bmp
250.114	0	275125	Famous	5	meg/f052.bmp
253.238	0	278562	Unfamiliar	15	meg/u027.bmp
256.479	0	282127	Unfamiliar	13	meg/u115.bmp
259.669	0	285636	Unfamiliar	14	meg/u115.bmp
262.744	0	289018	Famous	7	meg/f028.bmp
265.867	0	292454	Famous	5	meg/f086.bmp
269.141	0	296055	Famous	6	meg/f086.bmp
272.248	0	299473	Unfamiliar	15	meg/u105.bmp
275.473	0	303020	Unfamiliar	13	meg/u142.bmp
278.696	0	306566	Unfamiliar	14	meg/u142.bmp
281.854	0	310039	Scrambled	17	meg/s090.bmp
284.911	0	313402	Scrambled	18	meg/s090.bmp
288.218	0	317040	Scrambled	17	meg/s128.bmp
291.493	0	320642	Famous	7	meg/f052.bmp
294.7	0	324170	Unfamiliar	13	meg/u073.bmp
297.891	0	327680	Unfamiliar	14	meg/u073.bmp
301.098	0	331208	Scrambled	17	meg/s025.bmp
304.205	0	334626	Unfamiliar	13	meg/u072.bmp
307.396	0	338136	Scrambled	17	meg/s105.bmp
310.67	0	341737	Famous	5	meg/f083.bmp
313.961	0	345357	Scrambled	19	meg/s128.bmp
317.202	0	348922	Scrambled	17	meg/s023.bmp
320.26	0	352286	Scrambled	18	meg/s023.bmp
323.299	0	355629	Unfamiliar	13	meg/u016.bmp
326.29	0	358919	Scrambled	19	meg/s025.bmp
329.414	0	362355	Unfamiliar	13	meg/u021.bmp
332.638	0	365902	Unfamiliar	15	meg/u072.bmp
335.929	0	369522	Scrambled	17	meg/s019.bmp
339.136	0	373050	Scrambled	18	meg/s019.bmp
342.193	0	376412	Scrambled	19	meg/s105.bmp
345.234	0	379757	Famous	5	meg/f092.bmp
348.491	0	383340	Famous	6	meg/f092.bmp
351.765	0	386942	Famous	7	meg/f083.bmp
355.056	0	390562	Famous	5	meg/f104.bmp
358.23	0	394053	Famous	6	meg/f104.bmp
361.27	0	397397	Unfamiliar	13	meg/u026.bmp
364.495	0	400944	Unfamiliar	15	meg/u016.bmp
367.735	0	404509	Famous	5	meg/f129.bmp
370.809	0	407890	Unfamiliar	15	meg/u021.bmp
373.933	0	411326	Scrambled	17	meg/s066.bmp
377.09	0	414799	Unfamiliar	13	meg/u138.bmp
380.448	0	418493	Unfamiliar	14	meg/u138.bmp
383.588	0	421947	Unfamiliar	13	meg/u116.bmp
386.745	0	425420	Unfamiliar	14	meg/u116.bmp
389.92	0	428912	Scrambled	17	meg/s079.bmp
393.161	0	432477	Scrambled	18	meg/s079.bmp
396.201	0	435821	Unfamiliar	15	meg/u026.bmp
399.275	0	439203	Scrambled	17	meg/s045.bmp
402.432	0	442675	Scrambled	18	meg/s045.bmp
405.539	0	446093	Famous	7	meg/f129.bmp
408.546	0	449401	Famous	5	meg/f145.bmp
411.804	0	452984	Scrambled	19	meg/s066.bmp
414.977	0	456475	Unfamiliar	13	meg/u085.bmp
418.035	0	459838	Scrambled	17	meg/s094.bmp
421.209	0	463330	Famous	5	meg/f058.bmp
424.265	0	466692	Famous	5	meg/f016.bmp
427.406	0	470147	Famous	5	meg/f046.bmp
430.464	0	473510	Famous	6	meg/f046.bmp
433.654	0	477019	Famous	7	meg/f145.bmp
436.695	0	480364	Scrambled	17	meg/s091.bmp
439.885	0	483874	Scrambled	18	meg/s091.bmp
443.176	0	487494	Unfamiliar	15	meg/u085.bmp
446.3	0	490930	Famous	5	meg/f038.bmp
449.424	0	494366	Scrambled	19	meg/s094.bmp
452.481	0	497729	Scrambled	17	meg/s134.bmp
455.638	0	501202	Scrambled	18	meg/s134.bmp
458.762	0	504638	Famous	7	meg/f058.bmp
461.885	0	508074	Unfamiliar	13	meg/u147.bmp
465.06	0	511566	Famous	7	meg/f016.bmp
468.301	0	515131	Scrambled	17	meg/s135.bmp
471.525	0	518677	Unfamiliar	13	meg/u117.bmp
474.682	0	522150	Unfamiliar	14	meg/u117.bmp
477.839	0	525623	Unfamiliar	13	meg/u076.bmp
480.897	0	528987	Unfamiliar	14	meg/u076.bmp
484.021	0	532423	Famous	7	meg/f038.bmp
487.144	0	535858	Famous	5	meg/f001.bmp
