onset	duration	response_time	button_press	stim_file
n/a	n/a	1.247	1	meg/f102.bmp
n/a	n/a	1.062	3	meg/f035.bmp
n/a	n/a	2.148	2	meg/f085.bmp
n/a	n/a	1.469	3	meg/f003.bmp
n/a	n/a	2.219	1	meg/f120.bmp
n/a	n/a	1.089	1	meg/f093.bmp
n/a	n/a	1.469	3	meg/f037.bmp
n/a	n/a	1.411	1	meg/u031.bmp
n/a	n/a	0.978	1	meg/u149.bmp
n/a	n/a	1.084	3	meg/f026.bmp
n/a	n/a	1.554	3	meg/f080.bmp
n/a	n/a	1.42	1	meg/u078.bmp
n/a	n/a	2.403	1	meg/u142.bmp
n/a	n/a	1.394	1	meg/f031.bmp
n/a	n/a	1.194	1	meg/f092.bmp
n/a	n/a	0.835	1	meg/u079.bmp
n/a	n/a	0.954	1	meg/u041.bmp
n/a	n/a	0.717	3	meg/f077.bmp
n/a	n/a	1.954	2	meg/f079.bmp
n/a	n/a	0.883	1	meg/u026.bmp
n/a	n/a	0.754	1	meg/u028.bmp
n/a	n/a	0.613	1	meg/u049.bmp
n/a	n/a	0.958	3	meg/f048.bmp
n/a	n/a	0.929	1	meg/f015.bmp
n/a	n/a	0.605	1	meg/u084.bmp
n/a	n/a	0.847	1	meg/u011.bmp
n/a	n/a	1.343	3	meg/f065.bmp
n/a	n/a	0.841	1	meg/u005.bmp
n/a	n/a	1.369	3	meg/f061.bmp
n/a	n/a	3.354	1	meg/u122.bmp
n/a	n/a	0.8	3	meg/f094.bmp
n/a	n/a	2.562	1	meg/u024.bmp
n/a	n/a	4.401	3	meg/u086.bmp
n/a	n/a	2.128	1	meg/f023.bmp
n/a	n/a	0.617	1	meg/u147.bmp
n/a	n/a	1.011	3	meg/f036.bmp
n/a	n/a	1.771	1	meg/u015.bmp
n/a	n/a	5.995	2	meg/u093.bmp
n/a	n/a	0.882	1	meg/u083.bmp
n/a	n/a	1.056	3	meg/f087.bmp
n/a	n/a	1.863	1	meg/u021.bmp
n/a	n/a	0.988	3	meg/f147.bmp
n/a	n/a	1.957	1	meg/u047.bmp
n/a	n/a	6.446	3	meg/f018.bmp
n/a	n/a	0.976	3	meg/f084.bmp
n/a	n/a	0.603	3	meg/f013.bmp
n/a	n/a	0.94	1	meg/f016.bmp
n/a	n/a	0.863	1	meg/u077.bmp
n/a	n/a	0.67	1	meg/u117.bmp
n/a	n/a	1.125	3	meg/f150.bmp
n/a	n/a	0.593	3	meg/f068.bmp
n/a	n/a	0.955	1	meg/u107.bmp
n/a	n/a	0.734	1	meg/f106.bmp
n/a	n/a	0.762	3	meg/f017.bmp
n/a	n/a	0.694	1	meg/u030.bmp
n/a	n/a	0.812	3	meg/f046.bmp
n/a	n/a	1.101	1	meg/u085.bmp
n/a	n/a	0.625	3	meg/f116.bmp
n/a	n/a	1.618	2	meg/u115.bmp
n/a	n/a	1.113	3	meg/f029.bmp
n/a	n/a	0.901	1	meg/u124.bmp
n/a	n/a	1.379	1	meg/u042.bmp
n/a	n/a	0.804	3	meg/f006.bmp
n/a	n/a	0.757	3	meg/f057.bmp
n/a	n/a	0.84	1	meg/u010.bmp
n/a	n/a	0.768	3	meg/f008.bmp
n/a	n/a	3.275	1	meg/f149.bmp
n/a	n/a	0.604	1	meg/f054.bmp
n/a	n/a	0.982	1	meg/u089.bmp
n/a	n/a	0.927	1	meg/u014.bmp
n/a	n/a	0.771	1	meg/u022.bmp
n/a	n/a	0.645	1	meg/u136.bmp
n/a	n/a	1.421	3	meg/f010.bmp
n/a	n/a	0.604	3	meg/f073.bmp
n/a	n/a	0.79	1	meg/u150.bmp
n/a	n/a	2.456	2	meg/f114.bmp
n/a	n/a	0.932	3	meg/f074.bmp
n/a	n/a	1.248	3	meg/f045.bmp
n/a	n/a	0.807	3	meg/f043.bmp
n/a	n/a	1.032	1	meg/f141.bmp
n/a	n/a	0.84	1	meg/u051.bmp
n/a	n/a	1.526	1	meg/u008.bmp
n/a	n/a	1.521	1	meg/u135.bmp
n/a	n/a	9.3	1	meg/u139.bmp
n/a	n/a	0.776	1	meg/u029.bmp
n/a	n/a	0.778	3	meg/f047.bmp
n/a	n/a	0.837	3	meg/f131.bmp
n/a	n/a	1.604	2	meg/u111.bmp
n/a	n/a	0.692	3	meg/f135.bmp
n/a	n/a	0.746	3	meg/f078.bmp
n/a	n/a	1.053	1	meg/u033.bmp
n/a	n/a	0.891	1	meg/f119.bmp
n/a	n/a	0.729	3	meg/f109.bmp
n/a	n/a	1.037	1	meg/u108.bmp
n/a	n/a	0.868	3	meg/f123.bmp
n/a	n/a	0.683	1	meg/u119.bmp
n/a	n/a	1.082	3	meg/f066.bmp
n/a	n/a	0.928	3	meg/f050.bmp
n/a	n/a	0.748	3	meg/f107.bmp
n/a	n/a	1	1	meg/f058.bmp
n/a	n/a	0.665	3	meg/u048.bmp
n/a	n/a	1.441	1	meg/f111.bmp
n/a	n/a	0.727	3	meg/f062.bmp
n/a	n/a	0.628	1	meg/u064.bmp
n/a	n/a	0.651	1	meg/u025.bmp
n/a	n/a	0.835	1	meg/u059.bmp
n/a	n/a	1.467	3	meg/f129.bmp
n/a	n/a	0.881	1	meg/u050.bmp
n/a	n/a	0.647	1	meg/f148.bmp
n/a	n/a	0.895	1	meg/u035.bmp
n/a	n/a	0.653	3	meg/f070.bmp
n/a	n/a	1.036	3	meg/f060.bmp
n/a	n/a	0.788	1	meg/u069.bmp
n/a	n/a	0.782	1	meg/u095.bmp
n/a	n/a	1.16	3	meg/f113.bmp
n/a	n/a	1.595	1	meg/u100.bmp
