onset	duration	onset_sample	stim_type	trigger	stim_file
26.078	0	26628	Unfamiliar	13	meg/u032.bmp
29.422	0	29972	Unfamiliar	14	meg/u032.bmp
32.84	0	33390	Unfamiliar	13	meg/u088.bmp
36.148	0	36698	Unfamiliar	13	meg/u084.bmp
39.659	0	40209	Famous	5	meg/f123.bmp
42.984	0	43534	Unfamiliar	13	meg/u022.bmp
46.53	0	47080	Famous	5	meg/f094.bmp
50.095	0	50645	Scrambled	17	meg/s150.bmp
53.495	0	54045	Unfamiliar	15	meg/u088.bmp
57.078	0	57628	Famous	5	meg/f063.bmp
60.551	0	61101	Unfamiliar	15	meg/u084.bmp
64.134	0	64684	Unfamiliar	13	meg/u004.bmp
67.552	0	68102	Unfamiliar	14	meg/u004.bmp
71.062	0	71612	Famous	7	meg/f123.bmp
74.719	0	75269	Famous	5	meg/f006.bmp
78.21	0	78760	Unfamiliar	15	meg/u022.bmp
81.683	0	82233	Scrambled	17	meg/s043.bmp
85.321	0	85871	Scrambled	18	meg/s043.bmp
88.758	0	89308	Famous	7	meg/f094.bmp
92.396	0	92946	Scrambled	17	meg/s083.bmp
95.979	0	96529	Scrambled	18	meg/s083.bmp
99.434	0	99984	Scrambled	19	meg/s150.bmp
102.723	0	103273	Famous	5	meg/f093.bmp
106.233	0	106783	Famous	7	meg/f063.bmp
109.687	0	110237	Famous	5	meg/f143.bmp
113.252	0	113802	Famous	6	meg/f143.bmp
116.67	0	117220	Scrambled	17	meg/s142.bmp
120.162	0	120712	Famous	7	meg/f006.bmp
123.745	0	124295	Unfamiliar	13	meg/u131.bmp
127.199	0	127749	Unfamiliar	13	meg/u020.bmp
130.654	0	131204	Unfamiliar	14	meg/u020.bmp
133.98	0	134530	Scrambled	17	meg/s088.bmp
137.398	0	137948	Famous	7	meg/f093.bmp
140.889	0	141439	Scrambled	17	meg/s081.bmp
144.381	0	144931	Scrambled	18	meg/s081.bmp
148.037	0	148587	Unfamiliar	13	meg/u077.bmp
151.474	0	152024	Unfamiliar	14	meg/u077.bmp
155.021	0	155571	Scrambled	19	meg/s142.bmp
158.53	0	159080	Scrambled	17	meg/s034.bmp
161.966	0	162516	Scrambled	18	meg/s034.bmp
165.439	0	165989	Unfamiliar	15	meg/u131.bmp
169.133	0	169683	Unfamiliar	13	meg/u100.bmp
172.624	0	173174	Unfamiliar	14	meg/u100.bmp
176.005	0	176555	Scrambled	17	meg/s087.bmp
179.57	0	180120	Scrambled	18	meg/s087.bmp
183.117	0	183667	Scrambled	19	meg/s088.bmp
