onset	duration	trial_type	stim_file	stim_file_index
188.0974	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
188.5997	0.5	1	stimuli/sub-01_task-visual_run-01_stimuli.mat	9
189.1017	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
189.604	0.5	1	stimuli/sub-01_task-visual_run-01_stimuli.mat	26
190.106	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
190.6084	0.5	5	stimuli/sub-01_task-visual_run-01_stimuli.mat	148
191.1107	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
191.6127	0.5	2	stimuli/sub-01_task-visual_run-01_stimuli.mat	46
192.115	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
192.6171	0.5	3	stimuli/sub-01_task-visual_run-01_stimuli.mat	87
193.1194	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
193.6214	0.5	7	stimuli/sub-01_task-visual_run-01_stimuli.mat	201
194.1237	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
194.6261	0.5	6	stimuli/sub-01_task-visual_run-01_stimuli.mat	176
195.1281	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
195.6304	0.5	1	stimuli/sub-01_task-visual_run-01_stimuli.mat	16
196.1324	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
196.6347	0.5	6	stimuli/sub-01_task-visual_run-01_stimuli.mat	162
197.1367	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
197.6391	0.5	7	stimuli/sub-01_task-visual_run-01_stimuli.mat	194
198.1414	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
198.6434	0.5	2	stimuli/sub-01_task-visual_run-01_stimuli.mat	49
199.1457	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
199.6478	0.5	3	stimuli/sub-01_task-visual_run-01_stimuli.mat	69
200.1501	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
200.6524	0.5	4	stimuli/sub-01_task-visual_run-01_stimuli.mat	92
201.1544	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
201.6568	0.5	4	stimuli/sub-01_task-visual_run-01_stimuli.mat	101
202.1588	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
202.6611	0.5	1	stimuli/sub-01_task-visual_run-01_stimuli.mat	19
203.1631	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
203.6654	0.5	7	stimuli/sub-01_task-visual_run-01_stimuli.mat	206
204.1678	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
204.6698	0.5	3	stimuli/sub-01_task-visual_run-01_stimuli.mat	74
205.1721	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
205.6741	0.5	5	stimuli/sub-01_task-visual_run-01_stimuli.mat	124
206.1764	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
206.6784	0.5	6	stimuli/sub-01_task-visual_run-01_stimuli.mat	178
207.1808	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
207.6831	0.5	2	stimuli/sub-01_task-visual_run-01_stimuli.mat	40
208.1851	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
208.6874	0.5	4	stimuli/sub-01_task-visual_run-01_stimuli.mat	94
209.1895	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
209.6918	0.5	3	stimuli/sub-01_task-visual_run-01_stimuli.mat	89
210.1938	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
210.6961	0.5	5	stimuli/sub-01_task-visual_run-01_stimuli.mat	122
211.1985	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
211.7005	0.5	2	stimuli/sub-01_task-visual_run-01_stimuli.mat	35
212.2028	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
212.7048	0.5	6	stimuli/sub-01_task-visual_run-01_stimuli.mat	179
213.2071	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
213.7095	0.5	4	stimuli/sub-01_task-visual_run-01_stimuli.mat	98
214.2115	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
214.7138	0.5	7	stimuli/sub-01_task-visual_run-01_stimuli.mat	200
215.2158	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
215.7181	0.5	3	stimuli/sub-01_task-visual_run-01_stimuli.mat	68
216.2202	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
216.7225	0.5	1	stimuli/sub-01_task-visual_run-01_stimuli.mat	18
217.2248	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
217.7268	0.5	4	stimuli/sub-01_task-visual_run-01_stimuli.mat	105
218.2292	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
218.7312	0.5	1	stimuli/sub-01_task-visual_run-01_stimuli.mat	4
219.2335	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
219.7355	0.5	3	stimuli/sub-01_task-visual_run-01_stimuli.mat	73
220.2378	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
220.7402	0.5	4	stimuli/sub-01_task-visual_run-01_stimuli.mat	96
221.2422	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
221.7445	0.5	6	stimuli/sub-01_task-visual_run-01_stimuli.mat	167
222.2465	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
222.7488	0.5	2	stimuli/sub-01_task-visual_run-01_stimuli.mat	54
223.2512	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
223.7532	0.5	6	stimuli/sub-01_task-visual_run-01_stimuli.mat	156
224.2555	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
224.7575	0.5	4	stimuli/sub-01_task-visual_run-01_stimuli.mat	118
225.2599	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
225.7619	0.5	1	stimuli/sub-01_task-visual_run-01_stimuli.mat	11
226.2642	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
226.7665	0.5	5	stimuli/sub-01_task-visual_run-01_stimuli.mat	134
227.2685	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
227.7709	0.5	7	stimuli/sub-01_task-visual_run-01_stimuli.mat	183
228.2729	0.5	8	stimuli/sub-01_task-visual_run-01_stimuli.mat	211
