name	type	units	sampling_frequency	tracked_point	component
lToe_POS_x	POS	m	199.894291754757	lToe	x
lToe_POS_y	POS	m	199.894291754757	lToe	y
lToe_POS_z	POS	m	199.894291754757	lToe	z
lHeel_POS_x	POS	m	199.894291754757	lHeel	x
lHeel_POS_y	POS	m	199.894291754757	lHeel	y
lHeel_POS_z	POS	m	199.894291754757	lHeel	z
lAnk_POS_x	POS	m	199.894291754757	lAnk	x
lAnk_POS_y	POS	m	199.894291754757	lAnk	y
lAnk_POS_z	POS	m	199.894291754757	lAnk	z
lSk1_POS_x	POS	m	199.894291754757	lSk1	x
lSk1_POS_y	POS	m	199.894291754757	lSk1	y
lSk1_POS_z	POS	m	199.894291754757	lSk1	z
lSk2_POS_x	POS	m	199.894291754757	lSk2	x
lSk2_POS_y	POS	m	199.894291754757	lSk2	y
lSk2_POS_z	POS	m	199.894291754757	lSk2	z
lSk3_POS_x	POS	m	199.894291754757	lSk3	x
lSk3_POS_y	POS	m	199.894291754757	lSk3	y
lSk3_POS_z	POS	m	199.894291754757	lSk3	z
lSk4_POS_x	POS	m	199.894291754757	lSk4	x
lSk4_POS_y	POS	m	199.894291754757	lSk4	y
lSk4_POS_z	POS	m	199.894291754757	lSk4	z
lTh1_POS_x	POS	m	199.894291754757	lTh1	x
lTh1_POS_y	POS	m	199.894291754757	lTh1	y
lTh1_POS_z	POS	m	199.894291754757	lTh1	z
lTh2_POS_x	POS	m	199.894291754757	lTh2	x
lTh2_POS_y	POS	m	199.894291754757	lTh2	y
lTh2_POS_z	POS	m	199.894291754757	lTh2	z
lTh3_POS_x	POS	m	199.894291754757	lTh3	x
lTh3_POS_y	POS	m	199.894291754757	lTh3	y
lTh3_POS_z	POS	m	199.894291754757	lTh3	z
lTh4_POS_x	POS	m	199.894291754757	lTh4	x
lTh4_POS_y	POS	m	199.894291754757	lTh4	y
lTh4_POS_z	POS	m	199.894291754757	lTh4	z
rToe_POS_x	POS	m	199.894291754757	rToe	x
rToe_POS_y	POS	m	199.894291754757	rToe	y
rToe_POS_z	POS	m	199.894291754757	rToe	z
rHeel_POS_x	POS	m	199.894291754757	rHeel	x
rHeel_POS_y	POS	m	199.894291754757	rHeel	y
rHeel_POS_z	POS	m	199.894291754757	rHeel	z
rAnk_POS_x	POS	m	199.894291754757	rAnk	x
rAnk_POS_y	POS	m	199.894291754757	rAnk	y
rAnk_POS_z	POS	m	199.894291754757	rAnk	z
rSk1_POS_x	POS	m	199.894291754757	rSk1	x
rSk1_POS_y	POS	m	199.894291754757	rSk1	y
rSk1_POS_z	POS	m	199.894291754757	rSk1	z
rSk2_POS_x	POS	m	199.894291754757	rSk2	x
rSk2_POS_y	POS	m	199.894291754757	rSk2	y
rSk2_POS_z	POS	m	199.894291754757	rSk2	z
rSk3_POS_x	POS	m	199.894291754757	rSk3	x
rSk3_POS_y	POS	m	199.894291754757	rSk3	y
rSk3_POS_z	POS	m	199.894291754757	rSk3	z
rSk4_POS_x	POS	m	199.894291754757	rSk4	x
rSk4_POS_y	POS	m	199.894291754757	rSk4	y
rSk4_POS_z	POS	m	199.894291754757	rSk4	z
rTh1_POS_x	POS	m	199.894291754757	rTh1	x
rTh1_POS_y	POS	m	199.894291754757	rTh1	y
rTh1_POS_z	POS	m	199.894291754757	rTh1	z
rTh2_POS_x	POS	m	199.894291754757	rTh2	x
rTh2_POS_y	POS	m	199.894291754757	rTh2	y
rTh2_POS_z	POS	m	199.894291754757	rTh2	z
rTh3_POS_x	POS	m	199.894291754757	rTh3	x
