onset	duration	trial_type	response_time	sample	value
50.5507812500	n/a	stimulus	n/a	12941	128
54.2812500000	n/a	response	n/a	13896	2
59.6484375000	n/a	response	n/a	15270	8
218.1562500000	n/a	stimulus	n/a	55848	128
221.2656250000	n/a	response	n/a	56644	2
224.0195312500	n/a	response	n/a	57349	4
375.4335937500	n/a	stimulus	n/a	96111	128
378.9179687500	n/a	response	n/a	97003	2
381.0703125000	n/a	response	n/a	97554	4
480.2617187500	n/a	stimulus	n/a	122947	128
484.3007812500	n/a	response	n/a	123981	2
486.4843750000	n/a	response	n/a	124540	4
570.7500000000	n/a	stimulus	n/a	146112	128
573.4765625000	n/a	response	n/a	146810	2
577.5156250000	n/a	response	n/a	147844	4
745.9492187500	n/a	stimulus	n/a	190963	128
749.5976562500	n/a	response	n/a	191897	4
752.3789062500	n/a	response	n/a	192609	4
874.7617187500	n/a	stimulus	n/a	223939	128
877.3789062500	n/a	response	n/a	224609	4
879.5234375000	n/a	response	n/a	225158	2
927.8125000000	n/a	stimulus	n/a	237520	128
930.4609375000	n/a	response	n/a	238198	4
933.0585937500	n/a	response	n/a	238863	4
1050.6015625000	n/a	stimulus	n/a	268954	128
1053.2343750000	n/a	response	n/a	269628	4
1055.6640625000	n/a	response	n/a	270250	2
1225.7500000000	n/a	stimulus	n/a	313792	128
1228.6914062500	n/a	response	n/a	314545	4
1230.8476562500	n/a	response	n/a	315097	4
1380.1875000000	n/a	stimulus	n/a	353328	128
1383.2734375000	n/a	response	n/a	354118	2
1385.4960937500	n/a	response	n/a	354687	4
1424.7500000000	n/a	stimulus	n/a	364736	128
1434.2539062500	n/a	response	n/a	367169	4
1586.5664062500	n/a	stimulus	n/a	406161	128
1591.2500000000	n/a	response	n/a	407360	2
1595.2773437500	n/a	response	n/a	408391	4
1713.5195312500	n/a	stimulus	n/a	438661	128
1716.2734375000	n/a	response	n/a	439366	2
1718.8515625000	n/a	response	n/a	440026	2
2123.9179687500	n/a	stimulus	n/a	543723	128
2127.7539062500	n/a	response	n/a	544705	4
2130.4296875000	n/a	response	n/a	545390	2
2490.3632812500	n/a	stimulus	n/a	637533	128
2495.3476562500	n/a	response	n/a	638809	4
2497.7070312500	n/a	response	n/a	639413	2
2571.9140625000	n/a	stimulus	n/a	658410	128
2574.9765625000	n/a	response	n/a	659194	4
2577.2343750000	n/a	response	n/a	659772	2
2622.5078125000	n/a	stimulus	n/a	671362	128
2627.5390625000	n/a	response	n/a	672650	4
2630.0351562500	n/a	response	n/a	673289	2
