onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
4.000	.967	.551	UNFAMILIAR	13	4	.618	func/u063.bmp
7.207	.970	.450	FAMOUS	5	7	.455	func/f060.bmp
10.632	.883	.589	FAMOUS	6	7	.554	func/f060.bmp
13.722	.962	.433	FAMOUS	5	4	.633	func/f056.bmp
16.996	.847	.548	FAMOUS	6	4	.556	func/f056.bmp
20.119	.923	.479	UNFAMILIAR	13	7	.429	func/u057.bmp
23.226	.898	.404	UNFAMILIAR	14	7	.580	func/u057.bmp
26.333	.878	.445	UNFAMILIAR	13	4	.651	func/u062.bmp
29.407	.955	.429	UNFAMILIAR	14	4	.602	func/u062.bmp
32.113	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
52.641	.972	.494	FAMOUS	5	4	.795	func/f050.bmp
55.815	.829	.424	FAMOUS	6	4	.594	func/f050.bmp
58.989	.854	.582	UNFAMILIAR	15	4	.762	func/u063.bmp
62.179	.963	.533	UNFAMILIAR	13	7	.639	func/u053.bmp
65.336	.915	.403	SCRAMBLED	17	7	.703	func/s059.bmp
68.493	.843	.473	SCRAMBLED	18	7	.521	func/s059.bmp
71.701	.860	.590	SCRAMBLED	17	7	.446	func/s057.bmp
74.807	.945	.472	FAMOUS	5	4	.593	func/f049.bmp
78.031	.926	.511	FAMOUS	6	4	.574	func/f049.bmp
81.154	.855	.425	SCRAMBLED	17	7	.537	func/s061.bmp
84.328	.847	.536	FAMOUS	5	4	.694	func/f055.bmp
87.368	.911	.425	UNFAMILIAR	15	7	.566	func/u053.bmp
90.492	.992	.443	FAMOUS	5	7	.710	func/f062.bmp
93.732	.887	.469	FAMOUS	6	7	.396	func/f062.bmp
96.939	.910	.538	SCRAMBLED	17	7	.599	func/s064.bmp
100.096	.816	.477	SCRAMBLED	19	4	.682	func/s057.bmp
103.270	.920	.588	FAMOUS	5	7	.629	func/f063.bmp
106.393	.879	.407	FAMOUS	5	7	.764	func/f054.bmp
109.567	.940	.519	SCRAMBLED	19	7	.779	func/s061.bmp
112.256	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
132.752	.841	.462	FAMOUS	5	7	.586	func/f057.bmp
135.775	.868	.406	FAMOUS	7	4	.669	func/f055.bmp
138.932	.996	.522	FAMOUS	5	7	.611	func/f053.bmp
142.189	.829	.494	SCRAMBLED	17	7	.976	func/s063.bmp
145.246	.841	.454	SCRAMBLED	18	7	.796	func/s063.bmp
148.453	.883	.593	SCRAMBLED	19	4	.706	func/s064.bmp
151.727	.860	.599	UNFAMILIAR	13	4	.902	func/u052.bmp
154.801	.905	.439	FAMOUS	7	7	.704	func/f063.bmp
158.041	.853	.553	SCRAMBLED	17	4	.904	func/s060.bmp
161.231	.892	.563	SCRAMBLED	18	4	.724	func/s060.bmp
164.372	.989	.483	FAMOUS	7	7	.804	func/f054.bmp
167.712	.984	.583	UNFAMILIAR	13	4	.785	func/u058.bmp
171.053	.905	.586	UNFAMILIAR	14	4	.660	func/u058.bmp
174.210	.981	.481	FAMOUS	7	7	.539	func/f057.bmp
177.451	.901	.489	SCRAMBLED	17	7	.751	func/s053.bmp
180.524	.870	.410	FAMOUS	7	7	.804	func/f053.bmp
183.598	.915	.422	FAMOUS	5	4	.682	func/f051.bmp
186.871	.803	.593	FAMOUS	6	4	.770	func/f051.bmp
189.928	.845	.481	SCRAMBLED	17	7	.558	func/s051.bmp
192.952	.878	.408	SCRAMBLED	18	7	.599	func/s051.bmp
196.008	.866	.408	UNFAMILIAR	15	4	.669	func/u052.bmp
198.614	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
219.176	.990	.530	SCRAMBLED	17	7	.805	func/s062.bmp
222.450	.972	.504	SCRAMBLED	18	7	.612	func/s062.bmp
225.741	.871	.546	SCRAMBLED	17	4	.928	func/s054.bmp
228.848	.877	.460	UNFAMILIAR	13	4	.733	func/u049.bmp
231.921	.919	.419	SCRAMBLED	19	7	.620	func/s053.bmp
235.228	.881	.574	UNFAMILIAR	13	4	.647	func/u064.bmp
238.352	.924	.472	FAMOUS	5	4	.907	func/f061.bmp
241.542	.906	.494	SCRAMBLED	17	4	.957	func/s050.bmp
244.766	.850	.540	SCRAMBLED	18	4	.886	func/s050.bmp
247.823	.912	.437	FAMOUS	5	4	.869	func/f064.bmp
250.980	.806	.468	FAMOUS	6	4	.744	func/f064.bmp
254.087	.808	.534	SCRAMBLED	19	7	.679	func/s054.bmp
257.110	.924	.416	SCRAMBLED	17	7	.795	func/s056.bmp
260.368	.903	.568	SCRAMBLED	18	7	.606	func/s056.bmp
263.491	.834	.461	UNFAMILIAR	15	4	.707	func/u049.bmp
266.665	.938	.580	SCRAMBLED	17	7	.665	func/s058.bmp
269.822	.834	.437	UNFAMILIAR	15	7	.702	func/u064.bmp
272.394	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
292.873	.855	.444	FAMOUS	5	4	.784	func/f058.bmp
295.946	.918	.443	FAMOUS	6	4	.619	func/f058.bmp
299.103	.862	.480	FAMOUS	7	7	.638	func/f061.bmp
302.227	.809	.485	SCRAMBLED	17	7	.733	func/s049.bmp
305.334	.825	.531	SCRAMBLED	17	7	.424	func/s052.bmp
308.474	.885	.547	SCRAMBLED	18	7	.704	func/s052.bmp
311.531	.820	.410	SCRAMBLED	17	7	.540	func/s055.bmp
314.621	.837	.456	UNFAMILIAR	13	4	.761	func/u051.bmp
317.811	.834	.583	UNFAMILIAR	14	4	.695	func/u051.bmp
320.818	.885	.403	SCRAMBLED	19	7	.775	func/s058.bmp
324.025	.822	.558	UNFAMILIAR	13	4	.792	func/u060.bmp
327.082	.880	.466	UNFAMILIAR	14	7	.918	func/u060.bmp
330.322	.941	.581	FAMOUS	5	7	.673	func/f059.bmp
333.613	.890	.582	SCRAMBLED	19	7	.581	func/s049.bmp
336.786	.815	.510	UNFAMILIAR	13	4	.775	func/u056.bmp
339.826	.862	.452	UNFAMILIAR	14	4	.819	func/u056.bmp
343.000	.813	.549	UNFAMILIAR	13	7	.660	func/u054.bmp
346.157	.814	.569	SCRAMBLED	19	7	.734	func/s055.bmp
349.314	.893	.584	UNFAMILIAR	13	4	.835	func/u061.bmp
352.454	.811	.473	FAMOUS	5	7	.669	func/f052.bmp
355.010	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
375.589	.965	.549	UNFAMILIAR	13	7	.841	func/u055.bmp
378.779	.975	.464	UNFAMILIAR	14	7	.629	func/u055.bmp
382.003	.831	.472	FAMOUS	7	7	.616	func/f059.bmp
385.043	.831	.429	UNFAMILIAR	13	4	.835	func/u050.bmp
388.083	.815	.449	UNFAMILIAR	13	4	.769	func/u059.bmp
391.073	.844	.409	UNFAMILIAR	14	4	.676	func/u059.bmp
394.130	.857	.447	UNFAMILIAR	15	7	.837	func/u054.bmp
396.786	.012	0	n/a	999	0	0	func/Circle.bmp
