onset	duration	onset_sample	stim_type	trigger	stim_file
24.33	0	26763	Famous	5	meg/f077.bmp
27.4709	0	30218	Famous	6	meg/f077.bmp
30.5282	0	33581	Scrambled	17	meg/s087.bmp
33.8855	0	37274	Famous	5	meg/f139.bmp
37.1264	0	40839	Famous	6	meg/f139.bmp
40.3	0	44330	Famous	5	meg/f140.bmp
43.4573	0	47803	Famous	6	meg/f140.bmp
46.5655	0	51222	Scrambled	17	meg/s083.bmp
49.8055	0	54786	Scrambled	18	meg/s083.bmp
52.8464	0	58131	Unfamiliar	13	meg/u074.bmp
56.1536	0	61769	Unfamiliar	14	meg/u074.bmp
59.3945	0	65334	Scrambled	17	meg/s119.bmp
62.5182	0	68770	Scrambled	18	meg/s119.bmp
65.6918	0	72261	Scrambled	19	meg/s087.bmp
68.9164	0	75808	Famous	5	meg/f002.bmp
71.94	0	79134	Famous	6	meg/f002.bmp
74.9482	0	82443	Unfamiliar	13	meg/u104.bmp
78.1373	0	85951	Scrambled	17	meg/s103.bmp
81.2282	0	89351	Scrambled	17	meg/s023.bmp
84.3182	0	92750	Famous	5	meg/f042.bmp
87.4591	0	96205	Unfamiliar	13	meg/u016.bmp
90.75	0	99825	Unfamiliar	13	meg/u090.bmp
93.9745	0	103372	Unfamiliar	14	meg/u090.bmp
97.2655	0	106992	Unfamiliar	15	meg/u104.bmp
100.339	0	110373	Unfamiliar	13	meg/u137.bmp
103.58	0	113938	Unfamiliar	14	meg/u137.bmp
106.787	0	117466	Scrambled	19	meg/s103.bmp
109.911	0	120902	Unfamiliar	13	meg/u149.bmp
113.135	0	124448	Scrambled	19	meg/s023.bmp
116.309	0	127940	Scrambled	17	meg/s038.bmp
119.566	0	131523	Famous	7	meg/f042.bmp
122.774	0	135051	Famous	5	meg/f057.bmp
125.881	0	138469	Unfamiliar	15	meg/u016.bmp
129.055	0	141960	Unfamiliar	13	meg/u015.bmp
132.078	0	145286	Famous	5	meg/f090.bmp
135.235	0	148759	Scrambled	17	meg/s092.bmp
138.577	0	152435	Unfamiliar	15	meg/u149.bmp
141.735	0	155908	Famous	5	meg/f119.bmp
144.741	0	159215	Scrambled	19	meg/s038.bmp
147.932	0	162725	Scrambled	17	meg/s099.bmp
151.156	0	166272	Scrambled	18	meg/s099.bmp
154.23	0	169653	Famous	7	meg/f057.bmp
157.387	0	173126	Scrambled	17	meg/s063.bmp
160.562	0	176618	Scrambled	18	meg/s063.bmp
163.718	0	180090	Unfamiliar	15	meg/u015.bmp
167.025	0	183728	Scrambled	17	meg/s056.bmp
170.217	0	187239	Scrambled	18	meg/s056.bmp
173.391	0	190730	Famous	7	meg/f090.bmp
176.481	0	194129	Scrambled	17	meg/s068.bmp
179.672	0	197639	Scrambled	19	meg/s092.bmp
182.963	0	201259	Scrambled	17	meg/s120.bmp
186.17	0	204787	Scrambled	18	meg/s120.bmp
189.361	0	208297	Famous	7	meg/f119.bmp
192.418	0	211660	Unfamiliar	13	meg/u127.bmp
195.608	0	215169	Famous	5	meg/f132.bmp
198.833	0	218716	Famous	5	meg/f059.bmp
201.89	0	222079	Famous	6	meg/f059.bmp
204.93	0	225423	Unfamiliar	13	meg/u123.bmp
208.187	0	229006	Unfamiliar	14	meg/u123.bmp
211.328	0	232461	Scrambled	19	meg/s068.bmp
214.518	0	235970	Scrambled	17	meg/s055.bmp
217.743	0	239517	Unfamiliar	13	meg/u038.bmp
220.901	0	242991	Unfamiliar	14	meg/u038.bmp
224.007	0	246408	Unfamiliar	15	meg/u127.bmp
227.165	0	249881	Unfamiliar	13	meg/u124.bmp
230.322	0	253354	Unfamiliar	14	meg/u124.bmp
233.495	0	256845	Famous	7	meg/f132.bmp
236.836	0	260520	Scrambled	17	meg/s033.bmp
240.045	0	264049	Famous	5	meg/f054.bmp
243.068	0	267375	Famous	6	meg/f054.bmp
246.208	0	270829	Famous	5	meg/f074.bmp
249.465	0	274412	Famous	6	meg/f074.bmp
252.674	0	277941	Scrambled	19	meg/s055.bmp
255.714	0	281285	Famous	5	meg/f086.bmp
258.837	0	284721	Famous	6	meg/f086.bmp
261.945	0	288139	Famous	5	meg/f009.bmp
265.202	0	291722	Famous	6	meg/f009.bmp
268.359	0	295195	Famous	5	meg/f038.bmp
271.534	0	298687	Famous	6	meg/f038.bmp
274.641	0	302105	Scrambled	19	meg/s033.bmp
277.747	0	305522	Unfamiliar	13	meg/u100.bmp
280.922	0	309014	Famous	5	meg/f065.bmp
284.095	0	312505	Unfamiliar	13	meg/u103.bmp
287.386	0	316125	Unfamiliar	13	meg/u036.bmp
290.46	0	319506	Scrambled	17	meg/s107.bmp
293.635	0	322998	Unfamiliar	13	meg/u034.bmp
296.792	0	326471	Unfamiliar	14	meg/u034.bmp
299.949	0	329944	Unfamiliar	15	meg/u100.bmp
303.173	0	333490	Unfamiliar	13	meg/u125.bmp
306.531	0	337184	Unfamiliar	14	meg/u125.bmp
309.722	0	340694	Famous	7	meg/f065.bmp
312.895	0	344185	Unfamiliar	13	meg/u145.bmp
316.003	0	347603	Unfamiliar	15	meg/u103.bmp
319.226	0	351149	Scrambled	17	meg/s139.bmp
322.451	0	354696	Unfamiliar	15	meg/u036.bmp
325.575	0	358132	Scrambled	17	meg/s004.bmp
328.899	0	361789	Scrambled	19	meg/s107.bmp
332.106	0	365317	Scrambled	17	meg/s095.bmp
335.264	0	368790	Scrambled	18	meg/s095.bmp
338.487	0	372336	Unfamiliar	13	meg/u021.bmp
341.662	0	375828	Unfamiliar	14	meg/u021.bmp
344.919	0	379411	Famous	5	meg/f044.bmp
348.11	0	382921	Famous	6	meg/f044.bmp
351.351	0	386486	Unfamiliar	15	meg/u145.bmp
354.475	0	389922	Unfamiliar	13	meg/u022.bmp
357.749	0	393524	Unfamiliar	14	meg/u022.bmp
360.889	0	396978	Scrambled	19	meg/s139.bmp
364.064	0	400470	Famous	5	meg/f028.bmp
367.387	0	404126	Scrambled	19	meg/s004.bmp
370.562	0	407618	Scrambled	17	meg/s014.bmp
373.753	0	411128	Unfamiliar	13	meg/u113.bmp
376.96	0	414656	Famous	5	meg/f143.bmp
380.234	0	418257	Unfamiliar	13	meg/u033.bmp
383.425	0	421767	Scrambled	17	meg/s118.bmp
386.715	0	425387	Scrambled	18	meg/s118.bmp
389.906	0	428897	Famous	7	meg/f028.bmp
393.115	0	432426	Unfamiliar	13	meg/u111.bmp
396.405	0	436045	Unfamiliar	14	meg/u111.bmp
399.562	0	439518	Scrambled	19	meg/s014.bmp
402.703	0	442973	Famous	5	meg/f129.bmp
405.86	0	446446	Unfamiliar	15	meg/u113.bmp
409.017	0	449919	Scrambled	17	meg/s114.bmp
412.257	0	453483	Famous	7	meg/f143.bmp
415.582	0	457140	Famous	5	meg/f111.bmp
418.589	0	460448	Unfamiliar	15	meg/u033.bmp
421.746	0	463921	Unfamiliar	13	meg/u086.bmp
424.92	0	467412	Unfamiliar	14	meg/u086.bmp
428.061	0	470867	Famous	5	meg/f004.bmp
431.201	0	474321	Famous	6	meg/f004.bmp
434.475	0	477923	Unfamiliar	13	meg/u066.bmp
437.666	0	481433	Famous	7	meg/f129.bmp
440.69	0	484759	Scrambled	17	meg/s093.bmp
444.015	0	488416	Scrambled	18	meg/s093.bmp
447.172	0	491889	Scrambled	19	meg/s114.bmp
450.379	0	495417	Famous	5	meg/f072.bmp
453.385	0	498724	Famous	6	meg/f072.bmp
456.71	0	502381	Famous	7	meg/f111.bmp
459.985	0	505983	Unfamiliar	13	meg/u070.bmp
463.075	0	509382	Unfamiliar	14	meg/u070.bmp
466.182	0	512800	Famous	5	meg/f022.bmp
469.224	0	516146	Scrambled	17	meg/s048.bmp
472.296	0	519526	Unfamiliar	15	meg/u066.bmp
475.487	0	523036	Famous	5	meg/f051.bmp
478.627	0	526490	Scrambled	17	meg/s149.bmp
481.785	0	529963	Scrambled	17	meg/s025.bmp
484.892	0	533381	Scrambled	18	meg/s025.bmp
