onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	junk	1	1	0.235	50	0.742	1	0
3.0	1.5	go	0	0	0.0	49	0.359	1	0
6.0	1.5	go	0	1	0.0	50	0.35	1	0
8.5	1.5	go	0	0	0.0	49	0.402	1	0
11.0	1.5	failed stop	1	1	0.315	50	0.35	1	0
14.0	1.5	go	0	0	0.0	49	0.349	1	0
16.125	1.5	go	0	0	0.0	49	0.488	1	0
18.625	1.5	go	0	1	0.0	50	0.483	1	0
20.625	1.5	go	0	1	0.0	50	0.435	1	0
22.75	1.5	go	0	0	0.0	49	0.414	1	0
25.0	1.5	go	0	0	0.0	49	0.475	1	0
27.75	1.5	successful stop	1	1	0.275	0	0.0	0	1
30.625	1.5	go	0	1	0.0	50	0.913	1	0
32.75	1.5	successful stop	1	1	0.195	0	0.0	0	1
35.0	1.5	go	0	0	0.0	49	0.378	1	0
38.0	1.5	go	0	0	0.0	49	0.393	1	0
41.5	1.5	successful stop	1	0	0.235	0	0.0	0	1
43.625	1.5	go	0	0	0.0	49	0.447	1	0
45.625	1.5	go	0	1	0.0	50	0.591	1	0
48.625	1.5	go	0	1	0.0	50	0.447	1	0
51.625	1.5	go	0	0	0.0	49	0.414	1	0
53.75	1.5	failed stop	1	0	0.275	49	0.377	1	0
55.75	1.5	go	0	1	0.0	50	0.464	1	0
58.5	1.5	go	0	1	0.0	50	0.402	1	0
61.625	1.5	go	0	0	0.0	49	0.396	1	0
64.5	1.5	failed stop	1	0	0.315	49	0.345	1	0
69.125	1.5	go	0	1	0.0	50	0.415	1	0
71.5	1.5	go	0	1	0.0	50	0.376	1	0
73.75	1.5	go	0	0	0.0	49	0.429	1	0
76.125	1.5	go	0	1	0.0	50	0.43	1	0
78.875	1.5	go	0	1	0.0	50	0.383	1	0
81.0	1.5	successful stop	1	0	0.195	0	0.0	0	1
83.375	1.5	go	0	0	0.0	49	0.459	1	0
86.375	1.5	go	0	0	0.0	49	0.938	1	0
90.5	1.5	failed stop	1	1	0.275	50	0.357	1	0
93.625	1.5	go	0	1	0.0	50	0.399	1	0
95.875	1.5	go	0	0	0.0	49	0.365	1	0
98.0	1.5	go	0	0	0.0	49	0.471	1	0
100.375	1.5	go	0	1	0.0	50	0.416	1	0
103.625	1.5	successful stop	1	1	0.235	0	0.0	0	1
106.625	1.5	go	0	1	0.0	50	0.365	1	0
108.875	1.5	failed stop	1	1	0.235	50	0.363	1	0
111.75	1.5	go	0	0	0.0	49	0.535	1	0
114.0	1.5	go	0	0	0.0	49	0.388	1	0
116.125	1.5	go	0	0	0.0	49	0.343	1	0
121.125	1.5	go	0	0	0.0	49	0.366	1	0
123.125	1.5	go	0	1	0.0	50	0.47	1	0
125.125	1.5	successful stop	1	1	0.195	0	0.0	0	1
127.125	1.5	go	0	1	0.0	50	0.454	1	0
129.125	1.5	go	0	1	0.0	50	0.397	1	0
132.125	1.5	go	0	0	0.0	49	0.365	1	0
135.5	1.5	successful stop	1	0	0.275	0	0.0	0	1
138.25	1.5	failed stop	1	0	0.275	49	0.351	1	0
141.75	1.5	go	0	1	0.0	50	0.394	1	0
143.875	1.5	go	0	1	0.0	50	0.364	1	0
146.5	1.5	go	0	0	0.0	49	0.379	1	0
150.625	1.5	go	0	1	0.0	50	0.445	1	0
152.75	1.5	go	0	1	0.0	50	0.47	1	0
155.875	1.5	go	0	0	0.0	49	0.443	1	0
159.125	1.5	successful stop	1	0	0.195	0	0.0	0	1
163.0	1.5	failed stop	1	0	0.235	49	0.388	1	0
165.5	1.5	go	0	0	0.0	49	0.408	1	0
168.0	1.5	go	0	1	0.0	50	0.395	1	0
170.75	1.5	go	0	1	0.0	50	0.445	1	0
174.25	1.5	go	0	0	0.0	49	0.592	1	0
179.25	1.5	go	0	0	0.0	49	0.408	1	0
181.375	1.5	go	0	1	0.0	50	0.746	1	0
183.625	1.5	failed stop	1	1	0.315	50	0.312	1	0
185.75	1.5	go	0	0	0.0	49	0.403	1	0
187.75	1.5	go	0	1	0.0	50	0.426	1	0
190.625	1.5	go	0	0	0.0	49	0.423	1	0
192.625	1.5	successful stop	1	1	0.315	0	0.0	0	1
195.5	1.5	go	0	0	0.0	49	0.379	1	0
198.875	1.5	go	0	1	0.0	50	0.579	1	0
201.125	1.5	failed stop	1	1	0.275	50	0.353	1	0
204.125	1.5	go	0	0	0.0	49	0.448	1	0
206.25	1.5	go	0	0	0.0	49	0.427	1	0
208.5	1.5	go	0	0	0.0	49	0.393	1	0
210.75	1.5	go	0	1	0.0	50	0.455	1	0
213.25	1.5	failed stop	1	1	0.315	50	0.355	1	0
216.5	1.5	go	0	1	0.0	50	0.4	1	0
221.5	1.5	go	0	1	0.0	50	0.423	1	0
225.25	1.5	successful stop	1	0	0.195	0	0.0	0	1
228.0	1.5	go	0	0	0.0	49	0.529	1	0
231.25	1.5	go	0	0	0.0	49	0.407	1	0
234.875	1.5	go	0	1	0.0	50	0.389	1	0
239.875	1.5	successful stop	1	0	0.235	0	0.0	0	1
245.125	1.5	go	0	1	0.0	50	0.306	1	0
247.875	1.5	go	0	1	0.0	50	0.323	1	0
250.25	1.5	go	0	0	0.0	49	0.412	1	0
252.875	1.5	go	0	1	0.0	50	0.354	1	0
256.25	1.5	successful stop	1	0	0.235	0	0.0	0	1
258.25	1.5	successful stop	1	0	0.195	0	0.0	0	1
262.0	1.5	go	0	0	0.0	49	0.492	1	0
265.5	1.5	go	0	1	0.0	50	0.391	1	0
268.75	1.5	go	0	1	0.0	50	0.437	1	0
270.875	1.5	go	0	1	0.0	50	0.431	1	0
272.875	1.5	go	0	0	0.0	49	0.543	1	0
275.625	1.5	go	0	0	0.0	49	0.377	1	0
278.75	1.5	failed stop	1	1	0.315	50	0.427	1	0
281.625	1.5	successful stop	1	1	0.315	0	0.0	0	1
286.625	1.5	go	0	0	0.0	49	0.375	1	0
288.875	1.5	go	0	1	0.0	50	0.7	1	0
291.125	1.5	go	0	0	0.0	49	0.37	1	0
293.125	1.5	go	0	0	0.0	49	0.402	1	0
296.625	1.5	go	0	0	0.0	49	0.693	1	0
299.0	1.5	failed stop	1	1	0.315	50	0.382	1	0
302.625	1.5	go	0	1	0.0	50	0.46	1	0
305.0	1.5	go	0	0	0.0	49	0.381	1	0
309.625	1.5	go	0	0	0.0	49	0.403	1	0
311.875	1.5	successful stop	1	1	0.235	0	0.0	0	1
314.5	1.5	go	0	1	0.0	50	0.351	1	0
317.375	1.5	go	0	1	0.0	50	0.388	1	0
319.375	1.5	go	0	0	0.0	49	0.371	1	0
321.75	1.5	go	0	1	0.0	50	0.388	1	0
323.75	1.5	successful stop	1	0	0.195	0	0.0	0	1
326.5	1.5	go	0	0	0.0	49	0.429	1	0
328.5	1.5	go	0	1	0.0	50	0.437	1	0
332.125	1.5	successful stop	1	0	0.275	0	0.0	0	1
334.375	1.5	go	0	1	0.0	50	0.537	1	0
336.5	1.5	go	0	1	0.0	50	0.755	1	0
340.0	1.5	successful stop	1	0	0.195	0	0.0	0	1
342.0	1.5	go	0	0	0.0	49	0.43	1	0
344.375	1.5	go	0	1	0.0	50	0.359	1	0
347.0	1.5	go	0	0	0.0	49	0.645	1	0
349.625	1.5	go	0	1	0.0	50	0.356	1	0
354.375	1.5	failed stop	1	0	0.275	49	0.414	1	0
358.875	1.5	go	0	1	0.0	50	0.537	1	0
