onset	duration	onset_sample	stim_type	trigger	stim_file
24.0591	0	26465	Famous	5	meg/f101.bmp
27.3836	0	30122	Unfamiliar	13	meg/u013.bmp
30.5736	0	33631	Unfamiliar	14	meg/u013.bmp
33.6982	0	37068	Scrambled	17	meg/s038.bmp
36.8882	0	40577	Scrambled	17	meg/s001.bmp
40.0627	0	44069	Scrambled	18	meg/s001.bmp
43.27	0	47597	Scrambled	17	meg/s089.bmp
46.3773	0	51015	Scrambled	18	meg/s089.bmp
49.5673	0	54524	Unfamiliar	13	meg/u147.bmp
52.6745	0	57942	Famous	7	meg/f101.bmp
55.7991	0	61379	Scrambled	17	meg/s088.bmp
58.9391	0	64833	Scrambled	17	meg/s098.bmp
62.18	0	68398	Scrambled	18	meg/s098.bmp
65.4045	0	71945	Scrambled	19	meg/s038.bmp
68.5782	0	75436	Famous	5	meg/f142.bmp
71.8355	0	79019	Scrambled	17	meg/s085.bmp
75.0273	0	82530	Scrambled	18	meg/s085.bmp
78.2509	0	86076	Scrambled	17	meg/s131.bmp
81.5918	0	89751	Unfamiliar	15	meg/u147.bmp
84.8327	0	93316	Famous	5	meg/f052.bmp
87.9564	0	96752	Famous	6	meg/f052.bmp
91.1473	0	100262	Scrambled	19	meg/s088.bmp
94.3873	0	103826	Famous	5	meg/f024.bmp
97.5282	0	107281	Famous	6	meg/f024.bmp
100.785	0	110864	Scrambled	17	meg/s091.bmp
104.044	0	114448	Famous	7	meg/f142.bmp
107.167	0	117884	Unfamiliar	13	meg/u138.bmp
110.375	0	121412	Scrambled	17	meg/s059.bmp
113.498	0	124848	Scrambled	19	meg/s131.bmp
116.755	0	128431	Famous	5	meg/f084.bmp
119.98	0	131978	Scrambled	17	meg/s147.bmp
123.07	0	135377	Scrambled	18	meg/s147.bmp
126.211	0	138832	Scrambled	17	meg/s142.bmp
129.518	0	142470	Scrambled	18	meg/s142.bmp
132.659	0	145925	Scrambled	19	meg/s091.bmp
135.884	0	149472	Scrambled	17	meg/s133.bmp
139.074	0	152981	Scrambled	18	meg/s133.bmp
142.432	0	156675	Unfamiliar	15	meg/u138.bmp
145.673	0	160240	Scrambled	17	meg/s140.bmp
148.713	0	163584	Scrambled	19	meg/s059.bmp
151.854	0	167039	Scrambled	17	meg/s008.bmp
155.111	0	170622	Famous	7	meg/f084.bmp
158.353	0	174188	Unfamiliar	13	meg/u077.bmp
