onset	duration	onset_sample	stim_type	trigger	stim_file
23.04	0	25344	Famous	5	meg/f015.bmp
26.28	0	28908	Scrambled	17	meg/s114.bmp
29.4209	0	32363	Unfamiliar	13	meg/u054.bmp
32.4445	0	35689	Scrambled	17	meg/s143.bmp
35.6018	0	39162	Famous	5	meg/f097.bmp
38.7755	0	42653	Famous	6	meg/f097.bmp
41.9664	0	46163	Famous	5	meg/f040.bmp
45.2745	0	49802	Famous	7	meg/f015.bmp
48.4827	0	53331	Famous	5	meg/f061.bmp
51.6555	0	56821	Famous	6	meg/f061.bmp
54.9127	0	60404	Scrambled	19	meg/s114.bmp
58.12	0	63932	Unfamiliar	13	meg/u055.bmp
61.3782	0	67516	Unfamiliar	15	meg/u054.bmp
64.6191	0	71081	Famous	5	meg/f100.bmp
67.7764	0	74554	Famous	6	meg/f100.bmp
71.05	0	78155	Scrambled	19	meg/s143.bmp
74.2909	0	81720	Scrambled	17	meg/s044.bmp
77.4145	0	85156	Scrambled	17	meg/s053.bmp
80.6555	0	88721	Famous	7	meg/f040.bmp
83.7964	0	92176	Famous	5	meg/f143.bmp
87.0545	0	95760	Scrambled	17	meg/s122.bmp
90.3109	0	99342	Scrambled	18	meg/s122.bmp
93.3182	0	102650	Unfamiliar	15	meg/u055.bmp
96.4255	0	106068	Unfamiliar	13	meg/u050.bmp
99.4327	0	109376	Unfamiliar	14	meg/u050.bmp
102.573	0	112830	Scrambled	17	meg/s084.bmp
105.764	0	116340	Scrambled	19	meg/s044.bmp
108.905	0	119795	Unfamiliar	13	meg/u074.bmp
112.045	0	123249	Unfamiliar	14	meg/u074.bmp
115.219	0	126741	Scrambled	19	meg/s053.bmp
118.325	0	130158	Famous	5	meg/f104.bmp
121.516	0	133668	Famous	7	meg/f143.bmp
124.807	0	137288	Unfamiliar	13	meg/u100.bmp
127.998	0	140798	Unfamiliar	14	meg/u100.bmp
131.055	0	144161	Scrambled	17	meg/s129.bmp
134.229	0	147652	Scrambled	18	meg/s129.bmp
137.303	0	151033	Scrambled	17	meg/s126.bmp
140.561	0	154617	Scrambled	18	meg/s126.bmp
143.751	0	158126	Scrambled	19	meg/s084.bmp
146.792	0	161471	Scrambled	17	meg/s095.bmp
149.949	0	164944	Scrambled	18	meg/s095.bmp
153.123	0	168435	Famous	5	meg/f005.bmp
156.113	0	171724	Famous	6	meg/f005.bmp
159.421	0	175363	Famous	7	meg/f104.bmp
162.578	0	178836	Unfamiliar	13	meg/u009.bmp
165.618	0	182180	Unfamiliar	14	meg/u009.bmp
168.775	0	185653	Scrambled	17	meg/s047.bmp
171.833	0	189016	Famous	5	meg/f093.bmp
175.124	0	192636	Unfamiliar	13	meg/u070.bmp
178.397	0	196237	Unfamiliar	14	meg/u070.bmp
181.522	0	199674	Unfamiliar	13	meg/u066.bmp
184.78	0	203258	Unfamiliar	13	meg/u103.bmp
187.936	0	206730	Unfamiliar	14	meg/u103.bmp
190.944	0	210038	Famous	5	meg/f074.bmp
194.101	0	213511	Scrambled	19	meg/s047.bmp
197.325	0	217058	Unfamiliar	13	meg/u042.bmp
200.582	0	220640	Unfamiliar	14	meg/u042.bmp
203.589	0	223948	Famous	7	meg/f093.bmp
206.88	0	227568	Scrambled	17	meg/s081.bmp
210.105	0	231115	Scrambled	18	meg/s081.bmp
213.262	0	234588	Famous	5	meg/f118.bmp
216.419	0	238061	Unfamiliar	15	meg/u066.bmp
219.693	0	241662	Scrambled	17	meg/s136.bmp
222.95	0	245245	Famous	5	meg/f063.bmp
226.041	0	248645	Famous	7	meg/f074.bmp
229.115	0	252027	Scrambled	17	meg/s139.bmp
232.339	0	255573	Scrambled	18	meg/s139.bmp
235.445	0	258990	Unfamiliar	13	meg/u026.bmp
238.553	0	262408	Unfamiliar	14	meg/u026.bmp
241.76	0	265936	Famous	5	meg/f010.bmp
244.817	0	269299	Famous	7	meg/f118.bmp
247.992	0	272791	Unfamiliar	13	meg/u060.bmp
251.082	0	276190	Scrambled	19	meg/s136.bmp
254.189	0	279608	Unfamiliar	13	meg/u141.bmp
257.43	0	283173	Unfamiliar	14	meg/u141.bmp
260.721	0	286793	Famous	7	meg/f063.bmp
263.912	0	290303	Scrambled	17	meg/s024.bmp
267.152	0	293867	Unfamiliar	13	meg/u002.bmp
270.41	0	297451	Unfamiliar	14	meg/u002.bmp
273.484	0	300832	Scrambled	17	meg/s037.bmp
276.574	0	304231	Famous	7	meg/f010.bmp
279.898	0	307888	Famous	5	meg/f109.bmp
283.239	0	311563	Unfamiliar	15	meg/u060.bmp
286.446	0	315091	Unfamiliar	13	meg/u130.bmp
289.655	0	318620	Unfamiliar	14	meg/u130.bmp
292.695	0	321965	Scrambled	17	meg/s119.bmp
295.952	0	325547	Scrambled	19	meg/s024.bmp
299.159	0	329075	Scrambled	17	meg/s096.bmp
302.3	0	332530	Scrambled	18	meg/s096.bmp
305.507	0	336058	Scrambled	17	meg/s072.bmp
308.815	0	339696	Scrambled	18	meg/s072.bmp
312.039	0	343243	Scrambled	19	meg/s037.bmp
315.029	0	346532	Unfamiliar	13	meg/u098.bmp
318.204	0	350024	Famous	7	meg/f109.bmp
321.477	0	353625	Unfamiliar	13	meg/u085.bmp
324.585	0	357044	Famous	5	meg/f045.bmp
327.775	0	360553	Famous	6	meg/f045.bmp
330.933	0	364026	Scrambled	19	meg/s119.bmp
