name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	44.33434296	55.41255373	120.8844284	n/a	n/a	n/a
Rx1	detector	23.69881172	73.06522163	100.94812	n/a	n/a	n/a
Rx4	detector	19.24103265	25.44995974	146.5497645	n/a	n/a	n/a
Rx3	detector	-12.05626216	57.03774896	132.1859882	n/a	n/a	n/a
Rx6	detector	-42.74515812	75.72261488	80.15722348	n/a	n/a	n/a
Rx5	detector	64.61991186	69.06341663	51.04236798	n/a	n/a	n/a
Rx8	detector	-62.94133211	48.00112578	111.4870965	n/a	n/a	n/a
Rx7	detector	32.42541756	80.7917397	68.05273202	n/a	n/a	n/a
Rx9	detector	71.95136936	-59.09511192	61.15800071	n/a	n/a	n/a
Rx11	detector	40.8408337	-68.73801493	80.5168954	n/a	n/a	n/a
Rx10	detector	-41.12720242	-72.25768323	82.2471358	n/a	n/a	n/a
Rx12	detector	-62.03693547	-50.57878616	108.0302245	n/a	n/a	n/a
Tx1a	source	54.55303068	53.56657531	114.9305845	n/a	n/a	n/a
Tx4	source	48.26753399	24.74716802	133.2308494	n/a	n/a	n/a
Tx1b	source	33.14892437	71.34287131	97.91959115	n/a	n/a	n/a
Tx3	source	15.14267986	50.13228282	129.9204717	n/a	n/a	n/a
Tx1c	source	20.52904857	15.83603564	147.2271606	n/a	n/a	n/a
Tx2	source	1.736897566	76.81134796	105.7077871	n/a	n/a	n/a
Tx5	source	-11.57667589	21.12581964	147.7971004	n/a	n/a	n/a
Tx1d	source	-21.41150214	57.39554512	131.1409186	n/a	n/a	n/a
Tx6a	source	-38.75365036	78.4501854	74.60263636	n/a	n/a	n/a
Tx9	source	-75.96246342	59.03763739	80.11103427	n/a	n/a	n/a
Tx6b	source	72.35899543	65.11998915	46.66142729	n/a	n/a	n/a
Tx8	source	34.72636574	81.04310385	35.80458714	n/a	n/a	n/a
Tx6c	source	-65.15919262	42.70177727	115.6076642	n/a	n/a	n/a
Tx7	source	58.94679674	67.85858186	78.06319205	n/a	n/a	n/a
Tx10	source	-37.32327825	67.99744924	114.1634934	n/a	n/a	n/a
Tx6d	source	24.66904482	81.09621081	71.43838342	n/a	n/a	n/a
Tx12	source	42.19082696	-77.491307	50.13671594	n/a	n/a	n/a
Tx13	source	65.69521935	-55.32502072	89.75282516	n/a	n/a	n/a
Tx14	source	-71.08298638	-60.25442991	78.9311245	n/a	n/a	n/a
Tx15	source	-29.99418104	-63.19045727	110.8360029	n/a	n/a	n/a
Tx11a	source	79.72816166	-55.48603775	54.72374229	n/a	n/a	n/a
Tx11b	source	-35.40528027	-74.13613155	76.32628547	n/a	n/a	n/a
Tx11c	source	30.96227363	-70.50123778	83.20227458	n/a	n/a	n/a
Tx11d	source	-64.32572351	-42.0306312	112.4312911	n/a	n/a	n/a
