response_time	button_press	stim_file
0.954	2	meg/u079.bmp
0.74	1	meg/f038.bmp
0.968	2	meg/f017.bmp
0.899	2	meg/u093.bmp
1.225	2	meg/u124.bmp
0.864	1	meg/u046.bmp
1.191	2	meg/f135.bmp
1.424	2	meg/u082.bmp
1.079	1	meg/u057.bmp
0.837	1	meg/u086.bmp
1.012	1	meg/u123.bmp
0.965	2	meg/u105.bmp
0.982	2	meg/f103.bmp
1.088	3	meg/f122.bmp
0.822	1	meg/u069.bmp
0.79	1	meg/u150.bmp
0.848	3	meg/f018.bmp
1.151	2	meg/f039.bmp
0.81	1	meg/u142.bmp
0.771	2	meg/u084.bmp
0.734	1	meg/f064.bmp
0.938	2	meg/f091.bmp
0.822	1	meg/u060.bmp
0.998	1	meg/u053.bmp
0.719	3	meg/f057.bmp
0.916	1	meg/f111.bmp
0.945	1	meg/f037.bmp
0.964	2	meg/u107.bmp
0.639	1	meg/u146.bmp
1.135	3	meg/f007.bmp
1.042	1	meg/u033.bmp
0.906	2	meg/f008.bmp
1.07	2	meg/f097.bmp
0.716	3	meg/f078.bmp
0.834	1	meg/u037.bmp
0.81	3	meg/f052.bmp
1.107	2	meg/u122.bmp
0.958	2	meg/u076.bmp
0.921	2	meg/f124.bmp
0.909	1	meg/u149.bmp
0.97	3	meg/u109.bmp
1.244	2	meg/f043.bmp
1.555	2	meg/u111.bmp
0.812	1	meg/f084.bmp
1.109	1	meg/u094.bmp
0.873	2	meg/u004.bmp
0.8	1	meg/u129.bmp
0.881	1	meg/u002.bmp
0.848	2	meg/f030.bmp
1.44	2	meg/f128.bmp
0.806	1	meg/u021.bmp
0.663	3	meg/f026.bmp
0.806	1	meg/u133.bmp
1.215	1	meg/u005.bmp
0.903	2	meg/f059.bmp
1.1	1	meg/f127.bmp
0.705	3	meg/f040.bmp
0.959	2	meg/f107.bmp
0.665	3	meg/f137.bmp
0.833	1	meg/u044.bmp
1.025	1	meg/u061.bmp
0.721	2	meg/f011.bmp
0.948	1	meg/f130.bmp
1.176	2	meg/u081.bmp
1.001	2	meg/u042.bmp
1.219	1	meg/u019.bmp
1.411	2	meg/f042.bmp
0.922	2	meg/f096.bmp
1.167	3	meg/u012.bmp
0.953	1	meg/f060.bmp
0.884	2	meg/f001.bmp
0.754	3	meg/f022.bmp
0.757	1	meg/u031.bmp
1.536	2	meg/f083.bmp
1.163	2	meg/u014.bmp
0.725	1	meg/u011.bmp
0.837	1	meg/f118.bmp
1.181	1	meg/u047.bmp
0.982	1	meg/f125.bmp
0.976	1	meg/f019.bmp
0.682	1	meg/u070.bmp
0.937	3	meg/f013.bmp
1.22	3	meg/u052.bmp
0.972	1	meg/f100.bmp
0.886	2	meg/f121.bmp
0.804	1	meg/u128.bmp
0.917	1	meg/u058.bmp
0.905	3	meg/f020.bmp
0.846	3	meg/f070.bmp
0.949	2	meg/u003.bmp
0.609	1	meg/u062.bmp
1.082	1	meg/f002.bmp
1.08	2	meg/f033.bmp
0.99	2	meg/f028.bmp
0.743	1	meg/f102.bmp
0.835	1	meg/u085.bmp
1.187	1	meg/u117.bmp
0.78	1	meg/f123.bmp
0.662	1	meg/u028.bmp
0.83	1	meg/f047.bmp
0.774	1	meg/f134.bmp
0.721	1	meg/u100.bmp
1.397	1	meg/u138.bmp
1.006	2	meg/f080.bmp
0.878	2	meg/f112.bmp
0.684	1	meg/u119.bmp
0.707	3	meg/f131.bmp
0.752	1	meg/u066.bmp
1.012	1	meg/f056.bmp
0.901	2	meg/u039.bmp
0.89	1	meg/f016.bmp
0.704	1	meg/u130.bmp
0.748	3	meg/f075.bmp
1.432	2	meg/u080.bmp
1.143	2	meg/u041.bmp
0.954	2	meg/u064.bmp
0.917	1	meg/u148.bmp
1.601	1	meg/u088.bmp
0.713	3	meg/f004.bmp
0.911	1	meg/u051.bmp
1.235	2	meg/u043.bmp
0.667	1	meg/u147.bmp
1.034	1	meg/u102.bmp
1.042	2	meg/f049.bmp
0.833	1	meg/u050.bmp
1.562	2	meg/u090.bmp
1.043	1	meg/u072.bmp
0.898	3	meg/f086.bmp
1.224	1	meg/u104.bmp
1.095	1	meg/f045.bmp
1.604	2	meg/u092.bmp
1.036	1	meg/u035.bmp
0.732	1	meg/f114.bmp
0.737	1	meg/u089.bmp
0.668	1	meg/u087.bmp
0.884	1	meg/f099.bmp
0.65	1	meg/u017.bmp
0.897	3	meg/f014.bmp
1.295	1	meg/u071.bmp
1.595	1	meg/u131.bmp
0.707	1	meg/f149.bmp
1.376	1	meg/u099.bmp
0.634	1	meg/u140.bmp
0.946	2	meg/f140.bmp
0.958	2	meg/f063.bmp
0.72	1	meg/u055.bmp
0.709	1	meg/u054.bmp
0.754	1	meg/u024.bmp
1.317	2	meg/u132.bmp
1.617	1	meg/f023.bmp
0.889	2	meg/u040.bmp
1.278	2	meg/f126.bmp
0.907	1	meg/u101.bmp
0.872	3	meg/f139.bmp
0.934	3	meg/f050.bmp
0.675	1	meg/u112.bmp
1.177	2	meg/u001.bmp
0.683	1	meg/u096.bmp
1.241	2	meg/u091.bmp
0.68	1	meg/u095.bmp
0.983	2	meg/f031.bmp
1.241	2	meg/f073.bmp
0.703	3	meg/f034.bmp
0.988	1	meg/u013.bmp
1.141	1	meg/f145.bmp
1.032	2	meg/f072.bmp
0.712	1	meg/u065.bmp
0.941	1	meg/f071.bmp
1.209	2	meg/f106.bmp
1.217	2	meg/f119.bmp
0.889	1	meg/u059.bmp
0.998	2	meg/u022.bmp
1.336	2	meg/f021.bmp
1.027	2	meg/u125.bmp
1.171	1	meg/f094.bmp
0.996	2	meg/f025.bmp
1.174	2	meg/f116.bmp
0.799	1	meg/f093.bmp
1.129	1	meg/u135.bmp
0.933	2	meg/u097.bmp
0.953	1	meg/u020.bmp
1.316	3	meg/f120.bmp
1.52	3	meg/u029.bmp
0.74	1	meg/u127.bmp
1.559	2	meg/f129.bmp
1.537	3	meg/u108.bmp
0.731	1	meg/u120.bmp
0.975	2	meg/f009.bmp
0.977	1	meg/u067.bmp
0.827	2	meg/f115.bmp
0.851	2	meg/f090.bmp
0.747	3	meg/f053.bmp
0.983	1	meg/f150.bmp
0.985	1	meg/u121.bmp
0.875	3	meg/u106.bmp
0.857	1	meg/u077.bmp
0.936	2	meg/f069.bmp
1.059	1	meg/f113.bmp
1.146	1	meg/f141.bmp
0.845	1	meg/f095.bmp
0.917	1	meg/u032.bmp
1.217	1	meg/u118.bmp
0.889	2	meg/f074.bmp
0.903	1	meg/f132.bmp
0.996	2	meg/f082.bmp
1.133	1	meg/u027.bmp
1.081	2	meg/f029.bmp
0.807	1	meg/f148.bmp
1.024	1	meg/u034.bmp
1.143	2	meg/f027.bmp
1.362	1	meg/f015.bmp
0.739	1	meg/u116.bmp
1.119	2	meg/f048.bmp
1.611	1	meg/u083.bmp
1.075	1	meg/u038.bmp
0.888	1	meg/u098.bmp
0.742	3	meg/f044.bmp
0.834	1	meg/u009.bmp
0.89	2	meg/f036.bmp
0.784	1	meg/f087.bmp
0.962	2	meg/u008.bmp
0.709	1	meg/u075.bmp
1.418	2	meg/u026.bmp
