response_time	button_press	stim_file
1.066	3	meg/f012.bmp
1.513	1	meg/f089.bmp
1.324	2	meg/f055.bmp
1.12	1	meg/u110.bmp
1.011	2	meg/u016.bmp
1.172	2	meg/u115.bmp
0.877	2	meg/u103.bmp
1.18	1	meg/f024.bmp
1.077	3	meg/f085.bmp
0.987	2	meg/u010.bmp
1.236	2	meg/u006.bmp
1.036	1	meg/u015.bmp
1.1	2	meg/f054.bmp
1.288	2	meg/u113.bmp
1.22	2	meg/f092.bmp
0.98	1	meg/f104.bmp
1.446	2	meg/f010.bmp
0.884	1	meg/u025.bmp
0.914	1	meg/u073.bmp
1.079	3	meg/f003.bmp
1.149	1	meg/f062.bmp
0.832	1	meg/u114.bmp
0.888	2	meg/u049.bmp
1.366	2	meg/f058.bmp
1.151	2	meg/f108.bmp
0.826	1	meg/u007.bmp
0.683	3	meg/f088.bmp
0.817	3	meg/f147.bmp
0.858	1	meg/u048.bmp
1.121	1	meg/f138.bmp
1.069	2	meg/f066.bmp
0.963	1	meg/u030.bmp
0.91	3	meg/f061.bmp
0.995	1	meg/f068.bmp
0.828	1	meg/u074.bmp
0.821	1	meg/u036.bmp
0.949	1	meg/u139.bmp
0.952	1	meg/f110.bmp
0.907	1	meg/f142.bmp
1.072	2	meg/u078.bmp
0.901	3	meg/f133.bmp
1.107	2	meg/f041.bmp
1.167	3	meg/f065.bmp
0.937	2	meg/f136.bmp
1.029	2	meg/f035.bmp
1.093	2	meg/f098.bmp
0.89	1	meg/u145.bmp
0.935	1	meg/u063.bmp
1.003	2	meg/f046.bmp
0.972	3	meg/f146.bmp
1.462	2	meg/u018.bmp
1.228	1	meg/u023.bmp
0.827	3	meg/f101.bmp
1.259	3	meg/f077.bmp
0.905	1	meg/u137.bmp
1.262	2	meg/u144.bmp
1.188	1	meg/u056.bmp
0.957	2	meg/f067.bmp
0.928	3	meg/f032.bmp
0.924	2	meg/f109.bmp
1.096	1	meg/u068.bmp
0.933	1	meg/u143.bmp
0.689	3	meg/f081.bmp
1.022	1	meg/f144.bmp
1.302	2	meg/f105.bmp
1.083	1	meg/u045.bmp
1.072	1	meg/u136.bmp
1.03	1	meg/f079.bmp
0.878	2	meg/f051.bmp
0.9	1	meg/f143.bmp
0.842	3	meg/f006.bmp
0.978	2	meg/u126.bmp
1.14	1	meg/f005.bmp
0.902	1	meg/u141.bmp
1.059	2	meg/u134.bmp
