onset	duration	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
27.55890909	n/a	show_face_initial	scrambled_face	first_show	1	n/a	17	s044.bmp
28.22072727	n/a	left_press	n/a	n/a	1	n/a	256	n/a
28.43527273	n/a	show_circle	n/a	n/a	1	n/a	0	circle.bmp
30.13527273	n/a	show_cross	n/a	n/a	2	n/a	1	cross.bmp
30.74890909	n/a	show_face	scrambled_face	immediate_repeat	2	1	18	s044.bmp
31.32436364	n/a	left_press	n/a	n/a	2	n/a	256	n/a
31.64981818	n/a	show_circle	n/a	n/a	2	n/a	0	circle.bmp
33.34981818	n/a	show_cross	n/a	n/a	3	n/a	1	cross.bmp
33.83981818	n/a	show_face	unfamiliar_face	first_show	3	n/a	13	u055.bmp
34.66254545	n/a	show_circle	n/a	n/a	3	n/a	0	circle.bmp
34.87618182	n/a	right_press	n/a	n/a	3	n/a	4096	n/a
36.36254545	n/a	show_cross	n/a	n/a	4	n/a	1	cross.bmp
36.92981818	n/a	show_face	unfamiliar_face	first_show	4	n/a	13	u079.bmp
37.65436364	n/a	left_press	n/a	n/a	4	n/a	256	n/a
37.938909090900005	n/a	show_circle	n/a	n/a	4	n/a	0	circle.bmp
39.63890909	n/a	show_cross	n/a	n/a	5	n/a	1	cross.bmp
40.22072727	n/a	show_face	unfamiliar_face	immediate_repeat	5	1	14	u079.bmp
40.698	n/a	left_press	n/a	n/a	5	n/a	256	n/a
41.17527273	n/a	show_circle	n/a	n/a	5	n/a	0	circle.bmp
42.87527273	n/a	show_cross	n/a	n/a	6	n/a	1	cross.bmp
43.42890909	n/a	show_face	famous_face	first_show	6	n/a	5	f121.bmp
44.04254545	n/a	right_press	n/a	n/a	6	n/a	4096	n/a
44.27072727270001	n/a	show_circle	n/a	n/a	6	n/a	0	circle.bmp
45.97072727	n/a	show_cross	n/a	n/a	7	n/a	1	cross.bmp
46.46890909	n/a	show_face	famous_face	first_show	7	n/a	5	f033.bmp
47.24709091	n/a	left_press	n/a	n/a	7	n/a	256	n/a
47.46163636359999	n/a	show_circle	n/a	n/a	7	n/a	0	circle.bmp
49.16163636	n/a	show_cross	n/a	n/a	8	n/a	1	cross.bmp
49.75981818	n/a	show_face	famous_face	immediate_repeat	8	1	6	f033.bmp
50.20890909	n/a	left_press	n/a	n/a	8	n/a	256	n/a
50.73618182	n/a	show_circle	n/a	n/a	8	n/a	0	circle.bmp
52.43618182	n/a	show_cross	n/a	n/a	9	n/a	1	cross.bmp
53.06709091	n/a	show_face	scrambled_face	first_show	9	n/a	17	s028.bmp
53.88709091	n/a	right_press	n/a	n/a	9	n/a	4096	n/a
53.89163636	n/a	show_circle	n/a	n/a	9	n/a	0	circle.bmp
55.59163636	n/a	show_cross	n/a	n/a	10	n/a	1	cross.bmp
56.208	n/a	show_face	scrambled_face	first_show	10	n/a	17	s135.bmp
56.83618182	n/a	left_press	n/a	n/a	10	n/a	256	n/a
57.17709091	n/a	show_circle	n/a	n/a	10	n/a	0	circle.bmp
58.87709091	n/a	show_cross	n/a	n/a	11	n/a	1	cross.bmp
59.41527272729999	n/a	show_face	scrambled_face	immediate_repeat	11	1	18	s135.bmp
59.89527273	n/a	left_press	n/a	n/a	11	n/a	256	n/a
60.37072727	n/a	show_circle	n/a	n/a	11	n/a	0	circle.bmp
62.070727272700005	n/a	show_cross	n/a	n/a	12	n/a	1	cross.bmp
62.67254545	n/a	show_face	unfamiliar_face	delayed_repeat	12	9	15	u055.bmp
63.52345455	n/a	right_press	n/a	n/a	12	n/a	4096	n/a
63.57163636	n/a	show_circle	n/a	n/a	12	n/a	0	circle.bmp
65.27163636	n/a	show_cross	n/a	n/a	13	n/a	1	cross.bmp
65.76345455	n/a	show_face	famous_face	first_show	13	n/a	5	f072.bmp
66.26527273	n/a	left_press	n/a	n/a	13	n/a	256	n/a
66.73709091	n/a	show_circle	n/a	n/a	13	n/a	0	circle.bmp
68.43709091	n/a	show_cross	n/a	n/a	14	n/a	1	cross.bmp
68.93709091	n/a	show_face	scrambled_face	first_show	14	n/a	17	s066.bmp
69.59618182	n/a	left_press	n/a	n/a	14	n/a	256	n/a
69.92072727	n/a	show_circle	n/a	n/a	14	n/a	0	circle.bmp
71.62072727270001	n/a	show_cross	n/a	n/a	15	n/a	1	cross.bmp
72.14436364	n/a	show_face	scrambled_face	immediate_repeat	15	1	18	s066.bmp
72.69527273	n/a	left_press	n/a	n/a	15	n/a	256	n/a
73.14436364	n/a	show_circle	n/a	n/a	15	n/a	0	circle.bmp
74.84436364	n/a	show_cross	n/a	n/a	16	n/a	1	cross.bmp
75.35254545	n/a	show_face	famous_face	delayed_repeat	16	10	7	f121.bmp
76.22890909	n/a	show_circle	n/a	n/a	16	n/a	0	circle.bmp
76.23345455	n/a	right_press	n/a	n/a	16	n/a	4096	n/a
77.92890909	n/a	show_cross	n/a	n/a	17	n/a	1	cross.bmp
78.60981818180001	n/a	show_face	famous_face	first_show	17	n/a	5	f063.bmp
79.25527273	n/a	right_press	n/a	n/a	17	n/a	4096	n/a
