onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.124	2.000	classification-probabilistic	1	1	10	L	1.376	1
5.900	2.000	classification-deterministic	3	2	10	R	1.305	0
13.178	2.000	classification-deterministic	5	2	10	L	1.601	1
18.409	2.000	classification-deterministic	7	2	11	R	1.812	1
25.595	2.000	classification-probabilistic	9	1	3	R	1.615	0
32.596	2.000	classification-probabilistic	11	1	11	R	1.135	1
35.722	2.000	classification-probabilistic	13	1	10	L	1.390	1
40.997	2.000	classification-deterministic	15	2	10	R	1.617	0
44.088	2.000	classification-deterministic	17	2	2	R	1.474	1
48.421	2.000	classification-probabilistic	19	1	3	L	0.997	1
51.688	2.000	classification-probabilistic	21	1	14	R	1.106	1
56.598	2.000	classification-probabilistic	23	1	2	R	0.851	1
60.106	2.000	classification-probabilistic	25	1	10	L	1.439	1
65.498	2.000	classification-probabilistic	27	1	10	R	1.160	0
71.195	2.000	classification-deterministic	29	2	13	L	1.586	1
75.924	2.000	classification-deterministic	31	2	2	R	1.484	1
80.611	2.000	classification-deterministic	33	2	5	R	1.252	1
84.493	2.000	classification-probabilistic	35	1	10	L	1.155	1
91.208	2.000	classification-deterministic	37	2	1	R	1.265	0
97.316	2.000	classification-deterministic	39	2	13	R	1.533	0
101.110	2.000	classification-deterministic	41	2	10	L	1.649	1
105.809	2.000	classification-probabilistic	43	1	3	L	1.761	1
113.207	2.000	classification-deterministic	45	2	2	L	1.468	0
116.419	2.000	classification-probabilistic	47	1	4	L	1.099	1
119.695	2.000	classification-probabilistic	49	1	4	L	1.374	1
124.504	2.000	classification-probabilistic	51	1	5	R	1.463	1
131.819	2.000	classification-deterministic	53	2	1	L	1.348	1
139.398	2.000	classification-probabilistic	55	1	6	L	1.668	1
142.912	2.000	classification-probabilistic	57	1	14	R	1.259	1
146.310	2.000	classification-probabilistic	59	1	3	R	0.909	0
150.304	2.000	classification-probabilistic	61	1	11	R	1.352	1
156.481	2.000	classification-deterministic	63	2	3	L	1.014	0
159.995	2.000	classification-probabilistic	65	1	7	L	1.355	1
163.084	2.000	classification-deterministic	67	2	3	L	0.903	0
167.482	2.000	classification-deterministic	69	2	11	R	1.376	1
170.310	2.000	classification-deterministic	71	2	3	-	0.000	-1
174.297	2.000	classification-deterministic	73	2	13	L	0.961	1
180.317	2.000	classification-probabilistic	75	1	1	L	1.191	0
185.512	2.000	classification-probabilistic	77	1	6	R	1.360	0
190.512	2.000	classification-deterministic	79	2	9	R	0.914	1
195.082	2.000	classification-deterministic	81	2	13	R	1.093	0
199.084	2.000	classification-deterministic	83	2	3	R	1.569	1
202.176	2.000	classification-deterministic	85	2	7	L	1.322	1
208.788	2.000	classification-probabilistic	87	1	8	R	1.485	1
213.401	2.000	classification-probabilistic	89	1	8	L	1.196	0
219.899	2.000	classification-deterministic	91	2	6	L	2.056	1
223.110	2.000	classification-deterministic	93	2	5	R	1.931	1
226.720	2.000	classification-deterministic	95	2	7	R	2.010	0
229.981	2.000	classification-deterministic	97	2	11	L	2.110	0
235.795	2.000	classification-probabilistic	99	1	5	R	1.475	1
240.779	2.000	classification-probabilistic	101	1	5	R	1.526	1
244.184	2.000	classification-deterministic	103	2	12	R	1.528	1
248.098	2.000	classification-probabilistic	105	1	11	R	1.784	1
252.310	2.000	classification-probabilistic	107	1	4	L	1.015	1
257.980	2.000	classification-probabilistic	109	1	3	R	1.888	0
261.689	2.000	classification-probabilistic	111	1	11	R	0.739	1
265.724	2.000	classification-deterministic	113	2	8	-	0.000	-1
272.317	2.000	classification-deterministic	115	2	1	R	0.821	0
275.610	2.000	classification-deterministic	117	2	6	R	1.260	0
281.876	2.000	classification-probabilistic	119	1	13	R	0.806	0
289.125	2.000	classification-probabilistic	121	1	6	R	1.418	0
293.497	2.000	classification-probabilistic	123	1	10	L	1.439	1
299.208	2.000	classification-deterministic	125	2	2	R	1.491	1
304.310	2.000	classification-deterministic	127	2	4	R	1.021	0
307.522	2.000	classification-deterministic	129	2	13	R	1.076	0
310.811	2.000	classification-deterministic	131	2	3	R	1.605	1
316.097	2.000	classification-probabilistic	133	1	11	R	0.789	1
322.321	2.000	classification-probabilistic	135	1	11	R	0.773	1
325.300	2.000	classification-probabilistic	137	1	14	R	1.568	1
328.496	2.000	classification-probabilistic	139	1	10	L	0.992	1
332.481	2.000	classification-deterministic	141	2	1	R	1.253	0
336.613	2.000	classification-deterministic	143	2	7	R	1.395	0
339.809	2.000	classification-deterministic	145	2	3	R	1.378	1
344.013	2.000	classification-deterministic	147	2	5	L	1.250	0
349.207	2.000	classification-deterministic	149	2	2	L	1.658	0
352.719	2.000	classification-probabilistic	151	1	10	R	1.246	0
358.824	2.000	classification-probabilistic	153	1	11	R	0.838	1
362.380	2.000	classification-probabilistic	155	1	10	R	1.089	0
366.776	2.000	classification-probabilistic	157	1	5	R	1.006	1
372.801	2.000	classification-deterministic	159	2	12	R	1.196	1
376.997	2.000	classification-deterministic	161	2	6	R	0.972	0
379.976	2.000	classification-deterministic	163	2	2	R	1.386	1
383.725	2.000	classification-probabilistic	165	1	6	L	1.386	1
386.780	2.000	classification-probabilistic	167	1	5	-	0.000	-1
391.399	2.000	classification-probabilistic	169	1	9	R	0.640	0
395.892	2.000	classification-deterministic	171	2	10	-	0.000	-1
401.178	2.000	classification-deterministic	173	2	7	R	0.780	0
405.303	2.000	classification-probabilistic	175	1	14	R	0.981	1
408.312	2.000	classification-probabilistic	177	1	2	R	0.619	1
411.817	2.000	classification-deterministic	179	2	13	R	1.454	0
416.200	2.000	classification-deterministic	181	2	1	L	1.116	1
422.211	2.000	classification-probabilistic	183	1	11	R	0.700	1
426.586	2.000	classification-probabilistic	185	1	1	R	1.192	1
431.198	2.000	classification-probabilistic	187	1	12	R	0.731	-1
434.613	2.000	classification-deterministic	189	2	10	R	1.090	0
437.725	2.000	classification-deterministic	191	2	7	L	1.334	1
443.278	2.000	classification-probabilistic	193	1	8	R	1.065	1
449.011	2.000	classification-probabilistic	195	1	10	R	0.816	0
452.189	2.000	classification-deterministic	197	2	13	R	1.096	0
456.499	2.000	classification-deterministic	199	2	9	R	0.662	1
