onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.224	2.000	feedback	-1.320	1	2	13	R	1.925	0	L
4.612	2.000	feedback	0.680	2	2	5	R	1.107	1	R
9.088	2.000	feedback	-1.320	3	2	2	L	1.015	0	R
13.613	2.000	feedback	0.680	4	2	5	R	1.314	1	R
18.084	2.000	feedback	0.680	5	2	4	L	1.180	1	L
22.673	n/a	n/a	n/a	6	2	0	L	0.804	-	-
27.174	n/a	n/a	n/a	7	2	0	L	0.609	-	-
31.676	n/a	n/a	n/a	8	2	0	L	0.705	-	-
36.112	2.000	feedback	0.680	9	2	7	L	2.073	1	L
40.588	2.000	feedback	0.680	10	2	2	R	1.590	1	R
45.189	2.000	feedback	0.680	11	2	12	R	1.508	1	R
49.588	2.000	feedback	-1.320	12	2	4	R	2.526	0	L
54.112	2.000	feedback	-1.320	13	2	10	R	2.120	0	L
58.675	n/a	n/a	n/a	14	2	0	L	0.707	-	-
63.174	n/a	n/a	n/a	15	2	0	L	0.585	-	-
67.673	n/a	n/a	n/a	16	2	0	L	0.557	-	-
72.188	2.000	feedback	-1.320	17	2	13	R	2.328	0	L
76.613	2.000	feedback	-1.320	18	2	7	R	2.373	0	L
81.112	2.000	feedback	0.680	19	2	7	L	2.025	1	L
85.588	2.000	feedback	0.680	20	2	1	L	1.988	1	L
90.087	2.000	feedback	0.680	21	2	3	R	1.173	1	R
94.673	n/a	n/a	n/a	22	2	0	L	0.751	-	-
99.174	n/a	n/a	n/a	23	2	0	L	0.794	-	-
103.673	n/a	n/a	n/a	24	2	0	L	0.759	-	-
108.087	2.000	feedback	0.680	25	2	2	R	2.142	1	R
112.588	2.000	feedback	-1.320	26	2	1	R	1.954	0	L
117.184	2.000	feedback	0.680	27	2	11	R	1.882	1	R
121.584	2.000	feedback	0.680	28	2	1	L	0.970	1	L
126.114	2.000	feedback	0.680	29	2	5	R	1.610	1	R
130.674	n/a	n/a	n/a	30	2	0	L	0.768	-	-
135.174	n/a	n/a	n/a	31	2	0	L	0.668	-	-
139.673	n/a	n/a	n/a	32	2	0	L	1.185	-	-
144.112	2.000	feedback	-1.320	33	2	7	R	1.760	0	L
148.587	2.000	feedback	0.680	34	2	1	L	1.212	1	L
153.087	2.000	feedback	0.680	35	2	1	L	0.808	1	L
157.589	2.000	feedback	-1.320	36	2	4	R	1.049	0	L
162.113	2.000	feedback	0.680	37	2	10	L	2.334	1	L
166.676	n/a	n/a	n/a	38	2	0	L	0.928	-	-
171.174	n/a	n/a	n/a	39	2	0	L	0.742	-	-
175.677	n/a	n/a	n/a	40	2	0	L	0.711	-	-
180.111	2.000	feedback	-1.320	41	2	5	L	1.699	0	R
184.589	2.000	feedback	0.680	42	2	4	L	2.059	1	L
189.111	2.000	feedback	0.680	43	2	5	R	1.529	1	R
193.612	2.000	feedback	-1.320	44	2	10	R	1.586	0	L
198.113	2.000	feedback	0.680	45	2	10	L	1.587	1	L
202.677	n/a	n/a	n/a	46	2	0	L	0.910	-	-
207.175	n/a	n/a	n/a	47	2	0	L	1.567	-	-
211.673	n/a	n/a	n/a	48	2	0	L	0.877	-	-
216.189	2.000	feedback	0.680	49	2	12	R	2.012	1	R
220.589	2.000	feedback	0.680	50	2	4	L	1.813	1	L
225.108	2.000	feedback	0.680	51	2	10	L	1.330	1	L
229.613	2.000	feedback	0.680	52	2	9	R	1.134	1	R
234.115	2.000	feedback	0.680	53	2	5	R	1.252	1	R
238.680	n/a	n/a	n/a	54	2	0	L	0.791	-	-
243.173	n/a	n/a	n/a	55	2	0	L	0.922	-	-
247.674	n/a	n/a	n/a	56	2	0	L	0.733	-	-
252.089	2.000	feedback	-1.320	57	2	2	L	1.267	0	R
256.611	2.000	feedback	0.680	58	2	8	R	1.296	1	R
261.088	2.000	feedback	-1.320	59	2	1	R	1.124	0	L
265.687	2.000	feedback	0.680	60	2	11	R	1.743	1	R
270.087	2.000	feedback	-1.320	61	2	2	L	1.431	0	R
274.675	n/a	n/a	n/a	62	2	0	L	1.141	-	-
279.174	n/a	n/a	n/a	63	2	0	L	0.707	-	-
283.674	n/a	n/a	n/a	64	2	0	L	0.896	-	-
288.114	2.000	feedback	-1.320	65	2	7	R	1.578	0	L
292.613	2.000	feedback	-1.320	66	2	10	R	1.784	0	L
297.188	2.000	feedback	0.680	67	2	12	R	1.628	1	R
301.613	2.000	feedback	0.680	68	2	7	L	1.280	1	L
306.112	2.000	feedback	-1.320	69	2	7	R	1.319	0	L
310.666	n/a	n/a	n/a	70	2	0	L	0.800	-	-
315.174	n/a	n/a	n/a	71	2	0	L	0.733	-	-
319.677	n/a	n/a	n/a	72	2	0	L	0.661	-	-
324.111	2.000	feedback	0.680	73	2	7	L	1.453	1	L
328.687	2.000	feedback	0.680	74	2	12	R	1.074	1	R
333.087	2.000	feedback	0.680	75	2	3	R	1.904	1	R
337.612	2.000	feedback	0.680	76	2	10	L	1.476	1	L
342.111	2.000	feedback	0.680	77	2	8	R	1.266	1	R
346.674	n/a	n/a	n/a	78	2	0	L	0.738	-	-
351.174	n/a	n/a	n/a	79	2	0	L	0.831	-	-
355.675	n/a	n/a	n/a	80	2	0	L	0.887	-	-
