onset	duration	trial_type	0	1	2	3
0.120	2.000	English-English-Concrete-Novel	corner	EECn_37	4984	8
5.120	2.000	Spanish-English-Concrete-Novel	frijol	SECn_37	2984	112
8.120	2.000	English-English-Concrete-Repeat	corner	EECr_37	6984	8
15.120	2.000	Spanish-Spanish-Concrete-Novel	pintor	SSCn_37	2984	11
18.120	2.000	English-English-Abstract-Novel	development	EEAn_37	3984	36
22.120	2.000	English-Spanish-Abstract-Novel	danger	ESAn_37	1984	78
24.120	2.000	Spanish-English-Abstract-Novel	sabidur�a	SEAn_37	1984	47
26.120	2.000	Spanish-Spanish-Concrete-Repeat	pintor	SSCr_37	2984	11
29.120	2.000	English-English-Concrete-Novel	fish	EECn_38	5984	6
35.120	2.000	English-English-Concrete-Repeat	fish	EECr_38	7984	6
43.120	2.000	English-Spanish-Concrete-Novel	puddle	ESCn_37	3984	64
47.120	2.000	Spanish-Spanish-Concrete-Novel	mar	SSCn_38	6984	10
54.120	2.000	English-English-Abstract-Repeat	development	EEAr_37	2984	36
57.120	2.000	Spanish-Spanish-Concrete-Repeat	mar	SSCr_38	4984	10
62.120	2.000	English-English-Abstract-Novel	mind	EEAn_38	8984	47
71.120	2.000	Spanish-English-Abstract-Repeat	wisdom	SEAr_37	4984	47
76.120	2.000	English-English-Concrete-Novel	foam	EECn_39	3984	54
80.120	2.000	Spanish-English-Abstract-Novel	celos	SEAn_38	1984	2
82.120	2.000	Spanish-English-Abstract-Repeat	jealousy	SEAr_38	3984	2
86.120	2.000	Spanish-Spanish-Abstract-Novel	acuerdo	SSAn_37	2984	3
89.120	2.000	Spanish-Spanish-Abstract-Repeat	acuerdo	SSAr_37	8984	3
98.120	2.000	Spanish-English-Abstract-Novel	pron�stico	SEAn_39	1984	29
100.120	2.000	English-Spanish-Abstract-Repeat	peligro	ESAr_37	6984	78
107.120	2.000	English-Spanish-Concrete-Repeat	charco	ESCr_37	1984	64
109.120	2.000	English-English-Abstract-Repeat	mind	EEAr_38	2984	47
112.120	2.000	English-Spanish-Concrete-Novel	chicken	ESCn_38	1984	10
114.120	2.000	English-Spanish-Abstract-Novel	excuse	ESAn_38	2984	23
117.120	2.000	Spanish-English-Concrete-Repeat	bean	SECr_37	2984	112
120.120	2.000	Spanish-Spanish-Abstract-Novel	tiempo	SSAn_38	1984	49
122.120	2.000	English-Spanish-Concrete-Repeat	gallina	ESCr_38	2984	10
125.120	2.000	Spanish-Spanish-Concrete-Novel	cincel	SSCn_39	1984	9
127.120	2.000	Spanish-English-Abstract-Repeat	forecast	SEAr_39	2984	29
130.120	2.000	English-English-Concrete-Repeat	foam	EECr_39	3984	54
134.120	2.000	Spanish-Spanish-Concrete-Repeat	cincel	SSCr_39	2984	9
137.120	2.000	English-Spanish-Abstract-Repeat	disculpa	ESAr_38	1984	23
139.120	2.000	English-Spanish-Concrete-Novel	tree	ESCn_39	3984	18
143.120	2.000	English-Spanish-Abstract-Novel	consolation	ESAn_39	2984	38
146.120	2.000	English-English-Abstract-Novel	honesty	EEAn_39	1984	19
148.120	2.000	Spanish-English-Concrete-Novel	repollo	SECn_38	1984	2
150.120	2.000	Spanish-English-Concrete-Repeat	cabbage	SECr_38	6984	2
157.120	2.000	English-Spanish-Concrete-Repeat	�rbol	ESCr_39	3984	18
161.120	2.000	Spanish-English-Abstract-Novel	vida	SEAn_40	3984	38
165.120	2.000	English-English-Abstract-Repeat	honesty	EEAr_39	3984	19
169.120	2.000	Spanish-Spanish-Abstract-Repeat	tiempo	SSAr_38	5984	49
175.120	2.000	English-Spanish-Concrete-Novel	children	ESCn_40	2984	8
178.120	2.000	Spanish-Spanish-Abstract-Novel	tasaci�n	SSAn_39	2984	53
181.120	2.000	English-Spanish-Abstract-Repeat	consuelo	ESAr_39	1984	38
183.120	2.000	English-Spanish-Concrete-Repeat	ni�os	ESCr_40	4984	8
188.120	2.000	English-Spanish-Concrete-Novel	ankle	ESCn_41	4984	24
193.120	2.000	English-English-Concrete-Novel	squirrel	EECn_40	2984	30
196.120	2.000	English-English-Abstract-Novel	assistance	EEAn_40	2984	9
199.120	2.000	Spanish-English-Abstract-Repeat	life	SEAr_40	5984	38
205.120	2.000	English-English-Abstract-Repeat	assistance	EEAr_40	3984	9
209.120	2.000	Spanish-English-Abstract-Novel	siglo	SEAn_41	2984	34
212.120	2.000	English-Spanish-Concrete-Repeat	tobillo	ESCr_41	1984	24
214.120	2.000	English-Spanish-Abstract-Novel	dread	ESAn_40	2984	46
217.120	2.000	Spanish-Spanish-Concrete-Novel	vaca	SSCn_40	5984	21
223.120	2.000	English-English-Concrete-Repeat	squirrel	EECr_40	2984	30
226.120	2.000	English-English-Abstract-Novel	upheaval	EEAn_41	4984	7
231.120	2.000	Spanish-Spanish-Abstract-Repeat	tasaci�n	SSAr_39	1984	53
233.120	2.000	English-English-Abstract-Repeat	upheaval	EEAr_41	4984	7
238.120	2.000	Spanish-Spanish-Concrete-Repeat	vaca	SSCr_40	2984	21
241.120	2.000	Spanish-Spanish-Abstract-Novel	incertidumbre	SSAn_40	1984	15
243.120	2.000	Spanish-English-Abstract-Repeat	century	SEAr_41	3984	34
247.120	2.000	English-English-Abstract-Novel	sorrow	EEAn_42	2984	93
250.120	2.000	English-Spanish-Concrete-Novel	copper	ESCn_42	5984	72
256.120	2.000	Spanish-Spanish-Abstract-Repeat	incertidumbre	SSAr_40	3984	15
260.120	2.000	English-Spanish-Abstract-Repeat	pavor	ESAr_40	6984	46
267.120	2.000	English-Spanish-Abstract-Novel	affection	ESAn_41	2984	25
270.120	2.000	Spanish-English-Abstract-Novel	carrera	SEAn_42	3984	118
274.120	2.000	English-English-Concrete-Novel	sugar	EECn_41	11984	12
286.120	2.000	English-English-Concrete-Repeat	sugar	EECr_41	5984	12
292.120	2.000	English-Spanish-Abstract-Repeat	cari�o	ESAr_41	2984	25
295.120	2.000	English-English-Concrete-Novel	market	EECn_42	3984	88
299.120	2.000	Spanish-Spanish-Abstract-Novel	destreza	SSAn_41	3984	31
303.120	2.000	Spanish-English-Concrete-Novel	mantequilla	SECn_39	3984	14
307.120	2.000	English-Spanish-Abstract-Novel	work	ESAn_42	3984	20
311.120	2.000	Spanish-Spanish-Concrete-Novel	tesorero	SSCn_41	5984	14
317.120	2.000	Spanish-English-Concrete-Repeat	butter	SECr_39	4984	14
322.120	2.000	English-Spanish-Concrete-Repeat	cobre	ESCr_42	2984	72
325.120	2.000	Spanish-Spanish-Concrete-Repeat	tesorero	SSCr_41	1984	14
327.120	2.000	English-Spanish-Abstract-Repeat	trabajo	ESAr_42	2984	20
330.120	2.000	Spanish-Spanish-Abstract-Repeat	destreza	SSAr_41	3984	31
334.120	2.000	Spanish-English-Concrete-Novel	oveja	SECn_40	2984	12
337.120	2.000	Spanish-Spanish-Concrete-Novel	tela	SSCn_42	2984	13
340.120	2.000	English-English-Abstract-Repeat	sorrow	EEAr_42	5984	93
346.120	2.000	Spanish-English-Concrete-Repeat	sheep	SECr_40	3984	12
350.120	2.000	Spanish-Spanish-Concrete-Repeat	tela	SSCr_42	1984	13
352.120	2.000	Spanish-English-Concrete-Novel	manzana	SECn_41	3984	7
356.120	2.000	Spanish-Spanish-Abstract-Novel	habilidad	SSAn_42	2984	38
359.120	2.000	Spanish-English-Concrete-Repeat	apple	SECr_41	3984	7
363.120	2.000	Spanish-English-Concrete-Novel	dinero	SECn_42	16984	17
380.120	2.000	Spanish-English-Concrete-Repeat	money	SECr_42	2984	17
383.120	2.000	English-English-Concrete-Repeat	market	EECr_42	4984	88
388.120	2.000	Spanish-English-Abstract-Repeat	career	SEAr_42	5984	118
394.120	2.000	Spanish-Spanish-Abstract-Repeat	habilidad	SSAr_42	5984	38
