onset	duration	label	channels
n/a	n/a	chan_manual	["EEG025","EEG026","EEG042","EEG048","EEG049","EEG059","EEG060","EEG097","EEG098","EEG101","EEG102","EEG106","EEG107","EEG125","EEG126","EEG127","EEG128"]
n/a	n/a	chan_low_r	["EEG042"]
n/a	n/a	chan_bridge	["EEG025","EEG026","EEG048","EEG049","EEG059","EEG060","EEG097","EEG098","EEG101","EEG102","EEG106","EEG107","EEG125","EEG126","EEG127","EEG128"]
n/a	n/a	chan_rank	["EEG078"]
n/a	n/a	comp_manual	["ICA001","ICA005","ICA009","ICA014","ICA025","ICA028","ICA029","ICA030","ICA032","ICA033","ICA035","ICA036","ICA038","ICA039","ICA040","ICA041","ICA042","ICA045","ICA046","ICA047","ICA048","ICA050","ICA051","ICA052","ICA053","ICA054","ICA055","ICA056","ICA057","ICA058","ICA059","ICA060","ICA061","ICA062","ICA063","ICA064","ICA065","ICA066","ICA067","ICA069","ICA070","ICA071","ICA072","ICA073","ICA074","ICA075","ICA076","ICA077","ICA078","ICA079","ICA080","ICA081","ICA082","ICA083","ICA084","ICA085","ICA086","ICA087","ICA088","ICA089","ICA090","ICA091","ICA092","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099","ICA100","ICA101","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA108","ICA109","ICA110"]
n/a	n/a	comp_ic_rt	["ICA041","ICA044","ICA051","ICA053","ICA054","ICA057","ICA069","ICA073","ICA086","ICA092","ICA101","ICA104","ICA105","ICA106","ICA107","ICA109","ICA110"]
n/a	n/a	comp_brain	["ICA002","ICA003","ICA004","ICA006","ICA007","ICA008","ICA010","ICA011","ICA012","ICA013","ICA015","ICA016","ICA017","ICA018","ICA019","ICA020","ICA021","ICA022","ICA023","ICA024","ICA026","ICA027","ICA031","ICA034","ICA037","ICA040","ICA041","ICA043","ICA045","ICA049","ICA053","ICA054","ICA056","ICA057","ICA065","ICA068","ICA073","ICA081","ICA086","ICA102"]
n/a	n/a	comp_muscle	["ICA025","ICA028","ICA030","ICA033","ICA035","ICA036","ICA038","ICA039","ICA042","ICA050","ICA052","ICA058","ICA059","ICA060","ICA063","ICA064","ICA066","ICA067","ICA071","ICA072","ICA074","ICA080","ICA089"]
n/a	n/a	comp_eye	["ICA029","ICA046"]
n/a	n/a	comp_chan_noise	["ICA001","ICA005","ICA009","ICA014","ICA032","ICA044","ICA047","ICA048","ICA051","ICA055","ICA061","ICA062","ICA069","ICA070","ICA075","ICA076","ICA077","ICA078","ICA079","ICA082","ICA083","ICA084","ICA085","ICA087","ICA088","ICA090","ICA091","ICA092","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099","ICA100","ICA101","ICA103","ICA105","ICA106","ICA107","ICA109","ICA110"]
n/a	n/a	comp_other	["ICA104","ICA108"]
0.0019531	28.8184	manual	n/a
0.0019531	21.8184	out_task	n/a
20.8164	8.0039	in_leadup_fhbc_fade	n/a
21.8184	223.2461	in_task_fhbc_fade	n/a
118.002	3.002	manual	n/a
216.3203	2.4512	manual	n/a
217.002	1.002	ic_lg	n/a
217.002	1.002	ic_hg	n/a
221.002	1.002	ic_dt	n/a
221.002	1.002	ic_a	n/a
245.0625	41.7266	manual	n/a
245.0625	16.1465	out_task	n/a
260.2051	8.0039	in_leadup_fhbc_fade	n/a
261.207	6	in_task_fhbc_fade	n/a
267.2051	12.584	out_task	n/a
278.7852	8.0039	in_leadup_fhbc_fade	n/a
279.7871	222.332	in_task_fhbc_fade	n/a
405.7207	1.7656	manual	n/a
406.002	1.002	ic_hg	n/a
414.002	1.002	ic_dt	n/a
417.002	1.002	ic_a	n/a
502.1172	44.4023	manual	n/a
502.1172	37.4023	out_task	n/a
538.5156	8.0039	in_leadup_fhbc_fade	n/a
539.5176	223.3457	in_task_fhbc_fade	n/a
654.002	1.002	ic_a	n/a
672.002	3.002	manual	n/a
738.002	1.002	ic_dt	n/a
762.8613	52.0977	manual	n/a
762.8613	45.0977	out_task	n/a
806.9551	8.0039	in_leadup_fhbc_fade	n/a
807.957	223.8945	in_task_fhbc_fade	n/a
911.002	3.002	manual	n/a
914.002	1.002	ic_dt	n/a
914.002	1.002	ic_a	n/a
931.002	3.002	manual	n/a
944.002	3.002	manual	n/a
955.002	3.002	manual	n/a
960.002	1.002	manual	n/a
960.002	1.002	ic_sd2	n/a
961.002	1.002	ic_dt	n/a
961.002	1.002	ic_a	n/a
984.002	3.002	manual	n/a
1000.002	3.002	manual	n/a
1021.002	1.002	ic_a	n/a
1031.8496	46.998	manual	n/a
1031.8496	39.998	out_task	n/a
1070.8438	8.0039	in_leadup_fhbc_onset	n/a
1071.8457	270.5098	in_task_fhbc_onset	n/a
1127.002	3.002	manual	n/a
1301.002	1.002	ic_dt	n/a
1301.002	1.002	ic_a	n/a
1342.3535	65.75	manual	n/a
1342.3535	58.75	out_task	n/a
1400.0996	8.0039	in_leadup_fhbc_onset	n/a
1401.1016	270.2617	in_task_fhbc_onset	n/a
1454.002	3.002	manual	n/a
1457.002	1.002	ic_dt	n/a
1474.002	1.002	ic_dt	n/a
1508.002	1.002	ic_dt	n/a
1508.002	1.002	ic_a	n/a
1530.6914	0.96875	manual	n/a
1669.002	1.002	ic_dt	n/a
1669.002	1.002	ic_a	n/a
1669.002	1.002	ic_b	n/a
1671.3613	53.6855	manual	n/a
1671.3613	46.6855	out_task	n/a
1717.043	8.0039	in_leadup_fhbc_onset	n/a
1718.0449	270.793	in_task_fhbc_onset	n/a
1849.002	3.002	manual	n/a
1988.8359	60.8926	manual	n/a
1988.8359	53.8926	out_task	n/a
2041.7246	8.0039	in_leadup_fhbc_onset	n/a
2042.7266	269.4941	in_task_fhbc_onset	n/a
2140.002	3.002	manual	n/a
2166.002	3.002	manual	n/a
2253.002	3.002	manual	n/a
2312.2188	14.7852	manual	n/a
2312.2188	14.7852	out_task	n/a
