onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.02	6.0	rocknroll	8	6	1071	0	rocknroll_002.wav	rocknroll	6	0	0.01559999999972206	3071.5414
12.0	6.0	symphonic	8	6	1077	6	symphonic_003.wav	symphonic	6	0	0.002899999999954161	3083.5408
24.0	6.0	rocknroll	8	6	1083	12	rocknroll_001.wav	rocknroll	6	0	0.0034999999998035487	3095.5408
36.0	6.0	metal	8	6	1089	18	metal_004.wav	metal	6	0	0.002800000000206637	3107.5415
48.01	6.0	symphonic	8	6	1095	24	symphonic_002.wav	symphonic	8	1	0.012600000000020373	3119.5407
62.0	6.0	country	8	6	1102	31	country_003.wav	country	6	0	0.003700000000208093	3133.5409
74.0	6.0	country	8	6	1108	37	country_002.wav	country	6	0	0.003999999999905413	3145.5405
86.0	6.0	ambient	8	6	1114	43	ambient_001.wav	ambient	6	0	0.0025000000000545697	3157.5413
98.01	6.0	ambient	8	6	1120	49	ambient_004.wav	ambient	8	1	0.007699999999658758	3169.5409999999997
112.0	6.0	country	8	6	1127	56	country_000.wav	country	4	0	0.0027000000000043656	3183.5415
122.0	6.0	symphonic	8	6	1132	61	symphonic_001.wav	symphonic	6	0	0.002399999999852298	3193.5416
134.0	6.0	symphonic	8	6	1138	67	symphonic_004.wav	symphonic	4	0	0.0025000000000545697	3205.5411
144.0	6.0	ambient	8	6	1143	72	ambient_003.wav	ambient	6	0	0.002399999999852298	3215.5408
156.0	6.0	metal	8	6	1149	78	metal_003.wav	metal	4	0	0.0035000000002582965	3227.5411
166.0	6.0	metal	8	6	1154	83	metal_000.wav	metal	6	0	0.0025000000000545697	3237.5412
178.0	6.0	ambient	8	6	1160	89	ambient_000.wav	ambient	6	0	0.0025000000000545697	3249.5411
190.02	6.0	rocknroll	8	6	1166	95	rocknroll_003.wav	rocknroll	8	1	0.017800000000079308	3261.5398
204.0	6.0	country	8	6	1173	102	country_004.wav	country	6	0	0.0027000000000043656	3275.5403
216.0	6.0	rocknroll	8	6	1179	108	rocknroll_004.wav	rocknroll	4	0	0.002599999999802094	3287.5405
226.0	6.0	ambient	8	6	1184	113	ambient_002.wav	ambient	4	0	0.002300000000104774	3297.5396
236.0	6.0	symphonic	8	6	1189	118	symphonic_000.wav	symphonic	6	0	0.002399999999852298	3307.5398
248.01	6.0	metal	8	6	1195	124	metal_002.wav	metal	8	1	0.008499999999912689	3319.5399
262.01	6.0	country	8	6	1202	131	country_001.wav	country	8	1	0.009800000000268485	3333.5397
276.0	6.0	metal	8	6	1209	138	metal_001.wav	metal	6	0	0.003700000000208093	3347.54
288.0	6.0	rocknroll	8	6	1215	144	rocknroll_000.wav	rocknroll	6	0	0.002800000000206637	3359.5398
