onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.03	6.0	rocknroll	2	7	153	0	rocknroll_000.wav	rocknroll	4	0	0.02569999999991524	946.2222
10.0	6.0	metal	2	7	158	5	metal_004.wav	metal	4	0	0.004000000000019099	956.2225
20.0	6.0	symphonic	2	7	163	10	symphonic_002.wav	symphonic	6	0	0.002499999999940883	966.2231
32.0	6.0	country	2	7	169	16	country_004.wav	country	6	0	0.002499999999940883	978.2226
44.0	6.0	country	2	7	175	22	country_003.wav	country	4	0	0.0029999999999290594	990.2231
54.02	6.0	ambient	2	7	180	27	ambient_001.wav	ambient	8	1	0.021299999999996544	1000.2230000000001
68.0	6.0	rocknroll	2	7	187	34	rocknroll_001.wav	rocknroll	6	0	0.0027999999999792635	1014.2225
80.01	6.0	country	2	7	193	40	country_001.wav	country	8	1	0.009599999999863941	1026.2227
94.01	6.0	symphonic	2	7	200	47	symphonic_004.wav	symphonic	8	1	0.012899999999945068	1040.2228
108.0	6.0	metal	2	7	207	54	metal_002.wav	metal	6	0	0.0031999999998788553	1054.2225
120.0	6.0	metal	2	7	213	60	metal_003.wav	metal	6	0	0.0029999999999290594	1066.2227
132.0	6.0	rocknroll	2	7	219	66	rocknroll_003.wav	rocknroll	6	0	0.0025000000000545697	1078.2232
144.0	6.0	symphonic	2	7	225	72	symphonic_001.wav	symphonic	6	0	0.003999999999905413	1090.2225
156.0	6.0	rocknroll	2	7	231	78	rocknroll_004.wav	rocknroll	6	0	0.003899999999930515	1102.2225
168.0	6.0	ambient	2	7	237	84	ambient_000.wav	ambient	6	0	0.002899999999954161	1114.223
180.0	6.0	country	2	7	243	90	country_000.wav	country	6	0	0.002600000000029468	1126.2223
192.01	6.0	metal	2	7	249	96	metal_000.wav	metal	8	1	0.014799999999922875	1138.2227
206.0	6.0	ambient	2	7	256	103	ambient_004.wav	ambient	6	0	0.002600000000029468	1152.2229
218.0	6.0	ambient	2	7	262	109	ambient_003.wav	ambient	4	0	0.002399999999852298	1164.2225
228.0	6.0	symphonic	2	7	267	114	symphonic_000.wav	symphonic	4	0	0.0039000000001578883	1174.2223
238.0	6.0	symphonic	2	7	272	119	symphonic_003.wav	symphonic	6	0	0.0025000000000545697	1184.2227
250.0	6.0	ambient	2	7	278	125	ambient_002.wav	ambient	6	0	0.002600000000029468	1196.2223
262.0	6.0	metal	2	7	284	131	metal_001.wav	metal	6	0	0.002600000000029468	1208.2232
274.0	6.0	country	2	7	290	137	country_002.wav	country	6	0	0.0025000000000545697	1220.2229
286.01	6.0	rocknroll	2	7	296	143	rocknroll_002.wav	rocknroll	8	1	0.009999999999990905	1232.2233
