onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	reported_gs	correct_gs	included_trial	reason_for_exclusion
14	21	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
35	7.96686980000231	1	stimulus	n/a	n/a	CCGOQQGO	2	2	0	test trial
35.556986499927	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
36.1090806999709	0	1	finger press	3	3	n/a	n/a	n/a	0	test trial
36.6615087999962	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
37.2851172999945	0	1	finger press	1	1	n/a	n/a	n/a	0	test trial
37.8932082999963	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
38.4608348999172	0	1	finger press	1	1	n/a	n/a	n/a	0	test trial
39.0290891999612	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
39.6289168999065	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
40.1969724999508	0	1	finger press	3	3	n/a	n/a	n/a	0	test trial
40.7968587999931	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
41.3732119000051	0	1	finger press	1	1	n/a	n/a	n/a	0	test trial
41.9650948999915	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
42.9799999999814	5	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
52.4200000000419	21	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
73.4225784000009	10.6514670999022	2	stimulus	n/a	n/a	QOQOOQQQ	0	0	1	n/a
73.9490412999876	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
74.7009657999733	0	2	finger press	3	3	n/a	n/a	n/a	1	n/a
75.2450238999445	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
75.8210060999263	0	2	finger press	1	1	n/a	n/a	n/a	1	n/a
76.3730234999675	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
76.9730598999886	0	2	finger press	1	1	n/a	n/a	n/a	1	n/a
77.6849650999065	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
78.2371095999843	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
78.8367833999218	0	2	finger press	3	3	n/a	n/a	n/a	1	n/a
79.3811414999655	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
79.9650451999623	0	2	finger press	1	1	n/a	n/a	n/a	1	n/a
80.5647464999929	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
84.0799999999581	5	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
92.0799999999581	24.02	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
116.088474999997	11.7700248999754	3	stimulus	n/a	n/a	QOQOOCOC	0	0	1	n/a
116.5010875999	0	3	finger press	4	4	n/a	n/a	n/a	1	n/a
117.021129300003	0	3	finger press	3	3	n/a	n/a	n/a	1	n/a
117.661189999897	0	3	finger press	4	4	n/a	n/a	n/a	1	n/a
118.213130399934	0	3	finger press	1	1	n/a	n/a	n/a	1	n/a
118.877804799937	0	3	finger press	4	4	n/a	n/a	n/a	1	n/a
119.573180099949	0	3	finger press	1	1	n/a	n/a	n/a	1	n/a
120.157130599953	0	3	finger press	2	2	n/a	n/a	n/a	1	n/a
120.773041799897	0	3	finger press	4	4	n/a	n/a	n/a	1	n/a
121.389140599989	0	3	finger press	3	3	n/a	n/a	n/a	1	n/a
122.005405799951	0	3	finger press	2	2	n/a	n/a	n/a	1	n/a
122.637162999948	0	3	finger press	1	1	n/a	n/a	n/a	1	n/a
123.269162899931	0	3	finger press	2	2	n/a	n/a	n/a	1	n/a
127.859999999986	5	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
136.180000000051	21.02	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
157.192255200003	7.82829869992565	4	stimulus	n/a	n/a	CCQGQCOO	1	1	1	n/a
157.789212199976	0	4	finger press	4	4	n/a	n/a	n/a	1	n/a
158.445064599975	0	4	finger press	3	3	n/a	n/a	n/a	1	n/a
