name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	47.60879544	45.5574068	110.0395646	n/a	n/a	n/a
Rx1	detector	28.81272018	63.98229055	102.9980107	n/a	n/a	n/a
Rx4	detector	21.7641383	15.06787696	140.4610205	n/a	n/a	n/a
Rx3	detector	-5.937441973	44.32116986	125.7771471	n/a	n/a	n/a
Rx6	detector	-39.08834932	69.15754516	82.73679381	n/a	n/a	n/a
Rx5	detector	65.55109749	63.0941527	37.51120006	n/a	n/a	n/a
Rx8	detector	-57.59217705	44.37026761	106.9989822	n/a	n/a	n/a
Rx7	detector	39.75482275	68.02107033	63.75234603	n/a	n/a	n/a
Rx9	detector	61.19278308	-58.81656521	36.23956435	n/a	n/a	n/a
Rx11	detector	41.50306206	-67.98296925	65.92444403	n/a	n/a	n/a
Rx10	detector	-41.37852312	-74.69043342	76.61515304	n/a	n/a	n/a
Rx12	detector	-55.32017713	-51.07420691	102.8442466	n/a	n/a	n/a
Tx1a	source	56.26607405	44.47059558	104.5967368	n/a	n/a	n/a
Tx4	source	48.3629208	22.50979821	127.334362	n/a	n/a	n/a
Tx1b	source	35.65512322	62.11351251	99.01068995	n/a	n/a	n/a
Tx3	source	20.96460008	42.42639975	121.7394079	n/a	n/a	n/a
Tx1c	source	23.08162728	5.698740288	140.2368224	n/a	n/a	n/a
Tx2	source	-2.682190507	65.82541989	105.6876916	n/a	n/a	n/a
Tx5	source	-4.20694928	12.53987292	141.2840034	n/a	n/a	n/a
Tx1d	source	-14.52718483	43.6030196	126.838258	n/a	n/a	n/a
Tx6a	source	-33.27265617	72.28289249	74.67535963	n/a	n/a	n/a
Tx9	source	-69.19009182	55.2027984	79.89340985	n/a	n/a	n/a
Tx6b	source	68.66401395	58.98964403	26.92343279	n/a	n/a	n/a
Tx8	source	33.22706206	72.54217928	35.13838535	n/a	n/a	n/a
Tx6c	source	-59.71732264	37.92071194	112.7066075	n/a	n/a	n/a
Tx7	source	68.93017327	55.57359523	62.59493951	n/a	n/a	n/a
Tx10	source	-31.50840673	57.67424232	105.8776654	n/a	n/a	n/a
Tx6d	source	34.50585675	70.20297236	69.46612454	n/a	n/a	n/a
Tx12	source	36.04588762	-71.6927476	35.81511317	n/a	n/a	n/a
Tx13	source	67.42396611	-54.2347017	67.62350968	n/a	n/a	n/a
Tx14	source	-70.99759451	-58.20648388	76.30114565	n/a	n/a	n/a
Tx15	source	-29.48057596	-67.08791517	105.3568732	n/a	n/a	n/a
Tx11a	source	66.31024371	-55.76021351	28.37691791	n/a	n/a	n/a
Tx11b	source	-35.56155506	-76.61818754	69.72397052	n/a	n/a	n/a
Tx11c	source	34.92605818	-68.76015177	72.10118934	n/a	n/a	n/a
Tx11d	source	-58.59745551	-43.54821494	109.0765359	n/a	n/a	n/a
