onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	included_trial	reason_for_exclusion
13	22	1	stimulus	n/a	n/a	white X	0	test trial
35	9.50306779996026	1	stimulus	n/a	n/a	red X	0	test trial
36.2056015999988	0	1	finger press	4	4	n/a	0	test trial
36.7429892999353	0	1	finger press	3	3	n/a	0	test trial
37.383155999938	0	1	finger press	4	4	n/a	0	test trial
37.9845129000023	0	1	finger press	1	1	n/a	0	test trial
38.5924492999911	0	1	finger press	4	4	n/a	0	test trial
39.2155260998989	0	1	finger press	1	1	n/a	0	test trial
39.8486221999628	0	1	finger press	2	2	n/a	0	test trial
40.4740122999065	0	1	finger press	4	4	n/a	0	test trial
41.1154842999531	0	1	finger press	3	3	n/a	0	test trial
41.654893699917	0	1	finger press	2	2	n/a	0	test trial
42.2073364999378	0	1	finger press	1	1	n/a	0	test trial
42.7744485998992	0	1	finger press	2	2	n/a	0	test trial
44.5	5	1	stimulus	n/a	n/a	white X	0	test trial
56.5200000000186	24	2	stimulus	n/a	n/a	white X	1	n/a
80.5232173999539	9.50414670002647	2	stimulus	n/a	n/a	red X	1	n/a
80.994957299903	0	2	finger press	4	4	n/a	1	n/a
81.5824677000055	0	2	finger press	3	3	n/a	1	n/a
82.1752525999909	0	2	finger press	4	4	n/a	1	n/a
82.7867237000028	0	2	finger press	1	1	n/a	1	n/a
83.3862107999157	0	2	finger press	4	4	n/a	1	n/a
84.0066005999688	0	2	finger press	1	1	n/a	1	n/a
84.6227879999205	0	2	finger press	2	2	n/a	1	n/a
85.2085068000015	0	2	finger press	4	4	n/a	1	n/a
85.8579538000049	0	2	finger press	3	3	n/a	1	n/a
86.4667462999932	0	2	finger press	2	2	n/a	1	n/a
87.0824163999641	0	2	finger press	1	1	n/a	1	n/a
87.6506006999407	0	2	finger press	2	2	n/a	1	n/a
90.0400000000373	5	2	stimulus	n/a	n/a	white X	1	n/a
96.6999999999534	23.02	3	stimulus	n/a	n/a	white X	1	n/a
119.711619799957	9.50366579997353	3	stimulus	n/a	n/a	red X	1	n/a
120.194527599961	0	3	finger press	4	4	n/a	1	n/a
120.846721899929	0	3	finger press	3	3	n/a	1	n/a
121.451251299935	0	3	finger press	4	4	n/a	1	n/a
122.07084239996	0	3	finger press	1	1	n/a	1	n/a
122.683956399909	0	3	finger press	4	4	n/a	1	n/a
123.319747100002	0	3	finger press	1	1	n/a	1	n/a
123.936413999996	0	3	finger press	2	2	n/a	1	n/a
124.546927599935	0	3	finger press	4	4	n/a	1	n/a
125.179467999958	0	3	finger press	3	3	n/a	1	n/a
125.792398099904	0	3	finger press	2	2	n/a	1	n/a
126.40146199998	0	3	finger press	1	1	n/a	1	n/a
126.985780499992	0	3	finger press	2	2	n/a	1	n/a
129.219999999972	5	3	stimulus	n/a	n/a	white X	1	n/a
143.739999999991	25.02	4	stimulus	n/a	n/a	white X	1	n/a
168.748899600003	9.50276850000955	4	stimulus	n/a	n/a	red X	1	n/a
169.616288099904	0	4	finger press	4	4	n/a	1	n/a
170.166358699906	0	4	finger press	3	3	n/a	1	n/a
170.746720699943	0	4	finger press	4	4	n/a	1	n/a
171.342686299933	0	4	finger press	1	1	n/a	1	n/a
172.011799199972	0	4	finger press	4	4	n/a	1	n/a
172.658264999976	0	4	finger press	1	1	n/a	1	n/a
173.214470700012	0	4	finger press	2	2	n/a	1	n/a
173.763203999959	0	4	finger press	4	4	n/a	1	n/a
174.391578899929	0	4	finger press	3	3	n/a	1	n/a
174.969773099991	0	4	finger press	2	2	n/a	1	n/a
175.555466299993	0	4	finger press	1	1	n/a	1	n/a
176.099530700012	0	4	finger press	2	2	n/a	1	n/a
178.260000000009	5	4	stimulus	n/a	n/a	white X	1	n/a
184.800000000047	24.02	5	stimulus	n/a	n/a	white X	1	n/a
208.806479099905	9.50436230003834	5	stimulus	n/a	n/a	red X	1	n/a
209.374673599959	0	5	finger press	4	4	n/a	1	n/a
209.936504999991	0	5	finger press	3	3	n/a	1	n/a
210.522034599911	0	5	finger press	4	4	n/a	1	n/a
211.079772899975	0	5	finger press	1	1	n/a	1	n/a
211.727398399962	0	5	finger press	4	4	n/a	1	n/a
212.336704199901	0	5	finger press	1	1	n/a	1	n/a
212.939453099971	0	5	finger press	2	2	n/a	1	n/a
213.513851600001	0	5	finger press	4	4	n/a	1	n/a
214.155280499952	0	5	finger press	3	3	n/a	1	n/a
214.787626400008	0	5	finger press	2	2	n/a	1	n/a
215.419700699975	0	5	finger press	1	1	n/a	1	n/a
216.049457699992	0	5	finger press	2	2	n/a	1	n/a
