onset	duration	value
17.360352	0.0	house-inverted-f1
17.426758	0.0	house-inverted-f2
17.493164	0.0	house-inverted-f3
17.55957	0.0	house-inverted-f4
17.625977	0.0	house-inverted-f5
17.692383	0.0	house-inverted-f6
18.15918	0.0	face-inverted-f1
18.225586	0.0	face-inverted-f2
18.291992	0.0	face-inverted-f3
18.358398	0.0	face-inverted-f4
18.425781	0.0	face-inverted-f5
18.492188	0.0	face-inverted-f6
18.958008	0.0	face-upright-f1
19.041016	0.0	face-upright-f2
19.125	0.0	face-upright-f3
19.208008	0.0	face-upright-f4
19.291016	0.0	face-upright-f5
19.374023	0.0	face-upright-f6
19.973633	0.0	house-upright-f1
20.040039	0.0	house-upright-f2
20.106445	0.0	house-upright-f3
20.173828	0.0	house-upright-f4
20.240234	0.0	house-upright-f5
20.306641	0.0	house-upright-f6
20.772461	0.0	checker-f1
20.856445	0.0	checker-f2
20.939453	0.0	checker-f3
21.022461	0.0	checker-f4
21.105469	0.0	checker-f5
21.188477	0.0	checker-f6
21.771484	0.0	house-inverted-f1
21.837891	0.0	house-inverted-f2
21.905273	0.0	house-inverted-f3
21.988281	0.0	house-inverted-f4
22.054688	0.0	house-inverted-f5
22.121094	0.0	house-inverted-f6
22.587891	0.0	face-inverted-f1
22.654297	0.0	face-inverted-f2
22.720703	0.0	face-inverted-f3
22.787109	0.0	face-inverted-f4
22.853516	0.0	face-inverted-f5
22.919922	0.0	face-inverted-f6
23.386719	0.0	checker-f1
23.453125	0.0	checker-f2
23.519531	0.0	checker-f3
23.585938	0.0	checker-f4
23.65332	0.0	checker-f5
23.719727	0.0	checker-f6
24.202148	0.0	house-upright-f1
24.285156	0.0	house-upright-f2
24.369141	0.0	house-upright-f3
24.452148	0.0	house-upright-f4
24.535156	0.0	house-upright-f5
24.618164	0.0	house-upright-f6
25.217773	0.0	face-upright-f1
25.300781	0.0	face-upright-f2
25.384766	0.0	face-upright-f3
25.467773	0.0	face-upright-f4
25.550781	0.0	face-upright-f5
25.633789	0.0	face-upright-f6
26.25	0.0	face-upright-f1
26.316406	0.0	face-upright-f2
26.382813	0.0	face-upright-f3
26.450195	0.0	face-upright-f4
26.516602	0.0	face-upright-f5
26.583008	0.0	face-upright-f6
27.048828	0.0	checker-f1
27.116211	0.0	checker-f2
27.182617	0.0	checker-f3
27.249023	0.0	checker-f4
27.31543	0.0	checker-f5
27.381836	0.0	checker-f6
27.848633	0.0	house-upright-f1
27.898438	0.0	house-upright-f2
27.948242	0.0	house-upright-f3
27.998047	0.0	house-upright-f4
28.047852	0.0	house-upright-f5
28.097656	0.0	house-upright-f6
28.447266	0.0	face-inverted-f1
28.53125	0.0	face-inverted-f2
28.614258	0.0	face-inverted-f3
28.697266	0.0	face-inverted-f4
28.780273	0.0	face-inverted-f5
28.864258	0.0	face-inverted-f6
29.446289	0.0	house-inverted-f1
29.496094	0.0	house-inverted-f2
29.563477	0.0	house-inverted-f3
29.613281	0.0	house-inverted-f4
29.663086	0.0	house-inverted-f5
29.712891	0.0	house-inverted-f6
30.0625	0.0	face-inverted-f1
30.145508	0.0	face-inverted-f2
30.229492	0.0	face-inverted-f3
30.3125	0.0	face-inverted-f4
30.395508	0.0	face-inverted-f5
30.478516	0.0	face-inverted-f6
31.061523	0.0	house-upright-f1
31.144531	0.0	house-upright-f2
31.227539	0.0	house-upright-f3
31.311523	0.0	house-upright-f4
31.394531	0.0	house-upright-f5
31.477539	0.0	house-upright-f6
32.060547	0.0	house-inverted-f1
32.143555	0.0	house-inverted-f2
32.226563	0.0	house-inverted-f3
32.310547	0.0	house-inverted-f4
32.393555	0.0	house-inverted-f5
32.476563	0.0	house-inverted-f6
33.092773	0.0	face-upright-f1
33.15918	0.0	face-upright-f2
33.225586	0.0	face-upright-f3
33.291992	0.0	face-upright-f4
33.359375	0.0	face-upright-f5
33.425781	0.0	face-upright-f6
33.891602	0.0	checker-f1
33.974609	0.0	checker-f2
34.058594	0.0	checker-f3
34.141602	0.0	checker-f4
34.224609	0.0	checker-f5
34.307617	0.0	checker-f6
34.890625	0.0	house-upright-f1
34.94043	0.0	house-upright-f2
34.990234	0.0	house-upright-f3
35.040039	0.0	house-upright-f4
35.09082	0.0	house-upright-f5
35.140625	0.0	house-upright-f6
35.490234	0.0	face-upright-f1
35.556641	0.0	face-upright-f2
35.623047	0.0	face-upright-f3
35.689453	0.0	face-upright-f4
35.756836	0.0	face-upright-f5
35.823242	0.0	face-upright-f6
36.289063	0.0	checker-f1
36.338867	0.0	checker-f2
36.388672	0.0	checker-f3
36.439453	0.0	checker-f4
36.489258	0.0	checker-f5
36.539063	0.0	checker-f6
36.921875	0.0	house-inverted-f1
36.97168	0.0	house-inverted-f2
37.021484	0.0	house-inverted-f3
37.071289	0.0	house-inverted-f4
37.121094	0.0	house-inverted-f5
37.171875	0.0	house-inverted-f6
37.538086	0.0	face-inverted-f1
37.604492	0.0	face-inverted-f2
37.670898	0.0	face-inverted-f3
37.737305	0.0	face-inverted-f4
37.803711	0.0	face-inverted-f5
37.871094	0.0	face-inverted-f6
38.336914	0.0	house-upright-f1
38.40332	0.0	house-upright-f2
38.469727	0.0	house-upright-f3
38.537109	0.0	house-upright-f4
38.603516	0.0	house-upright-f5
38.669922	0.0	house-upright-f6
39.168945	0.0	face-inverted-f1
39.25293	0.0	face-inverted-f2
39.335938	0.0	face-inverted-f3
39.418945	0.0	face-inverted-f4
39.501953	0.0	face-inverted-f5
39.585938	0.0	face-inverted-f6
40.18457	0.0	face-upright-f1
40.268555	0.0	face-upright-f2
40.351563	0.0	face-upright-f3
40.43457	0.0	face-upright-f4
40.517578	0.0	face-upright-f5
40.601563	0.0	face-upright-f6
41.183594	0.0	checker-f1
41.25	0.0	checker-f2
41.317383	0.0	checker-f3
41.383789	0.0	checker-f4
41.450195	0.0	checker-f5
41.516602	0.0	checker-f6
41.983398	0.0	house-inverted-f1
42.066406	0.0	house-inverted-f2
42.149414	0.0	house-inverted-f3
42.232422	0.0	house-inverted-f4
42.31543	0.0	house-inverted-f5
42.399414	0.0	house-inverted-f6
42.981445	0.0	house-upright-f1
43.048828	0.0	house-upright-f2
43.131836	0.0	house-upright-f3
43.214844	0.0	house-upright-f4
43.28125	0.0	house-upright-f5
43.365234	0.0	house-upright-f6
43.897461	0.0	face-inverted-f1
43.963867	0.0	face-inverted-f2
44.030273	0.0	face-inverted-f3
44.097656	0.0	face-inverted-f4
44.164063	0.0	face-inverted-f5
44.230469	0.0	face-inverted-f6
44.696289	0.0	face-upright-f1
44.763672	0.0	face-upright-f2
44.830078	0.0	face-upright-f3
44.896484	0.0	face-upright-f4
44.962891	0.0	face-upright-f5
45.029297	0.0	face-upright-f6
45.496094	0.0	house-inverted-f1
45.5625	0.0	house-inverted-f2
45.628906	0.0	house-inverted-f3
45.695313	0.0	house-inverted-f4
45.761719	0.0	house-inverted-f5
45.829102	0.0	house-inverted-f6
46.294922	0.0	checker-f1
46.37793	0.0	checker-f2
46.460938	0.0	checker-f3
46.544922	0.0	checker-f4
46.62793	0.0	checker-f5
46.710938	0.0	checker-f6
47.327148	0.0	face-inverted-f1
47.393555	0.0	face-inverted-f2
47.459961	0.0	face-inverted-f3
47.527344	0.0	face-inverted-f4
47.59375	0.0	face-inverted-f5
47.660156	0.0	face-inverted-f6
48.125977	0.0	house-inverted-f1
48.192383	0.0	house-inverted-f2
48.259766	0.0	house-inverted-f3
48.326172	0.0	house-inverted-f4
48.392578	0.0	house-inverted-f5
48.458984	0.0	house-inverted-f6
48.925781	0.0	face-upright-f1
48.992188	0.0	face-upright-f2
49.058594	0.0	face-upright-f3
49.125	0.0	face-upright-f4
49.191406	0.0	face-upright-f5
49.258789	0.0	face-upright-f6
49.724609	0.0	house-upright-f1
49.791016	0.0	house-upright-f2
49.857422	0.0	house-upright-f3
49.924805	0.0	house-upright-f4
49.991211	0.0	house-upright-f5
50.057617	0.0	house-upright-f6
50.523438	0.0	checker-f1
50.606445	0.0	checker-f2
50.69043	0.0	checker-f3
50.773438	0.0	checker-f4
50.856445	0.0	checker-f5
50.939453	0.0	checker-f6
51.522461	0.0	face-inverted-f1
51.588867	0.0	face-inverted-f2
51.655273	0.0	face-inverted-f3
51.722656	0.0	face-inverted-f4
51.789063	0.0	face-inverted-f5
51.855469	0.0	face-inverted-f6
52.37207	0.0	face-upright-f1
52.421875	0.0	face-upright-f2
52.47168	0.0	face-upright-f3
52.521484	0.0	face-upright-f4
52.571289	0.0	face-upright-f5
52.637695	0.0	face-upright-f6
52.987305	0.0	house-inverted-f1
53.053711	0.0	house-inverted-f2
53.121094	0.0	house-inverted-f3
53.1875	0.0	house-inverted-f4
53.253906	0.0	house-inverted-f5
53.320313	0.0	house-inverted-f6
53.803711	0.0	house-upright-f1
53.870117	0.0	house-upright-f2
53.936523	0.0	house-upright-f3
54.00293	0.0	house-upright-f4
54.069336	0.0	house-upright-f5
54.136719	0.0	house-upright-f6
54.602539	0.0	checker-f1
54.685547	0.0	checker-f2
54.768555	0.0	checker-f3
54.852539	0.0	checker-f4
54.935547	0.0	checker-f5
55.018555	0.0	checker-f6
55.634766	0.0	face-inverted-f1
55.717773	0.0	face-inverted-f2
55.800781	0.0	face-inverted-f3
55.884766	0.0	face-inverted-f4
55.967773	0.0	face-inverted-f5
56.050781	0.0	face-inverted-f6
56.633789	0.0	checker-f1
56.716797	0.0	checker-f2
56.799805	0.0	checker-f3
56.883789	0.0	checker-f4
56.966797	0.0	checker-f5
57.049805	0.0	checker-f6
57.632813	0.0	house-upright-f1
57.71582	0.0	house-upright-f2
57.798828	0.0	house-upright-f3
57.881836	0.0	house-upright-f4
57.96582	0.0	house-upright-f5
58.048828	0.0	house-upright-f6
58.631836	0.0	house-inverted-f1
58.714844	0.0	house-inverted-f2
58.797852	0.0	house-inverted-f3
58.880859	0.0	house-inverted-f4
58.964844	0.0	house-inverted-f5
59.047852	0.0	house-inverted-f6
59.629883	0.0	face-upright-f1
59.697266	0.0	face-upright-f2
59.763672	0.0	face-upright-f3
59.830078	0.0	face-upright-f4
59.896484	0.0	face-upright-f5
59.962891	0.0	face-upright-f6
60.429688	0.0	house-upright-f1
60.496094	0.0	house-upright-f2
60.5625	0.0	house-upright-f3
60.628906	0.0	house-upright-f4
60.696289	0.0	house-upright-f5
60.762695	0.0	house-upright-f6
61.228516	0.0	house-inverted-f1
61.311523	0.0	house-inverted-f2
61.395508	0.0	house-inverted-f3
61.478516	0.0	house-inverted-f4
61.561523	0.0	house-inverted-f5
61.644531	0.0	house-inverted-f6
62.227539	0.0	face-inverted-f1
62.293945	0.0	face-inverted-f2
62.360352	0.0	face-inverted-f3
62.427734	0.0	face-inverted-f4
62.494141	0.0	face-inverted-f5
62.560547	0.0	face-inverted-f6
63.026367	0.0	checker-f1
63.110352	0.0	checker-f2
63.193359	0.0	checker-f3
63.276367	0.0	checker-f4
63.359375	0.0	checker-f5
63.442383	0.0	checker-f6
64.058594	0.0	face-upright-f1
64.141602	0.0	face-upright-f2
64.225586	0.0	face-upright-f3
64.308594	0.0	face-upright-f4
64.391602	0.0	face-upright-f5
64.474609	0.0	face-upright-f6
65.057617	0.0	house-inverted-f1
65.140625	0.0	house-inverted-f2
65.224609	0.0	house-inverted-f3
65.307617	0.0	house-inverted-f4
65.390625	0.0	house-inverted-f5
65.473633	0.0	house-inverted-f6
66.056641	0.0	face-inverted-f1
66.123047	0.0	face-inverted-f2
66.189453	0.0	face-inverted-f3
66.256836	0.0	face-inverted-f4
66.323242	0.0	face-inverted-f5
66.389648	0.0	face-inverted-f6
66.855469	0.0	face-upright-f1
66.922852	0.0	face-upright-f2
66.989258	0.0	face-upright-f3
67.055664	0.0	face-upright-f4
67.12207	0.0	face-upright-f5
67.188477	0.0	face-upright-f6
67.655273	0.0	checker-f1
67.72168	0.0	checker-f2
67.788086	0.0	checker-f3
67.854492	0.0	checker-f4
67.920898	0.0	checker-f5
67.988281	0.0	checker-f6
68.454102	0.0	house-upright-f1
68.537109	0.0	house-upright-f2
68.620117	0.0	house-upright-f3
68.704102	0.0	house-upright-f4
68.787109	0.0	house-upright-f5
68.870117	0.0	house-upright-f6
69.453125	0.0	checker-f1
69.519531	0.0	checker-f2
69.585938	0.0	checker-f3
69.652344	0.0	checker-f4
69.719727	0.0	checker-f5
69.786133	0.0	checker-f6
70.251953	0.0	house-upright-f1
70.334961	0.0	house-upright-f2
70.418945	0.0	house-upright-f3
70.501953	0.0	house-upright-f4
70.584961	0.0	house-upright-f5
70.667969	0.0	house-upright-f6
71.28418	0.0	face-inverted-f1
71.367188	0.0	face-inverted-f2
71.451172	0.0	face-inverted-f3
71.53418	0.0	face-inverted-f4
71.617188	0.0	face-inverted-f5
71.700195	0.0	face-inverted-f6
72.299805	0.0	house-inverted-f1
72.366211	0.0	house-inverted-f2
72.432617	0.0	house-inverted-f3
72.5	0.0	house-inverted-f4
72.566406	0.0	house-inverted-f5
72.632813	0.0	house-inverted-f6
73.131836	0.0	face-upright-f1
73.21582	0.0	face-upright-f2
73.298828	0.0	face-upright-f3
73.381836	0.0	face-upright-f4
73.464844	0.0	face-upright-f5
73.548828	0.0	face-upright-f6
74.130859	0.0	house-upright-f1
74.214844	0.0	house-upright-f2
74.297852	0.0	house-upright-f3
74.380859	0.0	house-upright-f4
74.463867	0.0	house-upright-f5
74.547852	0.0	house-upright-f6
75.129883	0.0	face-inverted-f1
75.212891	0.0	face-inverted-f2
75.296875	0.0	face-inverted-f3
75.379883	0.0	face-inverted-f4
75.462891	0.0	face-inverted-f5
75.545898	0.0	face-inverted-f6
76.128906	0.0	house-inverted-f1
76.195313	0.0	house-inverted-f2
76.261719	0.0	house-inverted-f3
76.329102	0.0	house-inverted-f4
76.395508	0.0	house-inverted-f5
76.461914	0.0	house-inverted-f6
76.927734	0.0	checker-f1
76.995117	0.0	checker-f2
77.061523	0.0	checker-f3
77.12793	0.0	checker-f4
77.194336	0.0	checker-f5
77.260742	0.0	checker-f6
77.727539	0.0	face-upright-f1
77.793945	0.0	face-upright-f2
77.860352	0.0	face-upright-f3
77.926758	0.0	face-upright-f4
77.993164	0.0	face-upright-f5
78.060547	0.0	face-upright-f6
78.526367	0.0	face-inverted-f1
78.59375	0.0	face-inverted-f2
78.65918	0.0	face-inverted-f3
78.726563	0.0	face-inverted-f4
78.792969	0.0	face-inverted-f5
78.859375	0.0	face-inverted-f6
79.325195	0.0	checker-f1
79.392578	0.0	checker-f2
79.458984	0.0	checker-f3
79.525391	0.0	checker-f4
79.591797	0.0	checker-f5
79.658203	0.0	checker-f6
80.125	0.0	house-inverted-f1
80.191406	0.0	house-inverted-f2
80.257813	0.0	house-inverted-f3
80.324219	0.0	house-inverted-f4
80.390625	0.0	house-inverted-f5
80.458008	0.0	house-inverted-f6
80.923828	0.0	house-upright-f1
80.990234	0.0	house-upright-f2
81.056641	0.0	house-upright-f3
81.124023	0.0	house-upright-f4
81.19043	0.0	house-upright-f5
81.256836	0.0	house-upright-f6
81.722656	0.0	face-upright-f1
81.789063	0.0	face-upright-f2
81.856445	0.0	face-upright-f3
81.922852	0.0	face-upright-f4
81.989258	0.0	face-upright-f5
82.055664	0.0	face-upright-f6
82.522461	0.0	checker-f1
82.605469	0.0	checker-f2
82.688477	0.0	checker-f3
82.771484	0.0	checker-f4
82.855469	0.0	checker-f5
82.938477	0.0	checker-f6
83.520508	0.0	house-inverted-f1
83.604492	0.0	house-inverted-f2
83.6875	0.0	house-inverted-f3
83.770508	0.0	house-inverted-f4
83.853516	0.0	house-inverted-f5
83.9375	0.0	house-inverted-f6
84.519531	0.0	face-inverted-f1
84.603516	0.0	face-inverted-f2
84.686523	0.0	face-inverted-f3
84.769531	0.0	face-inverted-f4
84.852539	0.0	face-inverted-f5
84.936523	0.0	face-inverted-f6
85.518555	0.0	house-upright-f1
85.584961	0.0	house-upright-f2
85.652344	0.0	house-upright-f3
85.71875	0.0	house-upright-f4
85.785156	0.0	house-upright-f5
85.851563	0.0	house-upright-f6
86.318359	0.0	face-upright-f1
86.384766	0.0	face-upright-f2
86.451172	0.0	face-upright-f3
86.517578	0.0	face-upright-f4
86.583984	0.0	face-upright-f5
86.650391	0.0	face-upright-f6
87.117188	0.0	house-inverted-f1
87.183594	0.0	house-inverted-f2
87.25	0.0	house-inverted-f3
87.316406	0.0	house-inverted-f4
87.383789	0.0	house-inverted-f5
87.450195	0.0	house-inverted-f6
87.916016	0.0	house-upright-f1
87.999023	0.0	house-upright-f2
88.083008	0.0	house-upright-f3
88.166016	0.0	house-upright-f4
88.249023	0.0	house-upright-f5
88.332031	0.0	house-upright-f6
88.915039	0.0	checker-f1
88.981445	0.0	checker-f2
89.047852	0.0	checker-f3
89.115234	0.0	checker-f4
89.181641	0.0	checker-f5
89.248047	0.0	checker-f6
89.713867	0.0	face-upright-f1
89.78125	0.0	face-upright-f2
89.847656	0.0	face-upright-f3
