onset	duration	trial_type	easy_par	hard_par
16.007	4.500	hard_par	n/a	-0.521
21.252	4.500	easy_par	0.521	n/a
26.512	4.500	hard_par	n/a	-0.521
37.001	4.500	easy_par	-0.479	n/a
42.262	4.500	easy_par	-0.479	n/a
47.506	4.500	hard_par	n/a	-0.521
52.767	4.500	easy_par	0.521	n/a
58.011	4.500	easy_par	0.521	n/a
63.255	4.500	hard_par	n/a	-0.521
68.516	4.500	easy_par	-0.479	n/a
73.761	4.500	easy_par	-0.479	n/a
79.005	4.500	easy_par	0.521	n/a
84.266	4.500	hard_par	n/a	-0.521
89.510	4.500	easy_par	0.521	n/a
94.754	4.500	hard_par	n/a	0.479
100.015	4.500	easy_par	0.521	n/a
110.504	4.500	hard_par	n/a	-0.521
115.765	4.500	hard_par	n/a	-0.521
121.009	4.500	easy_par	0.521	n/a
126.253	4.500	easy_par	-0.479	n/a
131.514	4.500	hard_par	n/a	0.479
136.758	4.500	hard_par	n/a	0.479
142.003	4.500	easy_par	-0.479	n/a
147.263	4.500	easy_par	-0.479	n/a
152.508	4.500	easy_par	-0.479	n/a
157.752	4.500	hard_par	n/a	0.479
163.013	4.500	easy_par	-0.479	n/a
168.257	4.500	easy_par	-0.479	n/a
173.501	4.500	hard_par	n/a	-0.521
184.006	4.500	hard_par	n/a	-0.521
189.251	4.500	easy_par	-0.479	n/a
194.512	4.500	easy_par	-0.479	n/a
199.756	4.500	easy_par	0.521	n/a
205.017	4.500	hard_par	n/a	0.479
210.261	4.500	hard_par	n/a	-0.521
215.505	4.500	easy_par	0.521	n/a
220.766	4.500	hard_par	n/a	-0.521
226.011	4.500	hard_par	n/a	-0.521
231.255	4.500	easy_par	-0.479	n/a
236.516	4.500	hard_par	n/a	0.479
241.760	4.500	easy_par	0.521	n/a
247.004	4.500	easy_par	-0.479	n/a
257.509	4.500	hard_par	n/a	-0.521
262.754	4.500	easy_par	-0.479	n/a
268.015	4.500	easy_par	-0.479	n/a
273.259	4.500	easy_par	0.521	n/a
278.503	4.500	hard_par	n/a	-0.521
283.764	4.500	easy_par	-0.479	n/a
289.008	4.500	hard_par	n/a	0.479
294.252	4.500	hard_par	n/a	-0.521
299.513	4.500	hard_par	n/a	0.479
304.757	4.500	easy_par	0.521	n/a
310.002	4.500	hard_par	n/a	0.479
315.263	4.500	easy_par	0.521	n/a
320.507	4.500	easy_par	-0.479	n/a
331.012	4.500	hard_par	n/a	-0.521
336.256	4.500	hard_par	n/a	0.479
341.517	4.500	hard_par	n/a	0.479
346.762	4.500	hard_par	n/a	0.479
352.006	4.500	hard_par	n/a	-0.521
357.267	4.500	easy_par	-0.479	n/a
362.511	4.500	easy_par	-0.479	n/a
367.755	4.500	hard_par	n/a	-0.521
373.016	4.500	hard_par	n/a	-0.521
378.260	4.500	easy_par	-0.479	n/a
383.505	4.500	hard_par	n/a	-0.521
388.765	4.500	easy_par	-0.479	n/a
394.010	4.500	hard_par	n/a	0.479
404.515	4.500	hard_par	n/a	-0.521
409.759	4.500	hard_par	n/a	0.479
415.003	4.500	easy_par	-0.479	n/a
420.264	4.500	easy_par	-0.479	n/a
425.509	4.500	hard_par	n/a	0.479
430.753	4.500	hard_par	n/a	-0.521
436.014	4.500	easy_par	0.521	n/a
441.258	4.500	hard_par	n/a	-0.521
446.502	4.500	easy_par	0.521	n/a
451.763	4.500	easy_par	0.521	n/a
457.007	4.500	easy_par	0.521	n/a
462.252	4.500	hard_par	n/a	0.479
467.512	4.500	hard_par	n/a	0.479
478.001	4.500	hard_par	n/a	0.479
483.262	4.500	easy_par	0.521	n/a
488.506	4.500	hard_par	n/a	0.479
493.767	4.500	easy_par	0.521	n/a
499.011	4.500	easy_par	0.521	n/a
504.256	4.500	hard_par	n/a	0.479
509.517	4.500	hard_par	n/a	0.479
514.761	4.500	easy_par	0.521	n/a
520.005	4.500	easy_par	0.521	n/a
525.266	4.500	easy_par	0.521	n/a
530.510	4.500	hard_par	n/a	0.479
535.755	4.500	hard_par	n/a	0.479
541.015	4.500	easy_par	-0.479	n/a
551.504	4.500	hard_par	n/a	0.479
556.765	4.500	hard_par	n/a	0.479
