onset	duration	event_sample	trial_type	event_value	stim_file
24.1855	0	26604	Unfamiliar	13	u095.bmp
27.4764	0	30224	Famous	5	f016.bmp
30.65	0	33715	Famous	6	f016.bmp
33.8573	0	37243	Unfamiliar	13	u028.bmp
36.9645	0	40661	Unfamiliar	13	u073.bmp
40.0545	0	44060	Famous	5	f003.bmp
43.1291	0	47442	Scrambled	17	s015.bmp
46.2864	0	50915	Scrambled	18	s015.bmp
49.61	0	54571	Unfamiliar	15	u095.bmp
52.7509	0	58026	Scrambled	17	s025.bmp
55.9418	0	61536	Unfamiliar	13	u086.bmp
59.1318	0	65045	Unfamiliar	15	u028.bmp
62.39	0	68629	Scrambled	17	s107.bmp
65.6136	0	72175	Unfamiliar	15	u073.bmp
68.6373	0	75501	Scrambled	17	s144.bmp
71.8445	0	79029	Famous	7	f003.bmp
75.1027	0	82613	Scrambled	17	s008.bmp
78.2264	0	86049	Scrambled	18	s008.bmp
81.3336	0	89467	Famous	5	f090.bmp
84.4073	0	92848	Famous	6	f090.bmp
87.6482	0	96413	Scrambled	19	s025.bmp
91.0055	0	100106	Famous	5	f022.bmp
94.1127	0	103524	Famous	6	f022.bmp
97.1864	0	106905	Unfamiliar	15	u086.bmp
100.361	0	110397	Famous	5	f092.bmp
103.602	0	113962	Famous	6	f092.bmp
106.893	0	117582	Scrambled	19	s107.bmp
110.116	0	121128	Scrambled	17	s083.bmp
113.292	0	124621	Scrambled	18	s083.bmp
116.515	0	128166	Scrambled	19	s144.bmp
119.855	0	131841	Scrambled	17	s140.bmp
122.996	0	135296	Scrambled	17	s147.bmp
126.07	0	138677	Scrambled	18	s147.bmp
129.411	0	142352	Scrambled	17	s109.bmp
132.618	0	145880	Scrambled	17	s101.bmp
135.792	0	149371	Scrambled	18	s101.bmp
138.983	0	152881	Scrambled	17	s030.bmp
142.174	0	156391	Scrambled	18	s030.bmp
145.347	0	159882	Scrambled	17	s079.bmp
148.622	0	163484	Scrambled	18	s079.bmp
151.713	0	166884	Scrambled	19	s140.bmp
154.853	0	170338	Famous	5	f055.bmp
158.044	0	173848	Unfamiliar	13	u079.bmp
161.235	0	177358	Scrambled	19	s109.bmp
164.308	0	180739	Unfamiliar	13	u065.bmp
167.534	0	184287	Unfamiliar	14	u065.bmp
