onset	duration	event_sample	trial_type	event_value	stim_file
23.9691	0	26366	Scrambled	17	s125.bmp
27.26	0	29986	Unfamiliar	13	u070.bmp
30.5009	0	33551	Unfamiliar	14	u070.bmp
33.6745	0	37042	Unfamiliar	13	u120.bmp
36.7818	0	40460	Unfamiliar	14	u120.bmp
39.9564	0	43952	Unfamiliar	13	u076.bmp
43.1964	0	47516	Unfamiliar	14	u076.bmp
46.1873	0	50806	Famous	5	f062.bmp
49.3445	0	54279	Famous	6	f062.bmp
52.5518	0	57807	Famous	5	f117.bmp
55.6427	0	61207	Scrambled	19	s125.bmp
58.8164	0	64698	Famous	5	f130.bmp
61.9236	0	68116	Famous	6	f130.bmp
64.98	0	71478	Scrambled	17	s037.bmp
68.1209	0	74933	Unfamiliar	13	u114.bmp
71.1782	0	78296	Unfamiliar	13	u012.bmp
74.2682	0	81695	Unfamiliar	13	u008.bmp
77.4927	0	85242	Famous	7	f117.bmp
80.6664	0	88733	Famous	5	f048.bmp
83.9409	0	92335	Scrambled	17	s150.bmp
87.0809	0	95789	Scrambled	19	s037.bmp
90.1882	0	99207	Unfamiliar	13	u011.bmp
93.2618	0	102588	Unfamiliar	15	u114.bmp
96.5864	0	106245	Famous	5	f040.bmp
99.66	0	109626	Famous	6	f040.bmp
102.785	0	113063	Unfamiliar	15	u012.bmp
105.875	0	116463	Unfamiliar	13	u016.bmp
108.915	0	119806	Unfamiliar	14	u016.bmp
112.139	0	123353	Unfamiliar	15	u008.bmp
115.396	0	126936	Famous	5	f032.bmp
118.587	0	130446	Famous	6	f032.bmp
121.728	0	133901	Famous	7	f048.bmp
125.002	0	137502	Scrambled	17	s024.bmp
128.075	0	140883	Scrambled	18	s024.bmp
131.25	0	144375	Scrambled	19	s150.bmp
134.524	0	147976	Famous	5	f065.bmp
137.731	0	151504	Unfamiliar	15	u011.bmp
140.922	0	155014	Scrambled	17	s091.bmp
144.079	0	158487	Scrambled	18	s091.bmp
147.12	0	161832	Scrambled	17	s022.bmp
150.226	0	165249	Unfamiliar	13	u072.bmp
153.435	0	168778	Unfamiliar	14	u072.bmp
