name	x	y	z	size	type	manufacturer
1	-47.1961109253671	21.7287330133237	39.0876288595186	4	surface	AdTech
2	-46.0255597713389	12.9445121267009	46.1843223412692	4	surface	AdTech
3	-43.3978432799304	3.56613158841284	49.8833687988486	4	surface	AdTech
4	-45.0525862783728	-5.03097210327745	52.2986769289485	4	surface	AdTech
5	-40.2682303591358	-12.7606082642257	58.9324020802397	4	surface	AdTech
6	-34.3366472140476	-21.0933011797187	64.1584214957684	4	surface	AdTech
7	-48.3558298326541	35.1664167403404	19.5474864501468	4	surface	AdTech
8	-51.3655596613603	26.3302034087661	25.8830435459708	4	surface	AdTech
9	-54.3843408603067	17.2771231945063	31.1639963864969	4	surface	AdTech
10	-53.3402964460515	8.33247642158922	36.972251354672	4	surface	AdTech
11	-55.5743262323618	-0.937470675356098	41.1985999399003	4	surface	AdTech
12	-53.051386449719	-10.0989843309587	45.9522506527775	4	surface	AdTech
13	-48.6838928777444	-18.5490077906738	52.6409092290661	4	surface	AdTech
14	-45.7911841646751	-27.1594571366832	58.0411292917791	4	surface	AdTech
15	-54.1607861154062	30.1681911633695	9.98231398308497	4	surface	AdTech
16	-57.0622624052013	21.0586699527185	15.4971010818888	4	surface	AdTech
17	-60.6725550853694	12.0575821834102	21.5391903083416	4	surface	AdTech
18	-61.1889800192635	2.77873798358548	27.7554801819787	4	surface	AdTech
19	-58.2315556393197	-5.61039592829872	33.2153338557851	4	surface	AdTech
20	-57.8933218995334	-14.2728377192596	37.8544175325715	4	surface	AdTech
21	-57.395718888253	-23.9943127873348	43.9514401840217	4	surface	AdTech
22	-53.0573787829081	-32.6567545782957	48.5905238608081	4	surface	AdTech
23	-52.60325011288	24.0589398643329	1.11394410476025	4	surface	AdTech
24	-58.0617411261325	15.4484905183235	6.51416416747327	4	surface	AdTech
25	-60.3257937011258	6.61227718674921	12.8497212632972	4	surface	AdTech
26	-60.9434365919256	-2.2194875933854	18.1903077149168	4	surface	AdTech
27	-63.6316267244942	-11.3290088040364	23.7050948137207	4	surface	AdTech
28	-62.8408591249602	-20.1043325877798	28.8118470070625	4	surface	AdTech
29	-61.5753429976313	-28.7147819337892	34.2120670697755	4	surface	AdTech
30	-58.2462327986877	-38.1540520199082	39.139918429837	4	surface	AdTech
31	-55.087996831886	9.83831108392855	-2.46877274694229	4	surface	AdTech
32	-59.0013461297825	0.338151449978628	3.68788351560133	4	surface	AdTech
33	-63.6745243758914	-8.27229789603077	9.08810357831434	4	surface	AdTech
34	-65.514061125985	-16.3272343810073	14.1399223466588	4	surface	AdTech
35	-64.5109018831421	-25.1589991611419	19.4805087982784	4	surface	AdTech
36	-63.8840232730239	-34.1556383790105	24.5276273805268	4	surface	AdTech
37	-61.2144150331348	-43.2087185932703	29.8085802210529	4	surface	AdTech
38	-52.6583085568576	12.2830681345101	-16.5035284297023	4	surface	AdTech
39	-56.9635726924467	4.11969820819084	-11.9790117890068	4	surface	AdTech
40	-60.185448310515	-4.10456126595938	-6.22569024582913	4	surface	AdTech
41	-65.0841572658572	-13.1620900316589	0.0502332389013722	4	surface	AdTech
42	-67.1550747535792	-22.1022882531362	4.86351756287204	4	surface	AdTech
43	-67.4024790519592	-30.6562966027544	10.0299033673073	4	surface	AdTech
44	-60.8624481085825	-24.0438029221015	-19.3186461395962	4	surface	AdTech
45	-67.1951352711709	-32.5413702753284	-14.3860945934386	4	surface	AdTech
46	-68.1884464615867	-41.373135055463	-9.04550814181903	4	surface	AdTech
47	-65.3809794412252	-50.0355768464239	-4.40642446503265	4	surface	AdTech
48	-59.711035934837	-59.0886570606837	0.87452837549348	4	surface	AdTech
