onset	duration	value
0.820313	0.0	e-255
20.0625	0.0	house-inverted-f2
20.128906	0.0	house-inverted-f3
20.195313	0.0	house-inverted-f4
20.261719	0.0	house-inverted-f5
20.330078	0.0	house-inverted-f6
21.044922	0.0	face-inverted-f1
21.128906	0.0	face-inverted-f2
21.210938	0.0	face-inverted-f3
21.294922	0.0	face-inverted-f4
21.378906	0.0	face-inverted-f5
21.460938	0.0	face-inverted-f6
22.044922	0.0	house-upright-f1
22.111328	0.0	house-upright-f2
22.177734	0.0	house-upright-f3
22.244141	0.0	house-upright-f4
22.310547	0.0	house-upright-f5
22.376953	0.0	house-upright-f6
22.84375	0.0	checker-f1
22.925781	0.0	checker-f2
23.009766	0.0	checker-f3
23.09375	0.0	checker-f4
23.175781	0.0	checker-f5
23.259766	0.0	checker-f6
23.841797	0.0	face-upright-f1
23.908203	0.0	face-upright-f2
23.974609	0.0	face-upright-f3
24.041016	0.0	face-upright-f4
24.109375	0.0	face-upright-f5
24.175781	0.0	face-upright-f6
24.673828	0.0	face-upright-f1
24.740234	0.0	face-upright-f2
24.808594	0.0	face-upright-f3
24.875	0.0	face-upright-f4
24.941406	0.0	face-upright-f5
25.007813	0.0	face-upright-f6
25.472656	0.0	face-inverted-f1
25.541016	0.0	face-inverted-f2
25.607422	0.0	face-inverted-f3
25.673828	0.0	face-inverted-f4
25.740234	0.0	face-inverted-f5
25.806641	0.0	face-inverted-f6
26.273438	0.0	house-upright-f1
26.355469	0.0	house-upright-f2
26.439453	0.0	house-upright-f3
26.523438	0.0	house-upright-f4
26.605469	0.0	house-upright-f5
26.689453	0.0	house-upright-f6
27.271484	0.0	house-inverted-f1
27.337891	0.0	house-inverted-f2
27.404297	0.0	house-inverted-f3
27.470703	0.0	house-inverted-f4
27.537109	0.0	house-inverted-f5
27.605469	0.0	house-inverted-f6
28.070313	0.0	checker-f1
28.136719	0.0	checker-f2
28.220703	0.0	checker-f3
28.304688	0.0	checker-f4
28.371094	0.0	checker-f5
28.453125	0.0	checker-f6
29.037109	0.0	face-upright-f1
29.119141	0.0	face-upright-f2
29.203125	0.0	face-upright-f3
29.285156	0.0	face-upright-f4
29.369141	0.0	face-upright-f5
29.453125	0.0	face-upright-f6
30.035156	0.0	house-inverted-f1
30.085938	0.0	house-inverted-f2
30.134766	0.0	house-inverted-f3
30.185547	0.0	house-inverted-f4
30.234375	0.0	house-inverted-f5
30.285156	0.0	house-inverted-f6
30.634766	0.0	checker-f1
30.71875	0.0	checker-f2
30.800781	0.0	checker-f3
30.884766	0.0	checker-f4
30.966797	0.0	checker-f5
31.050781	0.0	checker-f6
31.632813	0.0	house-upright-f1
31.699219	0.0	house-upright-f2
31.767578	0.0	house-upright-f3
31.833984	0.0	house-upright-f4
31.900391	0.0	house-upright-f5
31.966797	0.0	house-upright-f6
32.433594	0.0	face-inverted-f1
32.5	0.0	face-inverted-f2
32.566406	0.0	face-inverted-f3
32.632813	0.0	face-inverted-f4
32.699219	0.0	face-inverted-f5
32.765625	0.0	face-inverted-f6
33.232422	0.0	house-inverted-f1
33.298828	0.0	house-inverted-f2
33.365234	0.0	house-inverted-f3
33.431641	0.0	house-inverted-f4
33.498047	0.0	house-inverted-f5
33.564453	0.0	house-inverted-f6
34.03125	0.0	checker-f1
34.113281	0.0	checker-f2
34.197266	0.0	checker-f3
34.28125	0.0	checker-f4
34.363281	0.0	checker-f5
34.447266	0.0	checker-f6
35.029297	0.0	face-upright-f1
35.095703	0.0	face-upright-f2
35.162109	0.0	face-upright-f3
35.230469	0.0	face-upright-f4
35.296875	0.0	face-upright-f5
35.363281	0.0	face-upright-f6
35.828125	0.0	house-upright-f1
35.896484	0.0	house-upright-f2
35.962891	0.0	house-upright-f3
36.029297	0.0	house-upright-f4
36.095703	0.0	house-upright-f5
36.162109	0.0	house-upright-f6
36.677734	0.0	face-inverted-f1
36.744141	0.0	face-inverted-f2
36.810547	0.0	face-inverted-f3
36.876953	0.0	face-inverted-f4
36.945313	0.0	face-inverted-f5
37.011719	0.0	face-inverted-f6
37.476563	0.0	face-inverted-f1
37.560547	0.0	face-inverted-f2
37.644531	0.0	face-inverted-f3
37.726563	0.0	face-inverted-f4
37.810547	0.0	face-inverted-f5
37.892578	0.0	face-inverted-f6
38.476563	0.0	checker-f1
38.558594	0.0	checker-f2
38.642578	0.0	checker-f3
38.726563	0.0	checker-f4
38.808594	0.0	checker-f5
38.892578	0.0	checker-f6
39.474609	0.0	house-inverted-f1
39.558594	0.0	house-inverted-f2
39.640625	0.0	house-inverted-f3
39.724609	0.0	house-inverted-f4
39.808594	0.0	house-inverted-f5
39.890625	0.0	house-inverted-f6
40.474609	0.0	house-upright-f1
40.541016	0.0	house-upright-f2
40.607422	0.0	house-upright-f3
40.673828	0.0	house-upright-f4
40.740234	0.0	house-upright-f5
40.806641	0.0	house-upright-f6
41.273438	0.0	face-upright-f1
41.339844	0.0	face-upright-f2
41.40625	0.0	face-upright-f3
41.472656	0.0	face-upright-f4
41.539063	0.0	face-upright-f5
41.605469	0.0	face-upright-f6
42.072266	0.0	face-upright-f1
42.15625	0.0	face-upright-f2
42.238281	0.0	face-upright-f3
42.322266	0.0	face-upright-f4
42.404297	0.0	face-upright-f5
42.488281	0.0	face-upright-f6
43.070313	0.0	house-inverted-f1
43.136719	0.0	house-inverted-f2
43.220703	0.0	house-inverted-f3
43.287109	0.0	house-inverted-f4
43.371094	0.0	house-inverted-f5
43.4375	0.0	house-inverted-f6
43.986328	0.0	checker-f1
44.070313	0.0	checker-f2
44.152344	0.0	checker-f3
44.236328	0.0	checker-f4
44.320313	0.0	checker-f5
44.402344	0.0	checker-f6
44.986328	0.0	face-inverted-f1
45.068359	0.0	face-inverted-f2
45.152344	0.0	face-inverted-f3
45.236328	0.0	face-inverted-f4
45.318359	0.0	face-inverted-f5
45.402344	0.0	face-inverted-f6
45.984375	0.0	house-upright-f1
46.050781	0.0	house-upright-f2
46.117188	0.0	house-upright-f3
46.183594	0.0	house-upright-f4
46.25	0.0	house-upright-f5
46.318359	0.0	house-upright-f6
46.800781	0.0	face-upright-f1
46.867188	0.0	face-upright-f2
46.933594	0.0	face-upright-f3
47.0	0.0	face-upright-f4
47.066406	0.0	face-upright-f5
47.132813	0.0	face-upright-f6
47.632813	0.0	house-upright-f1
47.716797	0.0	house-upright-f2
47.798828	0.0	house-upright-f3
47.882813	0.0	house-upright-f4
47.964844	0.0	house-upright-f5
48.048828	0.0	house-upright-f6
48.648438	0.0	house-inverted-f1
48.714844	0.0	house-inverted-f2
48.78125	0.0	house-inverted-f3
48.847656	0.0	house-inverted-f4
48.914063	0.0	house-inverted-f5
48.980469	0.0	house-inverted-f6
49.447266	0.0	checker-f1
49.53125	0.0	checker-f2
49.613281	0.0	checker-f3
49.697266	0.0	checker-f4
49.78125	0.0	checker-f5
49.863281	0.0	checker-f6
50.447266	0.0	face-inverted-f1
50.529297	0.0	face-inverted-f2
50.613281	0.0	face-inverted-f3
50.695313	0.0	face-inverted-f4
50.779297	0.0	face-inverted-f5
50.863281	0.0	face-inverted-f6
51.445313	0.0	house-inverted-f1
51.511719	0.0	house-inverted-f2
51.578125	0.0	house-inverted-f3
51.662109	0.0	house-inverted-f4
51.728516	0.0	house-inverted-f5
51.8125	0.0	house-inverted-f6
52.34375	0.0	house-upright-f1
52.427734	0.0	house-upright-f2
52.511719	0.0	house-upright-f3
52.59375	0.0	house-upright-f4
52.677734	0.0	house-upright-f5
52.759766	0.0	house-upright-f6
53.34375	0.0	checker-f1
53.425781	0.0	checker-f2
53.509766	0.0	checker-f3
53.59375	0.0	checker-f4
53.675781	0.0	checker-f5
53.759766	0.0	checker-f6
54.341797	0.0	face-inverted-f1
54.408203	0.0	face-inverted-f2
54.474609	0.0	face-inverted-f3
54.541016	0.0	face-inverted-f4
54.609375	0.0	face-inverted-f5
54.675781	0.0	face-inverted-f6
55.173828	0.0	face-upright-f1
55.224609	0.0	face-upright-f2
55.275391	0.0	face-upright-f3
55.324219	0.0	face-upright-f4
55.390625	0.0	face-upright-f5
55.441406	0.0	face-upright-f6
55.791016	0.0	house-upright-f1
55.857422	0.0	house-upright-f2
55.923828	0.0	house-upright-f3
55.990234	0.0	house-upright-f4
56.056641	0.0	house-upright-f5
56.123047	0.0	house-upright-f6
56.589844	0.0	face-inverted-f1
56.638672	0.0	face-inverted-f2
56.689453	0.0	face-inverted-f3
56.740234	0.0	face-inverted-f4
56.789063	0.0	face-inverted-f5
56.839844	0.0	face-inverted-f6
57.189453	0.0	checker-f1
57.255859	0.0	checker-f2
57.322266	0.0	checker-f3
57.388672	0.0	checker-f4
57.455078	0.0	checker-f5
57.521484	0.0	checker-f6
