name	x	y	z	size	type	manufacturer
1	-28.6211515894101	52.3506841872828	29.9660960744629	4	surface	AdTech
2	-34.8699112596388	44.0454443086039	33.2535762066481	4	surface	AdTech
3	-39.0024209046033	28.6383015292238	42.8015619818645	4	surface	AdTech
4	-41.1702329493015	20.0931324984942	47.0717128057357	4	surface	AdTech
5	-40.1616770664828	11.8949379338073	50.7987147382022	4	surface	AdTech
6	-37.1474855316162	3.34976890307773	55.0688655620733	4	surface	AdTech
7	-36.7999323523527	-5.64941990768626	59.4426434770677	4	surface	AdTech
8	-40.7811372204034	49.087647719393	20.5038706505209	4	surface	AdTech
9	-45.1646622110988	40.9964984686979	24.6703943832687	4	surface	AdTech
10	-46.7164131505779	34.0274794060554	29.5087075343327	4	surface	AdTech
11	-48.5893990865886	26.4973952493866	34.0111259762387	4	surface	AdTech
12	-49.0194486368861	18.4062459986915	38.1776497089865	4	surface	AdTech
13	-50.0357104699725	8.84599209390118	42.2155329148228	4	surface	AdTech
14	-51.2008291297348	0.193777749179775	46.0461619384126	4	surface	AdTech
15	-49.2073040441274	-9.36647615561051	50.0840451442489	4	surface	AdTech
16	-46.7685928952284	46.0387018794869	11.9206888271414	4	surface	AdTech
17	-47.4455248825109	31.3255080321918	20.3823768195488	4	surface	AdTech
18	-52.6123409436756	23.9024691895149	25.324317061736	4	surface	AdTech
19	-57.4514579651978	14.7962350647591	29.2585731764491	4	surface	AdTech
20	-57.7616125852561	6.59804050007211	32.9855751089157	4	surface	AdTech
21	-57.9392620001984	-2.29410299670001	37.7988748241913	4	surface	AdTech
22	-55.1237483732666	-10.9463173414214	41.6295038477811	4	surface	AdTech
23	-48.4138984933466	43.5508211336071	3.67340171292008	4	surface	AdTech
24	-52.5393002271887	36.3677114429809	7.6326712634215	4	surface	AdTech
25	-53.851207749331	28.8376272863121	12.1350897053274	4	surface	AdTech
26	-57.0622624052013	21.2004978156514	16.1979863469521	4	surface	AdTech
27	-59.1492741685182	12.7623740989137	20.9076589711045	4	surface	AdTech
28	-59.5189724900544	3.65613997415788	24.8419150858175	4	surface	AdTech
29	-60.3874938604232	-4.88902905657166	29.1120659096886	4	surface	AdTech
30	-60.5588843420051	-14.5563282753538	32.7104273152436	4	surface	AdTech
31	-45.8638519622224	40.9817335978024	-6.87512149383097	4	surface	AdTech
32	-53.6852280533581	32.4107260430059	-0.743256377711456	4	surface	AdTech
33	-55.4088694720713	24.7735965723452	3.31964026391319	4	surface	AdTech
34	-58.3362475937186	17.1364671016846	7.38253690553783	4	surface	AdTech
35	-59.7680753661141	9.60638294501577	11.8849553474438	4	surface	AdTech
36	-59.4792304953842	0.500148820259929	15.8192114621568	4	surface	AdTech
37	-63.2336849585262	-7.93797489647775	20.5288840863092	4	surface	AdTech
38	-63.2950064751388	-17.1512543352255	24.023618400741	4	surface	AdTech
39	-25.8350313558815	34.3006295176208	-14.6292865882245	4	surface	AdTech
40	-48.2171754345301	26.4235708949094	-9.58371925491407	4	surface	AdTech
41	-50.9139842881385	18.8934867382406	-5.08130081300813	4	surface	AdTech
42	-53.1290266737618	11.6033317336225	-1.56155306278801	4	surface	AdTech
43	-58.6178808606745	4.42022204299633	2.3977164877134	4	surface	AdTech
44	-62.9200590023486	-3.45683657971505	7.44328382102386	4	surface	AdTech
45	-64.8566346213321	-12.0020056104446	11.713434644895	4	surface	AdTech
46	-65.1505250358147	-20.654219955166	15.5440636684848	4	surface	AdTech
47	-32.8487206643499	27.8594545894899	-23.3661223743039	4	surface	AdTech
48	-54.2611180671786	20.5434610608048	-17.9846603318354	4	surface	AdTech
49	-52.6355857197487	12.212382658059	-12.8354659074017	4	surface	AdTech
50	-55.898806533641	4.92222765344092	-9.31571815718157	4	surface	AdTech
51	-58.9107133806841	-1.11291332506569	-6.54637348061244	4	surface	AdTech
52	-61.8674778494846	-8.18897770170005	-2.14758212982974	4	surface	AdTech
53	-65.8703563886401	-16.6271014184377	2.56209049432266	4	surface	AdTech
54	-67.3221773853155	-25.2793157631591	6.39271951791248	4	surface	AdTech
55	-42.4083622732204	19.8716594350628	-26.6464558105497	4	surface	AdTech
56	-49.1505081552166	13.8623569806232	-25.7388254262289	4	surface	AdTech
57	-55.0358371796265	6.33227282395439	-21.236406984323	4	surface	AdTech
58	-58.710768622603	-0.503862400629243	-17.8202863252261	4	surface	AdTech
59	-63.0359995561761	-7.47288146327174	-12.9819731741621	4	surface	AdTech
60	-65.4777283556245	-14.5231073158391	-10.4448961156278	4	surface	AdTech
61	-66.85366831374	-21.8132623204572	-6.92514836540771	4	surface	AdTech
62	-68.1865720480298	-30.2513860371948	-2.2154757412553	4	surface	AdTech
