sample_id	participant_id	sample_type	sample_info 	sample_preparation
sample-brain	sub-01	tissue	complete brain from the body donor program of the Laboratoire d'Anatomie des Alpes Francaise (LADAF)	formalin fixed, progressive transfer to ethanol 70% with gentle vacuum degassing at each step, mounted with mixed agar gel at 70% ethanol, n.b. some damages due to the too rapid vacuum degassing
