onset	duration	event_sample	trial_type	event_value	stim_file
23.3736	0	25711	Unfamiliar	13	u141.bmp
26.6473	0	29312	Unfamiliar	14	u141.bmp
29.8555	0	32841	Famous	5	f026.bmp
33.0791	0	36387	Famous	6	f026.bmp
36.2545	0	39880	Scrambled	17	s103.bmp
39.4436	0	43388	Scrambled	17	s021.bmp
42.5682	0	46825	Famous	5	f109.bmp
45.8255	0	50408	Famous	6	f109.bmp
49.0664	0	53973	Unfamiliar	13	u108.bmp
52.3073	0	57538	Scrambled	17	s034.bmp
55.5473	0	61102	Scrambled	18	s034.bmp
58.8055	0	64686	Scrambled	17	s101.bmp
61.9455	0	68140	Scrambled	19	s103.bmp
65.1364	0	71650	Unfamiliar	13	u074.bmp
68.2436	0	75068	Unfamiliar	14	u074.bmp
71.3845	0	78523	Scrambled	19	s021.bmp
74.4582	0	81904	Famous	5	f133.bmp
77.6991	0	85469	Famous	6	f133.bmp
80.7391	0	88813	Unfamiliar	13	u139.bmp
83.9964	0	92396	Unfamiliar	14	u139.bmp
87.0536	0	95759	Unfamiliar	15	u108.bmp
90.1273	0	99140	Famous	5	f063.bmp
93.3682	0	102705	Famous	5	f110.bmp
96.5591	0	106215	Scrambled	19	s101.bmp
99.8664	0	109853	Scrambled	17	s083.bmp
103.041	0	113345	Famous	5	f087.bmp
106.265	0	116891	Unfamiliar	13	u089.bmp
109.455	0	120401	Unfamiliar	14	u089.bmp
112.596	0	123856	Scrambled	17	s114.bmp
115.887	0	127476	Famous	7	f063.bmp
119.027	0	130930	Famous	5	f014.bmp
122.202	0	134422	Famous	6	f014.bmp
125.409	0	137950	Famous	7	f110.bmp
128.533	0	141386	Scrambled	17	s144.bmp
131.706	0	144877	Scrambled	19	s083.bmp
134.881	0	148369	Famous	5	f062.bmp
138.005	0	151805	Famous	6	f062.bmp
141.112	0	155223	Famous	7	f087.bmp
144.185	0	158604	Unfamiliar	13	u004.bmp
147.21	0	161931	Unfamiliar	14	u004.bmp
150.466	0	165513	Scrambled	17	s062.bmp
153.59	0	168949	Scrambled	19	s114.bmp
156.665	0	172331	Unfamiliar	13	u086.bmp
159.888	0	175877	Famous	5	f107.bmp
162.929	0	179222	Famous	6	f107.bmp
166.119	0	182731	Scrambled	19	s144.bmp
169.16	0	186076	Unfamiliar	13	u062.bmp
