onset	duration	event_sample	trial_type	event_value	stim_file
23.9491	0	26344	Unfamiliar	13	u108.bmp
27.3073	0	30038	Scrambled	17	s023.bmp
30.3809	0	33419	Scrambled	18	s023.bmp
33.6882	0	37057	Scrambled	17	s096.bmp
36.9791	0	40677	Scrambled	18	s096.bmp
40.0364	0	44040	Scrambled	17	s092.bmp
43.3273	0	47660	Scrambled	17	s057.bmp
46.4009	0	51041	Scrambled	18	s057.bmp
49.4082	0	54349	Scrambled	17	s062.bmp
52.5482	0	57803	Scrambled	18	s062.bmp
55.6891	0	61258	Unfamiliar	15	u108.bmp
58.8127	0	64694	Unfamiliar	13	u063.bmp
62.0873	0	68296	Unfamiliar	14	u063.bmp
65.1945	0	71714	Scrambled	17	s108.bmp
68.2682	0	75095	Scrambled	17	s060.bmp
71.4091	0	78550	Scrambled	18	s060.bmp
74.5327	0	81986	Scrambled	19	s092.bmp
77.6727	0	85440	Scrambled	17	s047.bmp
80.8636	0	88950	Scrambled	18	s047.bmp
84.0209	0	92423	Scrambled	17	s030.bmp
87.0945	0	95804	Scrambled	18	s030.bmp
90.2355	0	99259	Scrambled	17	s018.bmp
93.4591	0	102805	Unfamiliar	13	u087.bmp
96.5336	0	106187	Scrambled	19	s108.bmp
99.7736	0	109751	Famous	5	f053.bmp
102.948	0	113243	Famous	5	f042.bmp
106.189	0	116808	Famous	5	f109.bmp
109.229	0	120152	Scrambled	17	s012.bmp
112.42	0	123662	Scrambled	19	s018.bmp
115.644	0	127208	Scrambled	17	s131.bmp
118.868	0	130755	Unfamiliar	15	u087.bmp
122.059	0	134265	Famous	5	f112.bmp
125.233	0	137756	Famous	6	f112.bmp
128.457	0	141303	Famous	7	f053.bmp
131.781	0	144959	Scrambled	17	s129.bmp
134.972	0	148469	Famous	7	f042.bmp
138.045	0	151850	Unfamiliar	13	u107.bmp
141.169	0	155286	Unfamiliar	14	u107.bmp
144.46	0	158906	Famous	7	f109.bmp
147.685	0	162453	Famous	5	f079.bmp
150.892	0	165981	Scrambled	19	s012.bmp
154.149	0	169564	Famous	5	f095.bmp
157.29	0	173019	Famous	6	f095.bmp
160.481	0	176529	Scrambled	19	s131.bmp
163.755	0	180130	Unfamiliar	13	u131.bmp
166.945	0	183640	Unfamiliar	14	u131.bmp
170.203	0	187223	Unfamiliar	13	u080.bmp
173.461	0	190807	Scrambled	19	s129.bmp
176.702	0	194372	Scrambled	17	s134.bmp
179.842	0	197826	Scrambled	18	s134.bmp
183.099	0	201409	Unfamiliar	13	u126.bmp
186.156	0	204772	Unfamiliar	14	u126.bmp
189.264	0	208190	Famous	7	f079.bmp
192.387	0	211626	Famous	5	f007.bmp
195.645	0	215210	Famous	6	f007.bmp
198.919	0	218811	Famous	5	f049.bmp
202.094	0	222303	Scrambled	17	s144.bmp
205.184	0	225702	Unfamiliar	15	u080.bmp
208.257	0	229083	Famous	5	f065.bmp
211.432	0	232575	Famous	6	f065.bmp
214.672	0	236139	Famous	5	f038.bmp
217.863	0	239649	Famous	6	f038.bmp
221.137	0	243251	Famous	5	f106.bmp
224.127	0	246540	Famous	5	f023.bmp
227.352	0	250087	Famous	6	f023.bmp
230.709	0	253780	Famous	7	f049.bmp
234	0	257400	Famous	5	f054.bmp
237.141	0	260855	Scrambled	19	s144.bmp
240.298	0	264328	Famous	5	f082.bmp
243.572	0	267929	Unfamiliar	13	u011.bmp
246.713	0	271384	Unfamiliar	13	u117.bmp
249.987	0	274986	Unfamiliar	14	u117.bmp
253.027	0	278330	Famous	7	f106.bmp
256.302	0	281932	Famous	5	f071.bmp
259.409	0	285350	Unfamiliar	13	u070.bmp
262.533	0	288786	Famous	7	f054.bmp
265.84	0	292424	Scrambled	17	s024.bmp
268.997	0	295897	Scrambled	18	s024.bmp
272.238	0	299462	Famous	7	f082.bmp
