name	x	y	z
EEG001	-0.041879	-0.0760431	0.0302882
EEG002	-0.00080334	0.0964321	0.0504749
EEG003	0.0484245	-0.0751931	0.0253129
EEG004	-0.047948	0.0684446	0.0475271
EEG005	-0.0275575	0.0785344	0.0706732
EEG006	0.00236895	0.083082	0.0823551
EEG007	0.0353758	0.0804787	0.070674
EEG008	0.0531435	0.0750505	0.0451056
EEG009	-0.0618014	0.0428919	0.0503442
EEG010	-0.0516319	0.0492583	0.0700614
EEG011	-0.0374765	0.0517324	0.0884165
EEG012	-0.0167259	0.055117	0.101632
EEG013	0.00639998	0.0580878	0.106757
EEG014	0.0280224	0.0569684	0.102699
EEG015	0.0485824	0.0577066	0.085636
EEG016	0.0616797	0.0558281	0.06676
EEG017	0.0694163	0.0500598	0.0436106
EEG018	-0.0718863	0.0156004	0.0261221
EEG019	-0.0713096	0.0177928	0.0544055
EEG020	-0.0613402	0.0209541	0.0805265
EEG021	-0.0451167	0.0218905	0.102647
EEG022	-0.0217688	0.026146	0.118067
EEG023	0.00493677	0.0263251	0.123068
EEG024	0.0341442	0.026274	0.115155
EEG025	0.0574491	0.0259778	0.096886
EEG026	0.0731735	0.0256349	0.0708025
EEG027	0.0796454	0.0220716	0.0457045
EEG028	0.0793241	0.0291592	0.0157683
EEG029	-0.076156	-0.000552624	0.022219
EEG030	-0.0747206	-0.00762723	0.05234
EEG031	-0.0669622	-0.00584163	0.0846356
EEG032	-0.0504316	-0.00363804	0.109318
EEG033	-0.0246429	0.00184075	0.123063
EEG034	0.00194137	-0.00292651	0.131386
EEG035	0.0336579	-0.00188571	0.124911
EEG036	0.0607539	-0.0026622	0.107446
EEG037	0.0772455	-0.00269166	0.0792846
EEG038	0.0825455	-0.00206861	0.0482785
EEG039	0.0794054	0.00920413	0.0180003
EEG040	-0.0690018	-0.0390462	0.0244161
EEG041	-0.0711003	-0.0367991	0.0551702
EEG042	-0.0642473	-0.034512	0.0872689
EEG043	-0.0482663	-0.0319579	0.110726
EEG044	-0.0230323	-0.0304519	0.126824
EEG045	0.00568057	-0.0315703	0.128772
EEG046	0.0345367	-0.0298556	0.123366
EEG047	0.0587984	-0.0314992	0.107692
EEG048	0.0741606	-0.030282	0.081589
EEG049	0.0774441	-0.032948	0.0502949
EEG050	0.0750863	-0.0343644	0.0177652
EEG051	-0.0565637	-0.0594042	0.027878
EEG052	-0.0600858	-0.0617892	0.0598894
EEG053	-0.0521847	-0.0618196	0.0830663
EEG054	-0.0396098	-0.0612639	0.10174
EEG055	-0.0188316	-0.0574878	0.114571
EEG056	0.00636551	-0.0620816	0.114634
EEG057	0.031017	-0.0576069	0.112122
EEG058	0.0501851	-0.0584819	0.0997662
EEG059	0.063583	-0.0562946	0.0776341
EEG060	0.0667821	-0.056711	0.0532187
EEG065	0.0641099	-0.0555894	0.0211716
EEG066	-0.0423895	-0.0788989	0.0608409
EEG067	-0.025281	-0.0813061	0.0860433
EEG068	0.00592048	-0.0840955	0.0907097
EEG069	0.0335326	-0.0801558	0.0827411
EEG070	0.0491444	-0.0769885	0.0560192
EEG071	-0.0223766	-0.0932086	0.0626294
EEG072	0.00303579	-0.0953375	0.0599022
EEG073	0.0301636	-0.0901072	0.0594521
EEG074	0.00238807	-0.0910969	0.0270146
