onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.139	n/a	n/a	20	15	-1.250	4	0	1.045
4.000	3.000	parametric gain	-0.189	n/a	n/a	18	12	1.000	3	0	0.919
8.000	3.000	parametric gain	-0.389	n/a	n/a	10	15	-11.250	4	0	0.688
18.000	3.000	parametric gain	0.211	n/a	n/a	34	16	11.330	2	1	1.034
24.000	3.000	parametric gain	-0.189	n/a	n/a	18	5	10.920	1	1	0.906
28.000	3.000	parametric gain	0.011	n/a	n/a	26	13	7.580	2	1	1.178
38.000	3.000	parametric gain	0.161	n/a	n/a	32	17	7.920	3	0	1.069
42.000	3.000	parametric gain	-0.239	n/a	n/a	16	5	8.920	1	1	0.808
46.000	3.000	parametric gain	-0.089	n/a	n/a	22	7	12.080	2	1	0.800
52.000	3.000	parametric gain	0.261	n/a	n/a	36	8	24.670	2	1	0.987
56.000	3.000	parametric gain	-0.239	n/a	n/a	16	10	1.830	4	0	0.831
62.000	3.000	parametric gain	0.111	n/a	n/a	30	13	11.580	2	1	1.087
74.000	3.000	parametric gain	-0.289	n/a	n/a	14	17	-10.080	4	0	0.893
78.000	3.000	parametric gain	0.061	n/a	n/a	28	19	1.080	4	0	1.351
82.000	3.000	parametric gain	-0.289	n/a	n/a	14	20	-14.330	4	0	0.928
86.000	3.000	parametric gain	0.011	n/a	n/a	26	16	3.330	4	0	0.923
90.000	3.000	parametric gain	0.361	n/a	n/a	40	5	32.920	1	1	0.931
94.000	3.000	parametric gain	0.061	n/a	n/a	28	12	11.000	3	0	1.109
98.000	3.000	parametric gain	-0.139	n/a	n/a	20	16	-2.670	4	0	0.920
102.000	3.000	parametric gain	0.011	n/a	n/a	26	5	18.920	1	1	0.921
106.000	3.000	parametric gain	0.161	n/a	n/a	32	20	3.670	2	1	1.056
110.000	3.000	parametric gain	-0.189	n/a	n/a	18	17	-6.080	3	0	0.912
116.000	3.000	parametric gain	-0.139	n/a	n/a	20	6	11.500	1	1	0.912
120.000	3.000	parametric gain	-0.139	n/a	n/a	20	18	-5.500	4	0	1.125
126.000	3.000	parametric gain	0.361	n/a	n/a	40	7	30.080	1	1	0.837
130.000	3.000	parametric gain	0.261	n/a	n/a	36	6	27.500	1	1	0.737
134.000	3.000	parametric gain	-0.239	n/a	n/a	16	20	-12.330	4	0	0.784
140.000	3.000	parametric gain	0.361	n/a	n/a	40	15	18.750	1	1	1.115
148.000	3.000	parametric gain	-0.389	n/a	n/a	10	6	1.500	4	0	0.996
156.000	3.000	parametric gain	-0.339	n/a	n/a	12	15	-9.250	4	0	1.061
160.000	3.000	parametric gain	0.211	n/a	n/a	34	17	9.920	1	1	0.952
164.000	3.000	parametric gain	-0.189	n/a	n/a	18	14	-1.830	4	0	0.849
170.000	3.000	parametric gain	0.361	n/a	n/a	40	13	21.580	1	1	1.056
174.000	3.000	parametric gain	0.161	n/a	n/a	32	19	5.080	2	1	1.294
178.000	3.000	parametric gain	-0.289	n/a	n/a	14	12	-3.000	4	0	0.865
182.000	3.000	parametric gain	0.161	n/a	n/a	32	10	17.830	2	1	1.226
192.000	3.000	parametric gain	0.261	n/a	n/a	36	17	11.920	2	1	0.982
202.000	3.000	parametric gain	0.061	n/a	n/a	28	13	9.580	3	0	1.401
208.000	3.000	parametric gain	0.211	n/a	n/a	34	13	15.580	2	1	0.940
212.000	3.000	parametric gain	0.311	n/a	n/a	38	14	18.170	2	1	1.097
220.000	3.000	parametric gain	0.161	n/a	n/a	32	11	16.420	2	1	0.889
224.000	3.000	parametric gain	0.161	n/a	n/a	32	9	19.250	1	1	0.882
234.000	3.000	parametric gain	0.111	n/a	n/a	30	16	7.330	2	1	0.948
238.000	3.000	parametric gain	0.211	n/a	n/a	34	10	19.830	2	1	1.274
246.000	3.000	parametric gain	-0.189	n/a	n/a	18	8	6.670	4	0	1.387
250.000	3.000	parametric gain	0.211	n/a	n/a	34	20	5.670	4	0	0.913
256.000	3.000	parametric gain	0.161	n/a	n/a	32	16	9.330	3	0	1.135
260.000	3.000	parametric gain	-0.039	n/a	n/a	24	12	7.000	3	0	1.226
266.000	3.000	parametric gain	0.311	n/a	n/a	38	12	21.000	1	1	1.150
272.000	3.000	parametric gain	0.311	n/a	n/a	38	10	23.830	2	1	0.773
280.000	3.000	parametric gain	-0.039	n/a	n/a	24	7	14.080	1	1	0.845
284.000	3.000	parametric gain	-0.239	n/a	n/a	16	13	-2.420	4	0	1.039
296.000	3.000	parametric gain	0.261	n/a	n/a	36	19	9.080	2	1	1.195
310.000	3.000	parametric gain	0.161	n/a	n/a	32	5	24.920	1	1	0.864
316.000	3.000	parametric gain	0.211	n/a	n/a	34	9	21.250	2	1	0.797
320.000	3.000	parametric gain	0.061	n/a	n/a	28	7	18.080	1	1	1.075
324.000	3.000	parametric gain	-0.039	n/a	n/a	24	13	5.580	3	0	1.679
330.000	3.000	parametric gain	0.311	n/a	n/a	38	5	30.920	1	1	0.922
336.000	3.000	parametric gain	-0.089	n/a	n/a	22	9	9.250	3	0	1.109
342.000	3.000	parametric gain	-0.389	n/a	n/a	10	11	-5.580	4	0	0.824
346.000	3.000	parametric gain	-0.339	n/a	n/a	12	14	-7.830	3	0	1.082
350.000	3.000	parametric gain	0.211	n/a	n/a	34	19	7.080	3	0	1.240
360.000	3.000	parametric gain	0.311	n/a	n/a	38	7	28.080	1	1	0.736
364.000	3.000	parametric gain	0.111	n/a	n/a	30	6	21.500	2	1	0.904
368.000	3.000	parametric gain	0.011	n/a	n/a	26	18	0.500	3	0	0.880
374.000	3.000	parametric gain	-0.289	n/a	n/a	14	6	5.500	4	0	1.150
378.000	3.000	parametric gain	-0.239	n/a	n/a	16	12	-1.000	3	0	0.979
382.000	3.000	parametric gain	-0.089	n/a	n/a	22	20	-6.330	4	0	0.915
386.000	3.000	parametric gain	-0.339	n/a	n/a	12	17	-12.080	4	0	0.744
398.000	3.000	parametric gain	-0.389	n/a	n/a	10	7	0.080	4	0	1.037
402.000	3.000	parametric gain	-0.189	n/a	n/a	18	20	-10.330	4	0	0.868
408.000	3.000	parametric gain	-0.339	n/a	n/a	12	6	3.500	3	0	1.382
412.000	3.000	parametric gain	0.161	n/a	n/a	32	6	23.500	1	1	0.908
416.000	3.000	parametric gain	-0.189	n/a	n/a	18	7	8.080	3	0	1.123
420.000	3.000	parametric gain	0.361	n/a	n/a	40	10	25.830	2	1	0.888
424.000	3.000	parametric gain	-0.289	n/a	n/a	14	14	-5.830	4	0	0.940
428.000	3.000	parametric gain	0.111	n/a	n/a	30	19	3.080	2	1	0.993
436.000	3.000	parametric gain	-0.039	n/a	n/a	24	18	-1.500	3	0	1.031
440.000	3.000	parametric gain	-0.389	n/a	n/a	10	12	-7.000	4	0	0.764
444.000	3.000	parametric gain	0.361	n/a	n/a	40	19	13.080	2	1	1.085
448.000	3.000	parametric gain	-0.039	n/a	n/a	24	9	11.250	1	1	0.936
458.000	3.000	parametric gain	-0.239	n/a	n/a	16	18	-9.500	4	0	0.852
462.000	3.000	parametric gain	0.261	n/a	n/a	36	12	19.000	2	1	1.137
466.000	3.000	parametric gain	0.011	n/a	n/a	26	9	13.250	2	1	1.028
470.000	3.000	parametric gain	-0.139	n/a	n/a	20	12	3.000	4	0	1.079
474.000	3.000	parametric gain	-0.039	n/a	n/a	24	14	4.170	4	0	1.270
