onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.119	n/a	n/a	20	5	12.920	1	1	0.883
4.000	3.000	parametric gain	-0.069	n/a	n/a	22	17	-2.080	4	0	1.039
8.000	3.000	parametric gain	-0.369	n/a	n/a	10	16	-12.670	4	0	0.809
12.000	3.000	parametric gain	0.331	n/a	n/a	38	18	12.500	2	1	0.991
16.000	3.000	parametric gain	-0.119	n/a	n/a	20	14	0.170	4	0	0.839
24.000	3.000	parametric gain	-0.269	n/a	n/a	14	13	-4.420	4	0	0.964
28.000	3.000	parametric gain	0.381	n/a	n/a	40	8	28.670	1	1	0.967
32.000	3.000	parametric gain	0.181	n/a	n/a	32	18	6.500	3	0	1.214
36.000	3.000	parametric gain	-0.019	n/a	n/a	24	8	12.670	1	1	0.705
40.000	3.000	parametric gain	0.281	n/a	n/a	36	14	16.170	3	0	1.078
44.000	3.000	parametric gain	0.081	n/a	n/a	28	6	19.500	1	1	1.073
48.000	3.000	parametric gain	-0.219	n/a	n/a	16	14	-3.830	4	0	0.894
56.000	3.000	parametric gain	-0.269	n/a	n/a	14	9	1.250	3	0	0.994
60.000	3.000	parametric gain	-0.119	n/a	n/a	20	13	1.580	4	0	0.919
64.000	3.000	parametric gain	0.131	n/a	n/a	30	18	4.500	2	1	1.460
72.000	3.000	parametric gain	-0.269	n/a	n/a	14	15	-7.250	4	0	0.842
76.000	3.000	parametric gain	-0.319	n/a	n/a	12	12	-5.000	4	0	0.839
84.000	3.000	parametric gain	-0.019	n/a	n/a	24	11	8.420	2	1	1.446
88.000	3.000	parametric gain	-0.319	n/a	n/a	12	10	-2.170	3	0	0.847
94.000	3.000	parametric gain	-0.219	n/a	n/a	16	6	7.500	2	1	1.058
98.000	3.000	parametric gain	0.331	n/a	n/a	38	20	9.670	3	0	1.191
102.000	3.000	parametric gain	0.081	n/a	n/a	28	10	13.830	3	0	0.890
