onset	duration	trial_type	Response	Stimulus	response_time
4.772	0.200	visual standard stimulus presentation	n/a	n/a	n/a
7.189	0.200	visual standard stimulus presentation	n/a	n/a	n/a
9.803	0.200	visual oddball stimulus presentation	n/a	n/a	n/a
9.803	0.398	behavioral response time following visual oddball stimulus onset	n/a	n/a	n/a
11.805	0.200	visual standard stimulus presentation	0.000	standard	n/a
14.005	0.200	visual standard stimulus presentation	0.000	standard	n/a
16.007	0.200	visual standard stimulus presentation	0.000	standard	n/a
18.408	0.200	visual oddball stimulus presentation	1.000	target	n/a
18.408	0.326	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
21.203	0.200	visual standard stimulus presentation	0.000	standard	n/a
23.999	0.200	visual standard stimulus presentation	0.000	standard	n/a
26.398	0.200	visual standard stimulus presentation	0.000	standard	n/a
28.799	0.200	visual standard stimulus presentation	0.000	standard	n/a
30.801	0.200	visual standard stimulus presentation	0.000	standard	n/a
33.795	0.200	visual standard stimulus presentation	0.000	standard	n/a
35.797	0.200	visual standard stimulus presentation	0.000	standard	n/a
37.799	0.200	visual standard stimulus presentation	0.000	standard	n/a
39.802	0.400	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
39.802	0.200	visual oddball stimulus presentation	1.000	target	n/a
42.002	0.200	visual standard stimulus presentation	0.000	standard	n/a
44.004	0.200	visual standard stimulus presentation	0.000	standard	n/a
46.999	0.200	visual standard stimulus presentation	0.000	standard	n/a
49.995	0.200	visual standard stimulus presentation	0.000	standard	n/a
52.393	0.200	visual standard stimulus presentation	0.000	standard	n/a
55.388	0.200	visual oddball stimulus presentation	1.000	target	n/a
55.388	0.430	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
57.986	0.200	visual standard stimulus presentation	0.000	standard	n/a
60.980	0.200	visual oddball stimulus presentation	1.000	target	n/a
60.980	0.459	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
63.181	0.200	visual oddball stimulus presentation	1.000	target	n/a
63.181	0.342	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
65.382	0.200	visual standard stimulus presentation	0.000	standard	n/a
67.980	0.200	visual standard stimulus presentation	0.000	standard	n/a
70.974	0.200	visual standard stimulus presentation	0.000	standard	n/a
73.969	0.200	visual standard stimulus presentation	0.000	standard	n/a
76.170	0.200	visual standard stimulus presentation	0.000	standard	n/a
78.570	0.200	visual standard stimulus presentation	0.000	standard	n/a
81.168	0.200	visual standard stimulus presentation	0.000	standard	n/a
83.369	0.200	visual oddball stimulus presentation	1.000	target	n/a
83.369	0.397	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
85.370	0.200	visual standard stimulus presentation	0.000	standard	n/a
88.167	0.200	visual standard stimulus presentation	0.000	standard	n/a
90.168	0.200	visual standard stimulus presentation	0.000	standard	n/a
93.163	0.200	visual standard stimulus presentation	0.000	standard	n/a
95.166	0.200	visual standard stimulus presentation	0.000	standard	n/a
97.763	0.368	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
97.763	0.200	visual oddball stimulus presentation	1.000	target	n/a
100.560	0.200	visual standard stimulus presentation	0.000	standard	n/a
102.760	0.343	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
102.760	0.200	visual oddball stimulus presentation	1.000	target	n/a
104.762	0.200	visual standard stimulus presentation	0.000	standard	n/a
107.758	0.200	visual standard stimulus presentation	0.000	standard	n/a
110.356	0.200	visual standard stimulus presentation	0.000	standard	n/a
112.556	0.200	visual standard stimulus presentation	0.000	standard	n/a
114.558	0.200	visual standard stimulus presentation	0.000	standard	n/a
116.561	0.200	visual standard stimulus presentation	0.000	standard	n/a
119.158	0.200	visual standard stimulus presentation	0.000	standard	n/a
121.954	0.200	visual standard stimulus presentation	0.000	standard	n/a
