onset	duration	trial_type	cash_demean	control_pumps_demean	explode_demean	pumps_demean
0.065	1.389	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
0.065	0.772	control_pumps_demean	n/a	-0.5	n/a	n/a
3.955	0.772	control_pumps_demean	n/a	0.5	n/a	n/a
3.955	1.07	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
13.52	1.551	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
13.52	0.772	pumps_demean	n/a	n/a	n/a	-1.5
16.797	0.89	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
16.797	0.772	pumps_demean	n/a	n/a	n/a	-0.5
20.745	0.678	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
20.745	0.772	pumps_demean	n/a	n/a	n/a	0.5
24.308	0.555	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
24.308	0.772	pumps_demean	n/a	n/a	n/a	1.5
25.976	0.848	cash_fixed_real_RT	n/a	n/a	n/a	n/a
25.976	0.772	cash_demean	0.0	n/a	n/a	n/a
30.245	0.371	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
30.245	0.772	pumps_demean	n/a	n/a	n/a	-2.0
31.935	0.772	pumps_demean	n/a	n/a	n/a	-1.0
31.935	0.592	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
33.87	0.772	pumps_demean	n/a	n/a	n/a	0.0
33.87	0.448	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
35.548	0.772	pumps_demean	n/a	n/a	n/a	1.0
35.548	0.451	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
37.131	0.772	pumps_demean	n/a	n/a	n/a	2.0
37.131	0.38	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
39.135	0.772	explode_demean	n/a	n/a	1.8	n/a
43.797	0.772	control_pumps_demean	n/a	-5.5	n/a	n/a
43.797	0.265	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
46.816	0.772	control_pumps_demean	n/a	-4.5	n/a	n/a
46.816	0.327	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
